Gene = HOXA10-HOXA9
index = 661
Annotated 5SS: [  368 15136]
Annotated 3SS: [15045 16171]
SMsplice 5SS: [  368 15136]
SMsplice 3SS: [15045 16171]
top_k =  500
Partition function (log Z): -6.90831459255041

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.9918179199908859
Position 15136: 0.6649454961757358
Position 199: 0.6352488497894887
Position 4974: 0.22041731314848217
Position 8268: 0.15664091116726606
Position 10720: 0.14752986050381983
Position 3631: 0.05656246262427435
Position 6665: 0.029521366016363102
Position 5312: 0.02169159352035524
Position 947: 0.016962961150281577
Position 4592: 0.015465202646913275
Position 13279: 0.013226499799003373
Position 9583: 0.013035298310164926
Position 3082: 0.008388503879451838
Position 1048: 0.00821717879094395
Position 3556: 0.0077122491729273495
Position 4829: 0.005063302106299491
Position 5239: 0.004210523480665286
Position 3199: 0.0024838488249375673
Position 2613: 0.0023046567515732667
Position 5040: 0.0022455661896418123
Position 10454: 0.002143611500022393
Position 4237: 0.0019283659031035629
Position 5662: 0.0018950203113496636
Position 1521: 0.0017228100700391945
Position 171: 0.0015067572208496036
Position 3547: 0.00044997764985993236
Position 901: 0.0003964542185751333
Position 3395: 0.0002847725467865724
Position 4807: 0.00015267257957194376
Position 123: 6.587132529770787e-05
Position 477: 5.407974537643935e-05
Position 704: 5.272050861628294e-05
Position 401: 2.4547562854267454e-05
Position 460: 1.678693780765829e-05
Position 925: 1.6312560648942266e-05
Position 382: 9.104180824224766e-06
Position 47: 7.348931215593102e-06
Position 268: 7.151425253129606e-06
Position 508: 6.363317011703642e-06
Position 273: 5.424877061109478e-06
Position 1266: 4.6408818929288714e-06
Position 420: 4.22932874069573e-06
Position 41: 3.7441230786222418e-06
Position 714: 1.6081897045447758e-06
Position 2079: 1.1394711437934084e-06
Position 469: 7.112055157812725e-07
Position 215: 6.015109050039605e-07
Position 540: 5.095527866627377e-07
Position 729: 2.9047587054464694e-07
Position 753: 2.1771003462333152e-07
Position 346: 2.124515345973148e-07
Position 675: 2.1122288059701177e-07
Position 360: 2.100473261479835e-07
Position 1042: 8.969819817655252e-08
Position 660: 6.152668340592355e-08
Position 808: 5.2460737067270326e-08
Position 261: 4.3629802052587317e-08
Position 649: 3.5555067631535695e-10
Position 759: 2.2749797394498884e-10
Position 362: 1.0096009209180403e-10
Position 412: 7.181992579836735e-11
Position 396: 3.473235156522792e-11
Position 464: 6.847848814424745e-12
Position 532: 3.3379400319665924e-13
Position 335: 1.331655907254282e-13
Position 429: 3.800508966793337e-14
Position 312: 2.1378586096661555e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 16171: 0.9662471522629082
Position 15045: 0.6714426450654378
Position 283: 0.4111517362918293
Position 300: 0.21467684601031242
Position 4920: 0.17247916087816384
Position 8177: 0.15767728137526146
Position 10660: 0.09993233031335062
Position 3501: 0.0588582636914105
Position 10637: 0.0481511543022167
Position 4661: 0.03236201916203287
Position 4895: 0.032279784644979104
Position 6360: 0.018184633566978987
Position 5161: 0.016947447179588383
Position 826: 0.013867747841631601
Position 4493: 0.013693232107339788
Position 9388: 0.013634501332913962
Position 13192: 0.013550939745196298
Position 6438: 0.010689701824301819
Position 851: 0.01062727627555983
Position 16064: 0.008981406202253092
Position 2989: 0.007782457210491743
Position 15427: 0.004832589865896306
Position 3554: 0.0038588822295525134
Position 10242: 0.0026295720163975627
Position 2915: 0.0023904463164024603
Position 4091: 0.0021651180666477075
Position 5534: 0.0019297155557145662
Position 12685: 0.0016737570260862964
Position 4520: 0.0014943585218596864
Position 11378: 0.0014375233341874963
Position 879: 0.0013967402764386465
Position 4929: 0.0013128379083511019
Position 2542: 0.0012925327790582505
Position 236: 0.0012236107012469307
Position 7839: 0.0011834432067647242
Position 6189: 0.001138980795684698
Position 15289: 0.001087449815302785
Position 3246: 0.0010687961811650618
Position 2539: 0.0010516236626629608
Position 261: 0.0009909995916351356
Position 3011: 0.0008116398471925387
Position 346: 0.0007345888635672907
Position 3282: 0.0006797856511433183
Position 1351: 0.0006615429531531731
Position 3315: 0.000592144384678415
Position 1332: 0.0005136090197538958
Position 11882: 0.00036851448056757165
Position 1427: 0.0003493785596617787
Position 4427: 0.0003423163900629465
Position 1225: 0.00025665520936410846
Position 3473: 0.0002281317828002097
Position 507: 0.00012737490175382296
Position 9328: 0.0001162112811097524
Position 6052: 0.00011301498018661702
Position 1004: 9.911637596049225e-05
Position 6889: 9.026505402585282e-05
Position 2770: 7.880429631199632e-05
Position 600: 7.176793564779482e-05
Position 8036: 7.105436135679448e-05
Position 6853: 6.292450673948141e-05
Position 6123: 6.086423657155193e-05
Position 2519: 5.6146110493650356e-05
Position 7154: 5.0775126693346394e-05
Position 1780: 4.0837680498268136e-05
Position 3730: 3.9620606752196165e-05
Position 2727: 3.827739819268904e-05
Position 1678: 3.2692995800896174e-05
Position 1553: 3.017590427503685e-05
Position 2069: 3.0143714550938478e-05
Position 2934: 2.8344193634151548e-05
Position 2560: 2.714460729496294e-05
Position 1956: 2.5208241814120197e-05
Position 5934: 2.4160195254088325e-05
Position 3911: 2.371233451984246e-05
Position 3630: 2.117779231083791e-05
Position 1936: 2.0886464058276164e-05
Position 3146: 1.872378085393468e-05
Position 6903: 1.6898026575839223e-05
Position 1826: 1.6145220474305417e-05
Position 3686: 1.3595039154635562e-05
Position 790: 1.0244411963984917e-05
Position 1608: 9.341465067221393e-06
Position 1978: 8.65421278091794e-06
Position 2683: 7.018459224674575e-06
Position 966: 6.977154756088399e-06
Position 1628: 6.61573873894664e-06
Position 980: 6.426882325602159e-06
Position 328: 5.49257375765671e-06
Position 4668: 5.174869455187224e-06
Position 1259: 4.884611680017823e-06
Position 1073: 4.501369060525069e-06
Position 1852: 4.078782854139467e-06
Position 3753: 3.8074506748462736e-06
Position 3424: 3.3924220507571327e-06
Position 438: 1.4997514846016782e-06
Position 1639: 1.4698136772256556e-06
Position 1784: 1.3722135418258913e-06
Position 1583: 1.1765072759712009e-06
Position 325: 8.228784646369325e-07
Position 1451: 5.969157350767728e-07
Position 566: 3.1355481203992165e-07
Position 1166: 2.233871474314225e-07
Position 579: 2.124974597716766e-07
Position 553: 2.0131634670317304e-07
Position 310: 1.3592447288861296e-07
Position 480: 1.2173268413259966e-07
Position 258: 1.1122336995130042e-07
Position 332: 6.241792767476243e-08
Position 242: 5.367619719434823e-08
Position 799: 4.787010174784524e-08
Position 796: 4.209522618433543e-08
Position 435: 2.494438733375971e-08
Position 519: 2.4942045194274584e-08
Position 367: 1.91816081997819e-08
Position 1015: 1.606884599750694e-08
Position 1018: 1.4586132393686e-08
Position 1084: 1.2505577522812919e-08
Position 610: 1.0662920320013331e-08
Position 774: 6.9666138182577155e-09
Position 920: 4.787745488041633e-09
Position 516: 3.9707302328574086e-09
Position 894: 2.5724922073669433e-09
Position 396: 2.479903798477627e-09
Position 671: 1.8646822581583208e-09
Position 1101: 1.5193663990701303e-09
Position 615: 1.3332356068212143e-09
Position 912: 1.0325656051567162e-09
Position 535: 9.004387984916615e-10
Position 914: 8.009137618897885e-10
Position 756: 6.239042342349139e-10
Position 947: 1.282817410294613e-10
Position 189: 2.5907818511612613e-12
Position 194: 7.073137869568257e-13
Position 129: 2.0418338914229699e-13
Position 372: 5.380130882372118e-14
Position 484: 3.0871172337793864e-14
Position 412: 1.4558313218848825e-14
Position 387: 1.4409998289035293e-14
Position 419: 1.3705799816723475e-14
Position 191: 7.682702475503186e-15
Position 374: 2.981448701446154e-15
Position 153: 2.753531957282379e-15
Position 140: 4.182375374955261e-16
Position 382: 1.9645615952336976e-17
