Gene = CORT
index = 398
Annotated 5SS: [604]
Annotated 3SS: [1657]
SMsplice 5SS: [604]
SMsplice 3SS: [1537]
top_k =  500
Partition function (log Z): -9.612452959741054

Sorted 5' Splice Sites (High to Low Probability):
Position 604: 0.9841006715909648
Position 1253: 0.03847342165200501
Position 758: 0.030862486521821407
Position 1438: 0.025623955644736005
Position 1380: 0.007247803907045175
Position 357: 0.006517382666365567
Position 1021: 0.005739882941801045
Position 1363: 0.004843123009714853
Position 674: 0.001887211000321004
Position 971: 0.0017824320781217248
Position 858: 0.0016728054147377312
Position 1067: 0.001638695634790169
Position 1568: 0.0012206191477727247
Position 348: 0.0008065496266744497
Position 1265: 0.000784073896609777
Position 475: 0.0006997226139974261
Position 882: 0.00048651366436941457
Position 608: 0.0003091689073102985
Position 1076: 0.00029613175024241506
Position 690: 0.00022182667907503636
Position 1539: 0.00020743925142318651
Position 1016: 0.00014564366723844924
Position 998: 0.0001331458587952068
Position 1905: 5.1822171222415863e-05
Position 830: 4.5543230354128175e-05
Position 860: 4.0885536192167915e-05
Position 678: 3.928747871289729e-05
Position 1192: 3.7324250992751204e-05
Position 680: 3.7100163744725794e-05
Position 853: 3.12613026902268e-05
Position 3: 2.8736354430515042e-05
Position 259: 2.7618188110999852e-05
Position 285: 2.2770765880120978e-05
Position 34: 7.5340419790387536e-06
Position 312: 2.685619702856302e-06
Position 1008: 2.6737755588067716e-06
Position 13: 1.2980764640657275e-06
Position 676: 8.860279599729238e-07
Position 424: 7.015003949110808e-07
Position 578: 6.323031236312752e-07
Position 40: 6.042919174768952e-07
Position 938: 5.578998659749814e-07
Position 613: 5.569648303282495e-07
Position 105: 3.9702592005145844e-07
Position 492: 2.816798696668445e-07
Position 682: 4.4212832672549136e-08
Position 793: 3.093428547093987e-08
Position 621: 2.465994544682197e-08
Position 735: 6.886040988868323e-09
Position 513: 5.324701108440108e-09
Position 123: 4.2317097277374574e-09
Position 117: 2.449861272085903e-09
Position 653: 4.3632583441035215e-10
Position 646: 4.311470114752635e-10
Position 197: 2.369084712864954e-10
Position 684: 3.70201095045026e-11
Position 692: 1.4838907036206322e-16
Position 740: 9.477706404638559e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1537: 0.5547271204332477
Position 707: 0.1972163343567527
Position 1202: 0.06682470465459439
Position 1657: 0.06326128976615362
Position 1424: 0.043088514754418716
Position 1114: 0.029027971118010552
Position 1757: 0.025050956439833863
Position 898: 0.024727058306779546
Position 1967: 0.014381572665497201
Position 1350: 0.013201201556423656
Position 738: 0.01118478053703771
Position 1437: 0.007295178576517724
Position 1613: 0.007203934895756949
Position 445: 0.006720096389806496
Position 1183: 0.005633036260423126
Position 1298: 0.005273797522448512
Position 815: 0.0046491721499169955
Position 1238: 0.0034152180767374916
Position 1144: 0.0032247373337010105
Position 1568: 0.0031024663085148564
Position 1054: 0.0029435616873699118
Position 1216: 0.0024379146292870784
Position 1666: 0.0022767433620728967
Position 835: 0.0019201776314748062
Position 778: 0.0017465118585122132
Position 1827: 0.0013160420109523975
Position 903: 0.001173375897995867
Position 2062: 0.0010708228487963023
Position 757: 0.0009266671470005098
Position 2168: 0.0008462515567685964
Position 793: 0.0008218007052103804
Position 1807: 0.0007877690282631241
Position 2044: 0.0006999663105247491
Position 1542: 0.000629703192270572
Position 1735: 0.0005745179794360391
Position 1158: 0.0005426865611149488
Position 1839: 0.0005367444586464013
Position 1572: 0.0004830112221841212
Position 870: 0.0004639860910796077
Position 1050: 0.0003834023954613459
Position 716: 0.0003153491763205749
Position 2049: 0.00027287345816551256
Position 1141: 0.00026884154649622926
Position 1760: 0.0002262032806982991
Position 1979: 0.0002204281720021673
Position 1167: 0.0002195904894965058
Position 1125: 0.00021604623512270986
Position 1938: 0.0002072886015145718
Position 1252: 0.00020633199240592998
Position 1220: 0.00019673918261596394
Position 2027: 0.00018645250260477527
Position 1326: 0.0001808167198262831
Position 1129: 0.00016755685576911445
Position 1155: 0.00014592612331423052
Position 1740: 0.0001372847090405553
Position 1782: 0.00011732754053887533
Position 929: 0.00011259857921824679
Position 1723: 0.00010378228838662054
Position 969: 9.806467084895579e-05
Position 1002: 7.516648683426128e-05
Position 454: 6.0918574807182716e-05
Position 1550: 5.972292969774324e-05
Position 948: 5.739835714948449e-05
Position 1609: 4.4700404242579354e-05
Position 1358: 4.4340154064931805e-05
Position 1119: 4.3706888478149455e-05
Position 1361: 3.819224725482008e-05
Position 1935: 3.230447201650056e-05
Position 876: 3.1760719466366686e-05
Position 1676: 2.9360892789309197e-05
Position 1914: 2.8513619178074843e-05
Position 1065: 2.694210680906309e-05
Position 1941: 2.5569493955551523e-05
Position 1020: 2.1016094846238895e-05
Position 576: 2.033770473655551e-05
Position 841: 1.6725509072429193e-05
Position 1305: 1.211720747310116e-05
Position 2174: 1.1137227072548553e-05
Position 486: 3.961617963254384e-06
Position 599: 3.838613036547228e-06
Position 149: 5.577099912850466e-07
Position 458: 4.911297400058083e-07
Position 1076: 4.6424849809497574e-07
Position 920: 3.679526107651965e-07
Position 938: 3.327616479485347e-07
Position 467: 2.5429431672112306e-07
Position 504: 2.322152219849547e-07
Position 492: 2.2615572694110505e-07
Position 953: 1.9070633962856984e-07
Position 473: 1.8692804300514976e-07
Position 275: 1.5420078168212428e-07
Position 304: 9.484851910909815e-08
Position 470: 9.075850390440824e-08
Position 595: 7.549967314845434e-08
Position 462: 4.785781499873819e-08
Position 424: 4.3497864925685455e-08
Position 231: 2.9532604158035185e-08
Position 880: 1.839771367327292e-08
Position 496: 1.779050732202475e-08
Position 404: 1.5993424034010622e-08
Position 464: 1.5001096337633683e-08
Position 415: 1.1484539005901112e-08
Position 183: 5.662267928424019e-09
Position 256: 5.285695796196902e-09
Position 412: 4.252417474755765e-09
Position 635: 2.9361500592404574e-09
Position 374: 2.9037531401565894e-09
Position 417: 2.6771877386516056e-09
Position 362: 2.515281370688602e-09
Position 169: 1.226654083151364e-09
Position 88: 1.1772332971887796e-09
Position 209: 1.008757692974214e-09
Position 324: 9.8090977347438e-10
Position 166: 5.599660019744405e-10
Position 331: 5.071657695956982e-10
Position 481: 4.788398672109807e-10
Position 329: 4.582197814646589e-10
Position 380: 4.2043469173693693e-10
Position 345: 3.9199560063889283e-10
Position 483: 2.2777849883540332e-10
Position 613: 1.6294343430770815e-10
Position 277: 1.5372330647345822e-10
Position 237: 1.511780304810702e-10
Position 180: 1.4572843310020496e-10
Position 352: 7.96013800614586e-11
Position 338: 5.325561954586757e-11
Position 245: 3.839970614621347e-11
Position 336: 2.673537104851683e-11
Position 187: 2.198297083116843e-11
Position 75: 1.2038441358192193e-11
Position 211: 9.725780913082843e-12
Position 603: 3.106782339154641e-12
