Gene = GPN2
index = 613
Annotated 5SS: [ 612 1329 4325 6138]
Annotated 3SS: [ 1171  4163  6006 10547]
SMsplice 5SS: [ 168 1329]
SMsplice 3SS: [1171 6006]
top_k =  500
Partition function (log Z): -10.922552233050368

Sorted 5' Splice Sites (High to Low Probability):
Position 1329: 0.7665390744324933
Position 168: 0.651197803788875
Position 4325: 0.44542105950330607
Position 6138: 0.3066592111282081
Position 612: 0.2061100440203633
Position 6173: 0.19242227450992977
Position 103: 0.19166182010581997
Position 1932: 0.05360981616324406
Position 1893: 0.05046965931776675
Position 1588: 0.033807999124788865
Position 289: 0.029178565189159286
Position 1661: 0.02780584410730804
Position 1401: 0.025874374772626028
Position 700: 0.02107783441757803
Position 1739: 0.011930544746979318
Position 2070: 0.01087479013113118
Position 2056: 0.008257693828912477
Position 543: 0.007313339938856726
Position 5909: 0.007004399819105922
Position 8190: 0.006857082193573593
Position 5725: 0.00612269261280806
Position 915: 0.005972860733708694
Position 390: 0.005020843090807418
Position 3228: 0.004083118492830523
Position 4008: 0.004058104561364666
Position 991: 0.0031838648637116723
Position 405: 0.00220065972812918
Position 856: 0.0016774889637058074
Position 359: 0.0013250161313217758
Position 3821: 0.0012469958542921647
Position 783: 0.001007039854393325
Position 905: 0.0009709985457581335
Position 240: 0.000932814707515618
Position 5042: 0.0005405505052089834
Position 819: 0.00046323407881698384
Position 4470: 0.0004601756362119931
Position 135: 0.0004250877197135223
Position 378: 0.00035659452148025894
Position 11: 0.00031416857034991994
Position 1786: 0.0003047853881630981
Position 828: 0.0002804690214248991
Position 130: 0.00025469188048860215
Position 867: 0.0001931444999932002
Position 1592: 0.00018826373860800975
Position 20: 0.00018768571945349555
Position 109: 0.00018687318902319125
Position 2022: 0.0001562529842622263
Position 897: 0.000153535523329716
Position 650: 0.00014007777657122462
Position 272: 9.191217671995257e-05
Position 1431: 5.818645282506454e-05
Position 24: 5.715859521651704e-05
Position 82: 4.6085225661022756e-05
Position 807: 3.986461857019169e-05
Position 1451: 3.956137853585029e-05
Position 327: 2.7763301346706992e-05
Position 1809: 1.7955969375307252e-05
Position 1232: 1.734949958919483e-05
Position 1414: 1.1834886530472858e-05
Position 365: 1.034356692770547e-05
Position 458: 6.610542697761513e-06
Position 172: 4.246871625384866e-06
Position 57: 3.115236428463815e-06
Position 324: 2.6556175086288233e-06
Position 599: 6.864361836466516e-07
Position 6: 6.791342552280868e-07
Position 367: 3.3793504250941687e-07
