Gene = RPA3
index = 1191
Annotated 5SS: [   93  3433 31380 32778 78288 79538 80744]
Annotated 3SS: [ 3380 31278 32608 77431 79462 80634 81524]
SMsplice 5SS: [   93  9248 14590 32778 32949 79538 80744]
SMsplice 3SS: [ 9141 14461 32608 32842 79462 80634 81524]
top_k =  500
Partition function (log Z): -38.171651563556296

Sorted 5' Splice Sites (High to Low Probability):
Position 9248: 0.994620536830018
Position 93: 0.9788043308687976
Position 14590: 0.9200303475997215
Position 5008: 0.23066356669359106
Position 10135: 0.17028527687063008
Position 8088: 0.1287097807587795
Position 3433: 0.12162323981252078
Position 4389: 0.11973961613878958
Position 21414: 0.0627370143004983
Position 3944: 0.02518337225487652
Position 785: 0.02384005954617687
Position 707: 0.022388655043070853
Position 1209: 0.016205782592308916
Position 4614: 0.010059567931244002
Position 3482: 0.009454400739216518
Position 3381: 0.00896649615757627
Position 8571: 0.008965273931088003
Position 151: 0.008277375402347594
Position 15910: 0.007775099747352593
Position 5695: 0.006524091157990036
Position 245: 0.006263796682994156
Position 5178: 0.006103182906880753
Position 7657: 0.005932958927215043
Position 7824: 0.003934108540473671
Position 1437: 0.00384561681224234
Position 2909: 0.002550383351509714
Position 5389: 0.0025051617889982982
Position 4744: 0.002358122317329357
Position 779: 0.0019685054671565736
Position 3469: 0.0019535284739053693
Position 5990: 0.0014944916600866367
Position 97: 0.0007380910178459607
Position 11919: 0.00018311368821487115
Position 9233: 0.00013032061438905822
Position 535: 0.00012073715991030458
Position 546: 6.321556575033694e-05
Position 324: 4.7592701559879005e-05
Position 10190: 3.789440695194298e-05
Position 11501: 2.9456068702084864e-05
Position 282: 2.8297762531158604e-05
Position 4393: 1.768602151842229e-05
Position 9991: 1.0775820102625615e-05
Position 354: 4.860493526942978e-06
Position 520: 4.069853309087834e-06
Position 433: 3.4550768596419012e-06
Position 179: 2.9901704608363122e-06
Position 3588: 2.9462611545715685e-06
Position 528: 2.8751237158925893e-06
Position 1149: 2.5831173033178873e-06
Position 515: 2.540130005757124e-06
Position 41: 2.301157766968572e-06
Position 998: 2.2810446218392964e-06
Position 242: 1.0599108466402186e-06
Position 2928: 5.836851008086866e-07
Position 103: 1.1894408251765716e-07
Position 174: 7.179131159525628e-08
Position 113: 2.3664038475254055e-08
Position 316: 2.282116384684489e-08
Position 397: 1.4614251930141056e-08
Position 125: 8.493042480455806e-09
