Gene = SWT1
index = 1363
Annotated 5SS: [    85   3846   9573  11319  18034  23371  24978  27265  27852  33563
  45720  47784  49684  57576  64957  74629 114310 119589]
Annotated 3SS: [  3752   9491  11259  17291  23310  24865  27162  27662  33468  45573
  47619  49544  57426  64768  74496 114242 119523 133593]
SMsplice 5SS: [    85   3846   9573  11319  17569  18034  23371  27265  27852  33563
  38094  57576  64957  72616  74629 114310]
SMsplice 3SS: [  3752   9491  11259  17291  17935  23310  27162  27662  33468  37944
  57426  64768  72542  74496 114242 133593]
top_k =  500
Partition function (log Z): -39.29813969337721

Sorted 5' Splice Sites (High to Low Probability):
Position 9573: 0.9996688903814646
Position 33563: 0.9989073887954636
Position 3846: 0.9790886294827545
Position 18034: 0.9626387252571065
Position 11319: 0.9528855196942414
Position 38094: 0.8964430319017268
Position 85: 0.8142640275502839
Position 27852: 0.6919731966955831
Position 23371: 0.6316501584811697
Position 27265: 0.544259242908429
Position 4096: 0.3723279107039875
Position 24978: 0.33494788679705384
Position 28582: 0.323270349155334
Position 37108: 0.2959322859772234
Position 28160: 0.29365324445119567
Position 27819: 0.2785125276011485
Position 12818: 0.2479132900713929
Position 23415: 0.20227175599411226
Position 20842: 0.1966167124383222
Position 9106: 0.18445411905445697
Position 1252: 0.14451232156996519
Position 10298: 0.14145216947387027
Position 24670: 0.12405916243292256
Position 35711: 0.11874806010724984
Position 2407: 0.09583355762933364
Position 9293: 0.09566186537337233
Position 37438: 0.0897127628088683
Position 235: 0.07872847824623846
Position 10765: 0.07747687182496868
Position 230: 0.06744808156365237
Position 18428: 0.05333608701440515
Position 2566: 0.05139995866624003
Position 17642: 0.04548897596671102
Position 2103: 0.04369326792117996
Position 4879: 0.04359101049959651
Position 1881: 0.03697727413514363
Position 4032: 0.036591464588022336
Position 18039: 0.03604509657868676
Position 20311: 0.033366487393195476
Position 24999: 0.03198490471544849
Position 9394: 0.03197071941646279
Position 547: 0.03154584511607765
Position 28253: 0.02920643938974118
