Gene = GIMAP1-GIMAP5
index = 591
Annotated 5SS: [   23  2423  3739 21041 24260]
Annotated 3SS: [ 2373  3379 20836 24210 25514]
SMsplice 5SS: [   23  2423  3739 10259 21041 24260]
SMsplice 3SS: [ 2373  3599 10014 20931 24210 25514]
top_k =  500
Partition function (log Z): -9.646543436115207

Sorted 5' Splice Sites (High to Low Probability):
Position 10259: 0.9969202545751207
Position 24260: 0.8976172596497405
Position 2423: 0.8675569892496231
Position 23: 0.8338592537210783
Position 3739: 0.5739468057641522
Position 13364: 0.42092855291306697
Position 6894: 0.28213831414286006
Position 3730: 0.27178588720445457
Position 1820: 0.2626215723857213
Position 6241: 0.20525638508917496
Position 2291: 0.15101858433644483
Position 2728: 0.1340800570228276
Position 6950: 0.07270059080706553
Position 288: 0.05491422013493815
Position 2475: 0.04108434360294471
Position 9041: 0.038399980209108696
Position 174: 0.03827518588209305
Position 3552: 0.02916355771309783
Position 3492: 0.028843060791988895
Position 182: 0.02280100908970505
Position 24472: 0.02230132806940981
Position 6635: 0.02228596458369209
Position 420: 0.0191498113229895
Position 3889: 0.019064206642688656
Position 1367: 0.017815212700716766
Position 1805: 0.01390904882352107
Position 741: 0.01060964413693272
Position 2374: 0.01049068945973866
Position 445: 0.008365838038705739
Position 1320: 0.007257034607019883
Position 770: 0.005984052552717271
Position 1941: 0.0054640901734093255
Position 3516: 0.0052815773296413975
Position 2295: 0.004512525420884521
Position 718: 0.0030058716864008604
Position 1912: 0.002740786939466185
Position 6640: 0.0027405224598639117
Position 3701: 0.001915664577267761
Position 3832: 0.001333745978512017
Position 191: 0.001252328609612772
Position 2996: 0.0012212749877391273
Position 1968: 0.0010440238758323965
Position 6652: 0.0009499943936013647
Position 3937: 0.0008861701260865545
Position 4024: 0.0008600977807638157
Position 246: 0.0006969346063667283
Position 2527: 0.0002900799689954518
Position 2723: 0.00027954765458054536
Position 651: 0.00025971833799531195
Position 1422: 0.00025734273212345266
Position 2298: 0.00025108740444178523
Position 2591: 0.00021867515856582905
Position 3629: 0.00015027916275904302
Position 3688: 0.0001397093632495559
Position 6374: 0.00013774312719711266
Position 3255: 0.0001319683392972426
Position 5703: 0.000130404838096756
Position 613: 0.00012718408587294983
Position 6222: 9.725925624853679e-05
Position 6361: 7.562304544540604e-05
Position 1916: 6.274067392621167e-05
Position 1824: 6.270045960282549e-05
Position 4266: 6.244609316298986e-05
