Gene = CDCA8
index = 338
Annotated 5SS: [  367   616  3533  6560  8104  9401 10930 13150 14647]
Annotated 3SS: [  486  3491  6486  8017  9335 10833 13022 14559 15903]
SMsplice 5SS: [  161   367   616  6560  8104  9401 10930 14647]
SMsplice 3SS: [  257   486  6486  8017  9335 10833 14559 15903]
top_k =  500
Partition function (log Z): 10.117128744130856

Sorted 5' Splice Sites (High to Low Probability):
Position 616: 0.9995761211858439
Position 367: 0.9987552006498119
Position 161: 0.9866345583226609
Position 14647: 0.8882854244924269
Position 8104: 0.8387716106502577
Position 6560: 0.8248465194997029
Position 9401: 0.7434871485488904
Position 10930: 0.7431526357544506
Position 5712: 0.41284587764106506
Position 13150: 0.19805164462671473
Position 4454: 0.1925024174687144
Position 6330: 0.15277221019482912
Position 3533: 0.15032949432981071
Position 4448: 0.1408024525117142
Position 12814: 0.125193834564304
Position 8081: 0.12045360839206269
Position 10090: 0.10751452083488372
Position 13309: 0.0964774826759131
Position 15413: 0.05681402520997808
Position 14920: 0.055386541463555435
Position 12508: 0.046890782372335085
Position 8120: 0.02594350662641519
Position 12807: 0.02382690623718306
Position 16111: 0.02238856743593399
Position 5936: 0.021183164846434385
Position 4507: 0.017821335078702538
Position 7038: 0.014958838931247944
Position 9468: 0.01366149192888735
Position 6609: 0.0126625703333107
Position 8330: 0.01190922134492502
Position 7851: 0.01181371878336589
Position 3966: 0.011233043735066726
Position 6315: 0.011232565620856347
Position 4794: 0.010725135909633789
Position 2350: 0.009576832632935708
Position 15787: 0.00808514006183062
Position 8026: 0.007887180494423345
Position 5921: 0.007168750059807068
Position 3857: 0.007082685390722449
Position 2599: 0.005488792785665674
Position 10918: 0.004742520095757352
Position 5360: 0.004616042214435864
Position 6644: 0.0036329549204525036
Position 6931: 0.003545815420441918
Position 7774: 0.0032679010467345365
Position 9418: 0.0028944217609743286
Position 8581: 0.002886810388003859
Position 9857: 0.0027683294756671107
Position 16427: 0.0026768323417236885
Position 5993: 0.0026337037760994697
Position 6296: 0.002455649771881231
Position 130: 0.0019397782603746156
Position 2160: 0.0019106077105890081
Position 15306: 0.001624460429813044
Position 8035: 0.0015594517129235777
Position 14907: 0.0012112152863081981
Position 2706: 0.0010728003518713977
Position 1664: 0.0010033542119102907
Position 5795: 0.000674620091644018
Position 8576: 0.0006279266042145742
Position 8594: 0.0005265008456445925
Position 419: 0.0005229135785828089
Position 2164: 0.0004998215124502524
Position 3390: 0.00047287006272897947
Position 6806: 0.0004008734561920251
Position 940: 0.000396080566366655
Position 9535: 0.0003940885301978891
Position 16106: 0.00035927125581089225
Position 4679: 0.00024348029490439555
Position 8511: 0.00016770855872178718
Position 8757: 0.0001640128732563384
Position 8422: 0.00014938802135023367
Position 98: 0.00011327791399553314
Position 185: 8.869793801096371e-05
Position 2130: 7.902293141126672e-05
Position 3079: 6.272170295523136e-05
