Gene = SLFNL1
index = 1273
Annotated 5SS: [ 100 1490 4081 4482]
Annotated 3SS: [ 936 3558 4337 5486]
SMsplice 5SS: [ 186 1490 4081 4482]
SMsplice 3SS: [1393 3881 4337 5486]
top_k =  500
Partition function (log Z): -4.115089279003702

Sorted 5' Splice Sites (High to Low Probability):
Position 1490: 0.9771223030229476
Position 4482: 0.766017960262246
Position 4081: 0.6670732144154496
Position 186: 0.5529766966983347
Position 3425: 0.31487198534218763
Position 852: 0.22588604268343326
Position 212: 0.1825367196325238
Position 1310: 0.13510989246969363
Position 1990: 0.10165138365528599
Position 3226: 0.07013333984094583
Position 5606: 0.06157220902714529
Position 644: 0.057267742661866836
Position 3446: 0.05377319956301707
Position 93: 0.023541727170278942
Position 1116: 0.021196447348981507
Position 2490: 0.02043711829946436
Position 1088: 0.016577040072803244
Position 2225: 0.016230261628650496
Position 4132: 0.015253381664347919
Position 610: 0.012680158250745604
Position 3398: 0.011591618477740923
Position 664: 0.009239283079664803
Position 1015: 0.008227054704791547
Position 1867: 0.006050903465883536
Position 5678: 0.0035636018479762504
Position 444: 0.003322801665035242
Position 1238: 0.002870086846277897
Position 4775: 0.002688635986222544
Position 4807: 0.002553017412539071
Position 4649: 0.0023157614480080998
Position 1346: 0.002121232274490887
Position 5243: 0.0019232989005752035
Position 5332: 0.001663420826877768
Position 2498: 0.0016011375372038034
Position 4500: 0.001461834295432458
Position 25: 0.0014314862584085114
Position 1954: 0.001363910735855898
Position 4338: 0.0012031167644425216
Position 1972: 0.0011373513906514352
Position 5599: 0.0008673365966980273
Position 200: 0.000864937336558169
Position 190: 0.0008080604869717338
Position 686: 0.0007942141241422531
Position 1458: 0.0006887284074929915
Position 604: 0.0004490603936071203
Position 3093: 0.00040901769990375243
Position 2230: 0.00040056246592115775
Position 5583: 0.0003390549416756665
Position 575: 0.0002886674296389241
Position 214: 0.00024745788602661744
Position 188: 0.0002249063793673322
Position 361: 0.00022259060539376932
Position 1286: 0.00020797031249718224
Position 4504: 0.00010143054252479246
Position 226: 2.9125209502668235e-05
Position 379: 2.6432843517880873e-05
Position 690: 2.211990184233456e-05
Position 3442: 8.220951979697864e-06
Position 216: 7.635436079956625e-06
Position 822: 7.153240528718927e-06
Position 636: 2.9584347401941477e-06
Position 568: 2.01262974253804e-06
Position 757: 1.957692548077225e-06
Position 730: 1.6491690160763366e-06
Position 517: 1.5766784142315e-06
Position 751: 1.275189335658963e-06
Position 1652: 6.870957326319445e-07
Position 342: 6.644984666523045e-08
Position 430: 3.8060300426689275e-08
Position 123: 2.3886162273095736e-08
Position 352: 2.0961142661798995e-08
Position 304: 1.9854348092652295e-09
Position 432: 2.4318648002930898e-12
Position 384: 4.553029783021804e-13
Position 294: 3.2074358809213075e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5486: 0.9658022112302383
Position 1393: 0.8943801431567514
Position 3881: 0.5088957504787085
Position 4337: 0.45990775520750465
Position 3297: 0.34272922184266097
Position 4367: 0.18257324184266177
Position 3993: 0.13842007371293608
Position 4246: 0.07808298575440122
Position 781: 0.07616868544219862
Position 3142: 0.06962077991223192
Position 1225: 0.059853785300756183
Position 1359: 0.05321416897426272
Position 1145: 0.03819597250093759
Position 1924: 0.03809218413776494
Position 798: 0.03455724707164078
Position 936: 0.02848249871677341
Position 1745: 0.02713505794057588
Position 4315: 0.024982164837456994
Position 1865: 0.024945748110367486
Position 2381: 0.02139950022754539
Position 6032: 0.01864317600989543
Position 5926: 0.01830455063312428
Position 3393: 0.016452001208322412
Position 3206: 0.015585550280611376
Position 5411: 0.015432521439534356
Position 844: 0.010195546471954945
Position 5779: 0.009779193603208957
Position 3558: 0.008955405419464348
Position 1041: 0.008519062676644512
Position 2013: 0.008517253575274285
Position 1345: 0.0077680070648277555
Position 4394: 0.007107305221505495
Position 3738: 0.007056512129323562
Position 5946: 0.006294390038097428
Position 4706: 0.0061890362372881876
Position 2146: 0.0058952099339333024
Position 4456: 0.005827000727440741
Position 3719: 0.0058008800835055345
Position 910: 0.005513030182378997
Position 5984: 0.005186527051540133
Position 1902: 0.005109712756153881
Position 3944: 0.004749731166425803
Position 3930: 0.0047072156696808315
Position 5839: 0.004694140218377932
Position 5149: 0.004489119353592932
Position 4159: 0.004457764642887323
Position 4195: 0.0040689577616732295
Position 523: 0.004018721649437632
Position 1762: 0.003941407566894839
Position 5422: 0.003782978214796272
Position 4398: 0.003427030724557952
Position 1232: 0.0033116255794436323
Position 1680: 0.0032719222583519067
Position 5488: 0.0029536522267612766
Position 1871: 0.0029373445492812157
Position 1867: 0.0025651596096566117
Position 3308: 0.002308137359660774
Position 3163: 0.002258399831180136
Position 5367: 0.0021663613648861806
Position 1661: 0.0019524641478289096
Position 477: 0.001787787315039106
Position 1259: 0.0017541556397563255
Position 3659: 0.0017240301529105279
Position 1150: 0.0016790576458682906
Position 5682: 0.001364174824788231
Position 4052: 0.0012813456680872705
Position 5752: 0.0012271990756766347
Position 5864: 0.0012146367386873598
Position 4741: 0.0011184568802863123
Position 3843: 0.0011068964944584854
Position 3256: 0.0010240457153049554
Position 1906: 0.001000255915119679
Position 4609: 0.0009691292821269282
Position 493: 0.0008895192658929795
Position 1069: 0.0008309380350085928
Position 5793: 0.0007280918643536496
Position 4080: 0.0006599996171538766
Position 1177: 0.0005636541675478721
Position 5059: 0.0005533518126724568
Position 528: 0.0005479738560257934
Position 487: 0.0005386681766310286
Position 3782: 0.0005166024905203105
Position 3666: 0.0005039209071212605
Position 3276: 0.0004548298876065288
Position 1715: 0.0004488392622815184
Position 703: 0.0004453305905948121
Position 2484: 0.00042898163090724
Position 1423: 0.0004043668433724542
Position 465: 0.0003750490241914771
Position 4554: 0.00037345616686885834
Position 1597: 0.0003721317002402429
Position 5958: 0.0003609675878389932
Position 742: 0.0003581995068106997
Position 939: 0.0003539956210011385
Position 1180: 0.0003467821534410766
Position 1926: 0.0003403670870234816
Position 1005: 0.00031551666905689534
Position 3002: 0.00028106614903423906
Position 2957: 0.00027484481471499273
Position 5749: 0.00026363545483624616
Position 816: 0.00025556665400319897
Position 3735: 0.00024550596956547205
Position 2451: 0.0002397246211583957
Position 397: 0.00022824260427709513
Position 6091: 0.00021338553451658805
Position 3372: 0.00020976247466165644
Position 3226: 0.00020791257530001616
Position 2149: 0.0001968208103890515
Position 5875: 0.00016837547997955937
Position 4163: 0.000155095434567582
Position 629: 0.00011764367417591373
Position 671: 0.00010874518213106665
Position 593: 0.00010291750471669576
Position 2434: 0.00010216733943578166
Position 274: 8.653879269394841e-05
Position 975: 8.273728943429519e-05
Position 5843: 8.132679882829756e-05
Position 1047: 7.965593931742523e-05
Position 2186: 7.93730901733816e-05
Position 1008: 7.588522099864166e-05
Position 992: 7.548927721924893e-05
Position 2086: 6.886124346113808e-05
Position 1147: 6.673983217564659e-05
Position 1087: 6.293522484093882e-05
Position 1162: 5.627063282107895e-05
Position 2962: 5.2172443118309056e-05
Position 633: 5.166019883946827e-05
Position 1719: 4.519041182599786e-05
Position 2174: 4.2567064062708935e-05
Position 420: 3.449407531789685e-05
Position 1594: 3.437380904485481e-05
Position 2330: 2.75829617151048e-05
Position 555: 2.3283322018455057e-05
Position 2621: 2.315801163338395e-05
Position 430: 2.2726609088291707e-05
Position 411: 2.2628948935640187e-05
Position 707: 2.235145518965696e-05
Position 596: 1.9497884292310807e-05
Position 609: 1.9065732706617612e-05
Position 735: 1.7306354146201575e-05
Position 1785: 6.331799945983772e-06
Position 442: 5.498263669117567e-06
Position 413: 1.8594374597746048e-06
Position 682: 1.7523736485540231e-06
Position 674: 1.6155422324655534e-06
Position 143: 1.1311964028553118e-06
Position 1953: 1.0274060907503058e-06
Position 525: 9.609974844065103e-07
Position 1967: 8.454254656645974e-07
Position 580: 7.336166838068108e-07
Position 559: 6.810276666393883e-07
Position 366: 4.188723419922383e-07
Position 1564: 3.118078776574385e-07
Position 566: 1.7790432183814998e-07
Position 233: 1.574397866050223e-07
Position 698: 1.5438570912356085e-07
Position 448: 9.555817251809063e-08
Position 335: 8.718801605065983e-08
Position 180: 6.793319139685256e-08
Position 744: 5.5514263972122e-08
Position 359: 4.6859777694451234e-08
Position 158: 4.606274734805124e-08
Position 342: 2.218557704192294e-08
Position 92: 1.971508956071392e-08
Position 174: 1.8302697217536885e-08
Position 379: 1.3506792193675941e-08
Position 171: 1.3110451729617327e-08
Position 200: 1.2410655995549345e-08
