Gene = LEXM
index = 783
Annotated 5SS: [  158  1021  1628  1949  5869  6127  7913  8977 11060 35640]
Annotated 3SS: [  932  1462  1825  5730  5982  7750  8850 10925 35552 35737]
SMsplice 5SS: [  158  1021  1628  1949  5869  6127  7913  8977 11060 35640]
SMsplice 3SS: [  932  1488  1825  5730  5982  7750  8850 10925 35552 35737]
top_k =  500
Partition function (log Z): 5.583869826423078

Sorted 5' Splice Sites (High to Low Probability):
Position 5869: 0.9977881096032197
Position 11060: 0.9950244147784852
Position 1628: 0.9705216866715449
Position 7913: 0.9619298562834658
Position 6127: 0.9570470456380189
Position 158: 0.9067329358857686
Position 8977: 0.8390488376055789
Position 1021: 0.7933120979309878
Position 1949: 0.7633837304923773
Position 10502: 0.5133216917511088
Position 7648: 0.3772014162446303
Position 3606: 0.20310381329925675
Position 744: 0.20148248213527004
Position 5091: 0.1860296430432491
Position 4403: 0.16010747492517693
Position 13298: 0.1577272153201073
Position 1925: 0.1493512999362559
Position 703: 0.1428906446132908
Position 11240: 0.10533449017828715
Position 673: 0.0966109376890276
Position 3508: 0.08553957631901535
Position 6474: 0.07769348829917516
Position 8942: 0.06807356296826908
Position 9056: 0.06431281939101949
Position 5304: 0.05951770222335071
Position 17410: 0.05850656614469226
Position 11353: 0.05726200488371245
Position 6416: 0.05385802811183806
Position 656: 0.049487367384835126
Position 7514: 0.04302536095210526
Position 9832: 0.04088262144589704
Position 9284: 0.03877891873483837
Position 5221: 0.03794449162986321
Position 3573: 0.03669137635623376
Position 8507: 0.036334347528183986
Position 3554: 0.033833936305903346
Position 660: 0.03275705509674161
Position 10084: 0.032308637712205907
Position 2991: 0.030046574297040038
Position 2655: 0.028521844236897718
Position 6913: 0.028192086576047687
Position 4634: 0.02681366414345875
Position 11514: 0.025724759485372537
Position 8667: 0.023883584353556874
Position 5055: 0.023189667018885498
Position 11364: 0.022455950068748426
Position 1394: 0.021851890881254922
Position 8426: 0.018485157613507802
Position 4704: 0.018475851373506404
Position 18867: 0.015410283960372181
Position 10697: 0.015193584472184118
Position 3307: 0.015068001970485913
Position 8177: 0.014807043897657099
Position 1261: 0.014286177498738221
Position 17520: 0.013990521343436594
Position 1377: 0.011196959549752574
Position 5469: 0.01059489955638687
Position 383: 0.008490764224552883
Position 4605: 0.00782484118043455
Position 480: 0.007721088570625174
Position 5262: 0.007535999713975271
Position 6083: 0.006500452450452564
Position 9072: 0.0063563054541430864
Position 5061: 0.00626417753878942
Position 10079: 0.006231515034855047
Position 748: 0.006005868312748178
Position 2720: 0.00568701893266709
Position 8937: 0.004679626881135192
Position 1338: 0.004597313501087522
Position 1170: 0.004451563701790259
Position 8992: 0.00420600234607992
Position 309: 0.004052426590649786
Position 119: 0.004029258196756207
Position 144: 0.0040148867548919585
Position 697: 0.003837227696262354
Position 650: 0.003786889535087044
Position 3069: 0.0035556913317495286
Position 7210: 0.003520788906825682
Position 12833: 0.003370000279017328
Position 2454: 0.0028365539013715697
Position 7285: 0.002582781858155618
Position 6587: 0.0025079361923552005
Position 7981: 0.0023981195525772945
Position 890: 0.0023353872196339603
Position 8713: 0.0017231649397638311
Position 9168: 0.0015721026412890892
Position 3251: 0.0015516273685599374
Position 753: 0.001440405863477475
Position 9183: 0.0014377744248383266
Position 8981: 0.0013006342629189969
Position 4551: 0.0012853832274784815
Position 246: 0.001123217474517875
Position 7256: 0.0011087390979198448
Position 6295: 0.0009918282473778159
Position 1157: 0.0009208250331377182
Position 2519: 0.0009145147585916452
Position 427: 0.0008871370079868868
Position 12375: 0.000879583698759247
Position 9237: 0.000851835508180111
Position 11099: 0.0008290862791260465
Position 1669: 0.0008026976608047509
Position 3666: 0.0007892002204239453
Position 3529: 0.0007167181004041653
Position 501: 0.0006803279113060057
Position 484: 0.0006119037010780638
Position 2645: 0.0006100635143230887
Position 4228: 0.0005963721360851369
Position 7505: 0.0005932203085136595
Position 457: 0.0005922540494588124
