Gene = PLGRKT
index = 1037
Annotated 5SS: [   90  1310  5982 76121 76801]
Annotated 3SS: [ 1183  5894 75989 76690 79517]
SMsplice 5SS: [   90  1310  5982 14327 24569 45405 46001 53397 55722 56016 66788 76121
 76801]
SMsplice 3SS: [ 1183  5894 14253 24392 45228 45919 53268 55641 55846 66606 75989 76690
 78037]
top_k =  500
Partition function (log Z): -37.91042815375394

Sorted 5' Splice Sites (High to Low Probability):
Position 5982: 0.9942990297182781
Position 1310: 0.8985750800653868
Position 90: 0.8883340244219475
Position 14327: 0.36817680138623504
Position 1445: 0.23605859845550703
Position 5687: 0.08971616682056388
Position 5514: 0.08370398608179878
Position 1864: 0.08143940042641148
Position 3073: 0.058469970579096066
Position 247: 0.04684695686290043
Position 1756: 0.027492868805615377
Position 7144: 0.026002947003656837
Position 5324: 0.025014318841588928
Position 2111: 0.024694950375500704
Position 953: 0.018062132766574104
Position 6605: 0.017914336721748504
Position 525: 0.01768677906109852
Position 4578: 0.01671210987589181
Position 586: 0.013407251071427201
Position 115: 0.012119475877513601
Position 48: 0.008450915568995621
Position 11028: 0.007941024930596164
Position 5601: 0.007652081965779651
Position 4539: 0.007587877443016506
Position 11259: 0.0051986783788705235
Position 5529: 0.0050232944259787325
Position 4500: 0.004793279509019401
Position 10644: 0.004574877564790567
Position 127: 0.0043964525462022045
Position 10659: 0.004035132556521619
Position 202: 0.003346766679760033
Position 2861: 0.003130049882690829
Position 7267: 0.002512636135831945
Position 651: 0.002080065160011087
Position 7004: 0.0019914044268246876
Position 1932: 0.0016076735773172454
Position 11010: 0.001565865742621539
Position 676: 0.00139304815426727
Position 6317: 0.001044099987686659
Position 237: 0.0010367491072841638
Position 8674: 0.0006835205225958953
Position 327: 0.0006760382974680211
Position 141: 0.0006410600918278
Position 635: 0.0005462674451778122
Position 985: 0.0005232283316899182
Position 1184: 0.00037394543576621276
Position 1159: 0.0003586942461339004
Position 1105: 0.0003292233948230697
Position 7619: 0.0003084420227273645
Position 912: 0.0002603481502745556
Position 864: 0.00025221347947927415
Position 6840: 0.0002512601873383114
Position 396: 0.0002446563945278517
Position 661: 0.00020813228282217733
Position 731: 0.00018492054682426118
Position 577: 0.00013697041464553328
Position 1277: 9.571752691328592e-05
