Gene = MLH1
index = 850
Annotated 5SS: [  332  3378  7722 11143 13732 15574 18531 18768 21213 24268 27132 32676
 35601 46963 49000 54352 55278 55686]
Annotated 3SS: [ 3286  7622 11068 13658 15481 18487 18678 21099 24173 26977 32304 35451
 46853 48935 54186 55184 55571 57153]
SMsplice 5SS: [  559  3378 11143 13732 15574 18531 18768 21213 27132 30627 35601 46963
 49000 55278 55686]
SMsplice 3SS: [ 3286 11068 13658 15440 18487 18678 21099 26977 30533 35451 46853 48935
 55184 55571 56283]
top_k =  500
Partition function (log Z): 0.20123558340145298

Sorted 5' Splice Sites (High to Low Probability):
Position 18768: 0.9995270845229024
Position 35601: 0.9972552333564639
Position 27132: 0.9871210076435794
Position 13732: 0.980379320409684
Position 3378: 0.9496603878335923
Position 46963: 0.9212385050198846
Position 11143: 0.8791619351369845
Position 15574: 0.8684212261191604
Position 21213: 0.8567356761895644
Position 30627: 0.6740893739190011
Position 18531: 0.6192318822061337
Position 559: 0.5977102356613022
Position 1015: 0.576480731241567
Position 49000: 0.46088623948401275
Position 54352: 0.4139161836212233
Position 24268: 0.40485199726462306
Position 7722: 0.3681484364187796
Position 332: 0.34960045400375694
Position 55686: 0.34234077930153917
Position 32676: 0.2747280681742186
Position 28033: 0.2703465719022731
Position 8061: 0.23052506280460744
Position 20999: 0.21178103389558486
Position 32416: 0.210417149497705
Position 11004: 0.16018972401572193
Position 38776: 0.15872386317984644
Position 47453: 0.15829434417904825
Position 24418: 0.14139541918165638
Position 20848: 0.12580742165743466
Position 153: 0.1249520253464548
Position 134: 0.12431844372602058
Position 3969: 0.12137607542434056
Position 47718: 0.10744613729147809
Position 16192: 0.09610729480859231
Position 24538: 0.08118119980318303
Position 11391: 0.07142334835156705
Position 7717: 0.0697742648718323
Position 36290: 0.060021393212525476
Position 16198: 0.057858625747520154
Position 34882: 0.05272257051543271
Position 20856: 0.05117314720822753
Position 29202: 0.0499069587497902
Position 47175: 0.04570158667588447
Position 2314: 0.0402938509937863
Position 3151: 0.040047896465484366
Position 12266: 0.03895089309104406
Position 39692: 0.03758224701264512
Position 11604: 0.036950300876257586
Position 1111: 0.03670549710656624
Position 11718: 0.03535833514756185
Position 16183: 0.031981425936686673
Position 35976: 0.028003010289317887
Position 11258: 0.027084890655593833
Position 3807: 0.02531492240535068
Position 11030: 0.024126883757391256
Position 47485: 0.024062859283887895
Position 594: 0.02352814310978117
Position 37986: 0.022720385269412762
Position 21598: 0.018777443471296555
Position 13741: 0.018289144331843067
Position 110: 0.01760103093914625
Position 11395: 0.017464396055866475
Position 22140: 0.014836896006840333
Position 1149: 0.014582541278848355
Position 7995: 0.014264175336705428
Position 16082: 0.013670501803196056
Position 19858: 0.013658258688451797
Position 608: 0.013259615585695415
Position 32398: 0.012579533959353423
Position 29466: 0.012150836282057063
Position 11378: 0.011624899169945382
Position 23027: 0.011571365693884757
Position 9623: 0.009631194573638762
Position 14057: 0.007856993158891636
Position 17756: 0.0073184970071526086
Position 1257: 0.00694225482567814
Position 28121: 0.006802595676846044
Position 4206: 0.006536333168970879
Position 2272: 0.006178328125125445
Position 18613: 0.005980766208640322
Position 29763: 0.005083628836006384
Position 48115: 0.0045190046996435125
Position 508: 0.004505595029620713
Position 21512: 0.004215068380620092
Position 14027: 0.0034348600145296766
Position 261: 0.0022672380618432965
Position 95: 0.0022582623669094837
Position 35523: 0.002176091909238133
Position 7816: 0.0020955875891336445
Position 706: 0.0018025335066585817
Position 27666: 0.0016201441560842926
Position 28148: 0.0015897856040634826
Position 17168: 0.001564881768965837
Position 15864: 0.0013712362269686488
Position 221: 0.000986014761032341
Position 577: 0.0006517137551356552
Position 7787: 0.0005856705312178166
Position 285: 0.0005760128468996915
Position 4376: 0.0005510351505486829
Position 3933: 0.0004785633043447411
Position 38088: 0.0004588774700587425
Position 27191: 0.0004326346306183713
Position 41: 0.00040523351404065717
Position 636: 0.0004036723599690816
Position 11009: 0.00034498512884537926
Position 21589: 0.0003442298777924932
Position 803: 0.0002734820920955884
Position 430: 0.00021749109419592197
Position 18760: 0.00019868831663515053
Position 36181: 0.000163119522846528
Position 24607: 0.00014349278836677583
Position 547: 0.00014198096912568188
Position 47051: 0.00011987788125362157
Position 36761: 0.00011795981947031142
Position 37157: 0.00011124955337196016
Position 38581: 0.00010746497817593944
Position 15902: 0.00010627975765533499
Position 599: 0.0001035245182351623
Position 35605: 9.772250540910688e-05
Position 36335: 9.394797456554259e-05
Position 36681: 9.070984330125295e-05
Position 37566: 9.040524642510446e-05
Position 35652: 8.343199668467593e-05
Position 1964: 7.547667314843507e-05
Position 19415: 7.516622240129059e-05
Position 13753: 7.222140386138102e-05
Position 11314: 7.05531630518752e-05
Position 1715: 6.977683583033497e-05
Position 38004: 6.722056863573795e-05
Position 22691: 6.62303689310381e-05
Position 38057: 6.393348732694e-05
Position 465: 5.063711619576613e-05
Position 234: 3.6106103891757186e-05
Position 979: 3.228693081500583e-05
Position 175: 3.178667190340882e-05
Position 1572: 2.3579886545545376e-05
Position 190: 2.3455282050365205e-05
Position 27119: 1.9261341333464796e-05
Position 1107: 1.729120654200978e-05
Position 21968: 1.2100686114344717e-05
Position 654: 9.163352629870006e-06
Position 258: 9.027229711197335e-06
Position 343: 7.779114373453907e-06
Position 1759: 6.2328924546242785e-06
Position 13821: 6.021874845405114e-06
Position 218: 4.914717696906433e-06
Position 664: 3.3512870457318076e-06
Position 481: 2.940516745874132e-06
Position 15620: 6.726985109997899e-07
