Gene = BUD31
index = 149
Annotated 5SS: [ 364 1529 2546 7620 8955]
Annotated 3SS: [ 1392  2422  7496  8787 10749]
SMsplice 5SS: [ 364 1529 2261 2546 7620 8955]
SMsplice 3SS: [ 1392  2207  2422  7496  8787 10749]
top_k =  500
Partition function (log Z): 6.759503581279596

Sorted 5' Splice Sites (High to Low Probability):
Position 2546: 0.9957761114941529
Position 7620: 0.9940653158990838
Position 1529: 0.9689133921174723
Position 364: 0.950562462385608
Position 8955: 0.8001242692575548
Position 2261: 0.6679824923411701
Position 7126: 0.38171647004846704
Position 10635: 0.3179274554890482
Position 3682: 0.3145780439563683
Position 3343: 0.20978285230199162
Position 10435: 0.07734933877534154
Position 8223: 0.06324664975016675
Position 1215: 0.037023233045504686
Position 9274: 0.03529341557412371
Position 8690: 0.030866990739713104
Position 559: 0.029196050580367075
Position 9939: 0.022784340863714062
Position 184: 0.01699941325803446
Position 10078: 0.016262182076444438
Position 3707: 0.012955511865782851
Position 266: 0.012311566595942663
Position 8344: 0.009704143453893343
Position 1025: 0.007596149572777128
Position 6626: 0.007554088849305318
Position 605: 0.007362281258960138
Position 10504: 0.006947828373075499
Position 1417: 0.0058488302379792
Position 7197: 0.005328637879663886
Position 5231: 0.0040080579465172125
Position 6082: 0.003911356842605912
Position 3672: 0.0038453461492257875
Position 1138: 0.0030778158610098023
Position 1305: 0.0030378057091364568
Position 10662: 0.002916997889775021
Position 6536: 0.0026571791273103844
Position 538: 0.00206562448123333
Position 6235: 0.0018680191226298764
Position 7627: 0.0015950751175863589
Position 10020: 0.0015568749097585807
Position 10547: 0.0015152278864815406
Position 2351: 0.0013236097270859016
Position 967: 0.001178704802158878
Position 2343: 0.001114518861008112
Position 1852: 0.0010868671043320812
Position 8882: 0.0008805552150958869
Position 4544: 0.0008053639304988679
Position 8014: 0.0007999377298214443
Position 2232: 0.000717824309153279
Position 8648: 0.0007105446692231949
Position 8692: 0.0006537353835203316
Position 5078: 0.0006173712263566301
Position 5046: 0.0005987738311279899
Position 2181: 0.0005531520396047125
Position 2296: 0.0005488288335335485
Position 8487: 0.0005226699460827633
Position 2695: 0.000393797274254887
Position 9119: 0.0003920625488162691
Position 8517: 0.00038974153990086494
Position 8575: 0.0003194180081577553
Position 1740: 0.0002852779809424385
Position 95: 0.0002809694061951385
Position 1328: 0.00027599722259895635
Position 2570: 0.00026184657937517716
Position 2550: 0.0002364132801395326
Position 2319: 0.00022968533516584338
Position 1968: 0.0002110353406731246
Position 1091: 0.00017506031117399366
Position 885: 0.00012357115536140508
Position 1770: 0.00010682394961626772
Position 3432: 0.00010537648749505821
Position 980: 9.595665796423542e-05
Position 1155: 9.195931929721878e-05
Position 1705: 7.841863206896187e-05
Position 423: 6.628294451353992e-05
Position 1020: 6.260357514916772e-05
Position 1003: 5.358087989766634e-05
Position 1263: 4.746873854888584e-05
Position 2787: 4.261073989868032e-05
Position 420: 4.19312368612027e-05
Position 136: 4.017142010583258e-05
Position 3381: 3.8269534229458145e-05
Position 1679: 3.308107246124686e-05
Position 3328: 2.9396014855124144e-05
Position 3193: 2.6728634091700203e-05
Position 808: 2.641598129759608e-05
Position 1123: 2.0753270553068236e-05
Position 3403: 1.909783659293825e-05
Position 1070: 1.896370452918497e-05
Position 483: 1.5294246272282233e-05
Position 2942: 1.2536128155524416e-05
Position 3447: 1.1759520387795019e-05
Position 1046: 1.1142803567547238e-05
Position 2579: 7.635390006481975e-06
Position 2744: 7.205898865064439e-06
Position 2731: 5.436950479088747e-06
Position 1343: 5.199644311491796e-06
Position 2237: 4.8040287670455525e-06
Position 144: 3.8272495736226926e-06
Position 3165: 3.4954116482802785e-06
Position 9240: 3.1773726306231887e-06
Position 3421: 2.6054097872865158e-06
Position 109: 2.4479713129863815e-06
Position 8960: 2.2163987750765904e-06
Position 4690: 2.158173071604108e-06
Position 69: 1.8016165904862364e-06
Position 1159: 1.430408090713629e-07
Position 571: 9.177082258788235e-08
Position 368: 7.400164558440048e-08
Position 7905: 6.449490659030507e-08
Position 646: 3.9042538991252846e-08
Position 3301: 2.9671157846820883e-08
Position 3368: 2.9552975593439993e-08
Position 158: 2.5102505954700765e-08
Position 481: 9.967580164096013e-09
Position 27: 8.439096621003126e-09
Position 18: 6.236573499719259e-09
Position 328: 3.6519685986837105e-09
Position 595: 3.580229776651558e-09
Position 381: 2.0300116818380513e-09
Position 370: 9.060631332971368e-10
Position 451: 1.317854506834294e-10
Position 622: 1.2287861832775e-10
Position 77: 2.712030191518646e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7496: 0.958338389722738
Position 2422: 0.9553860979344581
Position 1392: 0.8986038937364211
Position 8787: 0.7953609534926576
Position 2207: 0.6546264430085
Position 10749: 0.6402554152083917
Position 3547: 0.3131770133252304
Position 10520: 0.3056946164831393
Position 10366: 0.25806584323851806
Position 7046: 0.18734060894750773
Position 7012: 0.18469591105958924
Position 3108: 0.13923147663405835
Position 9645: 0.07297062061120244
Position 9850: 0.05296059000853825
Position 8124: 0.039399093558980997
Position 2432: 0.03431390783938111
Position 8104: 0.03372575706807912
Position 9209: 0.030346693044326047
Position 1287: 0.029851392593586403
Position 7554: 0.029659204527096198
Position 8811: 0.02771569027435328
Position 1245: 0.027643779599504478
Position 9149: 0.02260354941446891
Position 3247: 0.022133110537814193
Position 8438: 0.021690672096030063
Position 916: 0.01646423682985612
Position 3250: 0.016426949803507816
Position 1395: 0.01619379445213666
Position 8814: 0.014850206094497666
Position 6977: 0.014475293493677344
Position 8891: 0.012234941758784871
Position 466: 0.009915438346687623
Position 1100: 0.009855527225772499
Position 6452: 0.00951308918206916
Position 3165: 0.009130675332596904
Position 1068: 0.008702413754850678
Position 10565: 0.008270939287680695
Position 9294: 0.0069918118845664545
Position 3184: 0.00690682246114805
Position 3275: 0.00684329426380807
Position 3616: 0.0067526954392739865
Position 3552: 0.006695976792827466
Position 2115: 0.006610828226302534
Position 300: 0.006218626268584726
Position 2059: 0.0057348949872749605
Position 7505: 0.005425318884450747
Position 10433: 0.004854576370059836
Position 8397: 0.004573756769017503
Position 9371: 0.004534920318472477
Position 4978: 0.0045057441342364335
Position 3084: 0.004359716428513138
Position 7799: 0.004290750405099783
Position 9860: 0.004178432517966964
Position 2180: 0.004125539995376059
Position 5975: 0.004044794893463129
Position 3573: 0.003935756983685985
