Gene = LRWD1
index = 799
Annotated 5SS: [ 232 1123 1342 2551 2895 3259 3449 3726 4134 4718 4954 7381 7681 7876]
Annotated 3SS: [ 887 1224 2409 2789 3132 3333 3624 3925 4644 4812 7288 7524 7762 7979]
SMsplice 5SS: [ 250 1123 1342 2551 2895 3259 3449 4134 4730 4954 5637 5818 7381 7681
 7876]
SMsplice 3SS: [ 887 1224 2409 2789 3132 3333 3970 4644 4812 5446 5746 7288 7524 7762
 7979]
top_k =  500
Partition function (log Z): 34.01791235939298

Sorted 5' Splice Sites (High to Low Probability):
Position 7876: 0.9981408730833223
Position 7681: 0.9905220913192697
Position 4954: 0.9901765114511492
Position 1342: 0.9869275463707788
Position 1123: 0.9574208662937036
Position 3449: 0.9180141840094751
Position 2551: 0.9145396305255216
Position 7381: 0.9023893079844396
Position 250: 0.884757201954845
Position 5818: 0.7887826378899855
Position 3259: 0.7035524952253542
Position 2895: 0.6971384378337862
Position 4134: 0.6921715790446076
Position 5320: 0.6465537925020619
Position 4730: 0.6246170963616676
Position 3726: 0.4843890835901468
Position 4466: 0.40949541310566456
Position 4718: 0.37258008144660604
Position 5637: 0.34561858174496296
Position 5582: 0.3060155946500983
Position 7209: 0.16698022464723583
Position 4040: 0.08591710497211502
Position 1767: 0.07966169441267862
Position 232: 0.07192607921277107
Position 5532: 0.05528744879125785
Position 7102: 0.045193105390660814
Position 2650: 0.02782548979816305
Position 2142: 0.027481912501905195
Position 2790: 0.020601670058135138
Position 7385: 0.02026473711582418
Position 3220: 0.016132101951933216
Position 2835: 0.013790283566085838
Position 6551: 0.012474277417425725
Position 819: 0.011083216727065416
Position 4367: 0.01014519491789019
Position 7228: 0.009610657120836093
Position 1309: 0.008904423225266252
Position 5700: 0.008845119874800491
Position 801: 0.00798001341325509
Position 6611: 0.007815525696140876
Position 753: 0.005577650297720122
Position 5688: 0.0050001160647169494
Position 2190: 0.004904098586839829
Position 699: 0.004680539270128396
Position 2998: 0.0043590052184128095
Position 4400: 0.004094657432299633
Position 3456: 0.004074920081247956
Position 126: 0.0035296146904365408
Position 3058: 0.003323530983881031
Position 7377: 0.003153596819042861
Position 5668: 0.003053946319940652
Position 4925: 0.002427120388070623
Position 1268: 0.0021196991624831576
Position 338: 0.002025020122893206
Position 2591: 0.0017456794413327874
Position 277: 0.0016823741461128416
Position 3017: 0.001573431961021212
Position 2150: 0.0015481270325797773
Position 2148: 0.0014402927257301046
Position 2152: 0.0013144445008111297
Position 7290: 0.0013109482378100968
Position 2146: 0.0012848153469883106
Position 2154: 0.0012377920669100493
Position 3506: 0.001143175322891527
Position 5660: 0.0011203095022876506
Position 2156: 0.0010608197386937465
Position 2158: 0.0009730643172306196
Position 439: 0.000960632181141509
Position 5325: 0.0009530770982980441
Position 8117: 0.0009384901979643135
Position 2160: 0.000868426826692814
Position 785: 0.000825412814457873
Position 2162: 0.0007635746883850115
Position 2824: 0.0006436990740276159
Position 2144: 0.0005803297949504627
Position 5046: 0.0005732177014736612
Position 2232: 0.0005659992757665659
Position 2166: 0.0005606701446811869
Position 1273: 0.0005400562761691504
Position 3269: 0.0005015638389228999
Position 3668: 0.0004886050517277106
Position 2322: 0.0004771846774412853
Position 550: 0.00047711041591455545
Position 7637: 0.0004348733154434536
Position 5258: 0.0004298625205522329
Position 3759: 0.000426701550892574
Position 5288: 0.0003861167148747304
Position 3053: 0.0003800854410936688
Position 2660: 0.00036035183886912566
Position 3414: 0.00035993675321702607
Position 1581: 0.00031206827565677744
Position 5477: 0.00030147799953173383
Position 2243: 0.0002951566790091971
Position 2611: 0.00027666066648971387
Position 258: 0.00024280883686458816
Position 5252: 0.0002003711626504316
Position 4099: 0.00018517787494185897
Position 2194: 0.00018091331883404445
Position 1432: 0.00016272524777436148
Position 2196: 0.00015582879201903933
Position 2506: 0.00014765539247656794
Position 464: 0.00014001302870871905
Position 2198: 0.00013505705106901046
Position 2204: 0.00012674283525398376
Position 4025: 0.0001252795927996887
Position 2569: 0.00011919265028898613
Position 3650: 0.00011579345503452972
Position 3283: 0.00011421138110529413
Position 2200: 0.00010408907589428394
Position 2202: 0.00010295519938176035
Position 2192: 0.00010279459975810011
Position 2208: 9.526310534856887e-05
Position 5218: 8.713907148488913e-05
Position 8034: 6.499918036203927e-05
Position 6733: 6.49833881629625e-05
Position 2374: 6.45207884733487e-05
Position 1613: 5.4862929720177314e-05
Position 1587: 5.2556284022525344e-05
Position 796: 4.5825437703615265e-05
Position 8016: 3.956669008314261e-05
Position 114: 3.520342755138276e-05
Position 7649: 3.0905962235318914e-05
Position 1022: 2.8758757129553827e-05
Position 843: 2.4707904146493252e-05
Position 225: 2.2343869654178155e-05
Position 7605: 2.2308821859143556e-05
Position 8097: 2.1205910616889176e-05
Position 7577: 1.815443761337297e-05
Position 1127: 1.6647517692130953e-05
Position 7614: 1.6485751746395946e-05
Position 838: 1.3089649983757956e-05
Position 1057: 8.341024642142436e-06
Position 7478: 7.72499669604667e-06
Position 2410: 5.12531827920713e-06
Position 728: 5.0275120579996435e-06
