Gene = TSPAN12
index = 1499
Annotated 5SS: [  538  1660 18331 19581 42629 47895 51809]
Annotated 3SS: [ 1523 18247 19444 42553 47786 51664 69459]
SMsplice 5SS: [  154   538  1660 14810 18331 18820 19581 19757 24016 35597 42629 45386
 47470 47895 51809 57166]
SMsplice 3SS: [  368  1523 14604 18247 18731 19444 19649 23873 35504 42553 45228 47365
 47786 51664 57024 69459]
top_k =  500
Partition function (log Z): -25.696125934698873

Sorted 5' Splice Sites (High to Low Probability):
Position 538: 0.9316484203979096
Position 1660: 0.8926833770026696
Position 19581: 0.7593579903690527
Position 14810: 0.7170751860683691
Position 24016: 0.705080921959925
Position 19757: 0.6572415166897041
Position 154: 0.48680578875498465
Position 18331: 0.4691030809602887
Position 124: 0.4411911547699399
Position 13243: 0.2798814492848079
Position 13987: 0.16382812115415257
Position 18494: 0.15382533240111324
Position 19551: 0.11132078621825314
Position 25919: 0.10606332708082404
Position 1664: 0.10251823225008232
Position 10141: 0.07410494574296557
Position 18606: 0.06795412436539837
Position 10103: 0.06772584338199314
Position 484: 0.06708447636162884
Position 302: 0.0540391650589129
Position 14795: 0.0369423820608904
Position 14207: 0.03578221882479172
Position 12405: 0.035507099766921804
Position 14726: 0.03411151842142905
Position 15862: 0.03245252916823718
Position 1319: 0.02116785893289712
Position 14801: 0.014321861133745766
Position 15720: 0.012719674100417322
Position 1335: 0.011427128480085985
Position 1686: 0.004528574850823302
Position 1037: 0.004071969628401812
Position 5549: 0.0039030510380428313
Position 15024: 0.003863923991483591
Position 1272: 0.003674451695078389
Position 8791: 0.0035814829959372046
Position 8942: 0.0035451651257408885
Position 2682: 0.002850414748240102
Position 222: 0.002191975848432121
Position 1125: 0.002146048507418224
Position 258: 0.001983122139154689
Position 1029: 0.0018746389040960978
Position 19983: 0.0015979528621625804
Position 3038: 0.0013818666968059814
Position 12871: 0.0013612320596573346
Position 10867: 0.001299393588780622
Position 1485: 0.0012221486035129327
Position 1204: 0.0006134933416061375
Position 4025: 0.0004884993506262699
Position 1195: 0.00043742500304962297
Position 703: 0.00040573701113186895
Position 3542: 0.00040446964213377017
Position 1448: 0.0003213826924138277
Position 1352: 0.0003212756901884998
Position 5657: 0.0002259025818401259
Position 8771: 0.00019662942919810393
Position 6511: 0.000190036580144789
Position 6568: 0.00017133170328554353
Position 552: 0.00013465304952099824
Position 4278: 0.00012448489947407
Position 3635: 9.323417221675745e-05
Position 926: 6.684539635013425e-05
Position 1116: 6.270176023272929e-05
Position 226: 4.621052786920114e-05
Position 1246: 4.20555876708709e-05
Position 1399: 2.919052209835089e-05
Position 1295: 2.7944827419475247e-05
Position 86: 2.4512806300443708e-05
Position 1118: 2.323178462053426e-05
Position 458: 9.617961710369057e-06
Position 1102: 7.1241437399188745e-06
Position 610: 6.912883145394793e-06
Position 784: 6.750448829087351e-06
Position 1265: 6.139284171845518e-06
Position 413: 7.399084963010463e-07
Position 131: 4.847797816172202e-07
