Gene = BLACE
index = 134
Annotated 5SS: [ 126 4831 5123 7007 8035]
Annotated 3SS: [4736 4983 6849 7890 9153]
SMsplice 5SS: [ 126 4141 4831 5123 6577 7007 8035]
SMsplice 3SS: [3977 4564 4983 6388 6913 7890 9667]
top_k =  500
Partition function (log Z): -2.7527458103099733

Sorted 5' Splice Sites (High to Low Probability):
Position 6577: 0.9482276841714302
Position 5123: 0.7808264917142446
Position 7007: 0.7502487057103653
Position 4141: 0.7260338947216208
Position 4831: 0.6436380008732842
Position 8035: 0.47228303844417685
Position 3577: 0.43057707487052405
Position 126: 0.36745738009586437
Position 4466: 0.3444448258740394
Position 9847: 0.33215054325534804
Position 8000: 0.3211613719941662
Position 7731: 0.28920377980099843
Position 350: 0.16936860419724123
Position 208: 0.0997247388862913
Position 80: 0.07952710018237784
Position 8320: 0.06912609093016452
Position 524: 0.06888455412427355
Position 4461: 0.06769283997880272
Position 4900: 0.06074324627019079
Position 4002: 0.06047425587551034
Position 7223: 0.048856463387920435
Position 8260: 0.04182470862572911
Position 4016: 0.0404390726934872
Position 699: 0.038179331669250624
Position 3379: 0.036909384345958786
Position 6967: 0.03651372919226721
Position 9246: 0.035061477830566595
Position 7738: 0.033866788314160415
Position 874: 0.02595858052302094
Position 163: 0.024434998938393085
Position 3469: 0.022607805477836626
Position 431: 0.022585135889699536
Position 8173: 0.019019626239716623
Position 8504: 0.01630551629121831
Position 606: 0.013844685967823886
Position 3595: 0.013692577492574692
Position 5128: 0.01348846707070843
Position 7824: 0.012647349970063941
Position 2089: 0.012342257829607262
Position 36: 0.011070942695682125
Position 1001: 0.010620743739756912
Position 4843: 0.009918257475077803
Position 305: 0.009819806696846019
Position 7762: 0.009543180740996943
Position 1256: 0.009017124854447629
Position 2229: 0.008674014057618815
Position 216: 0.00806878791476368
Position 5291: 0.008021286896986423
Position 5148: 0.007774392377660807
Position 1128: 0.007090259986604272
Position 479: 0.006962489011227406
Position 8522: 0.006569630765391219
Position 10684: 0.006433551927446809
Position 2119: 0.006236246764450144
Position 2027: 0.006217456281683558
Position 4421: 0.006111599200888368
Position 4880: 0.006073771016186271
Position 387: 0.0059664315273448626
Position 3669: 0.0054584648231534895
Position 5421: 0.005283397321122088
Position 3978: 0.004817299632898844
Position 1440: 0.004616480001681801
Position 654: 0.004604018576718557
Position 2423: 0.004370407955358326
Position 3761: 0.004275021156933988
Position 89: 0.00410173307332361
Position 1333: 0.004076504976235771
Position 9981: 0.0039547721658486894
Position 4375: 0.003723987705848456
Position 781: 0.0036512620658214075
Position 3985: 0.0030193181716019197
Position 5140: 0.0028631506680544512
Position 5481: 0.002476907204557636
Position 10697: 0.0024160097606187336
Position 5740: 0.0022890798623054387
Position 4031: 0.0022887025696170273
Position 8640: 0.001998464342527953
Position 6029: 0.0019249718764030284
Position 3998: 0.001644121158967323
Position 3308: 0.001638081862740931
Position 8262: 0.0015932994026360654
Position 7214: 0.0015509837410913885
Position 3513: 0.001357716261944778
Position 3295: 0.0009488941402798544
Position 6546: 0.0009173414413605108
Position 6653: 0.0008637502681699755
Position 438: 0.0008636546614309844
Position 561: 0.0008593315366622895
Position 9364: 0.0007926849639033844
