Gene = SDHB
index = 1236
Annotated 5SS: [  223  9410 21111 25571 26422 30198 31563]
Annotated 3SS: [ 9281 21024 25433 26304 30095 31439 35211]
SMsplice 5SS: [  223  9410 21111 25571 30198 31563]
SMsplice 3SS: [ 9281 21024 25433 30095 31439 35211]
top_k =  500
Partition function (log Z): 1.6659513195737365

Sorted 5' Splice Sites (High to Low Probability):
Position 9410: 0.9999999999999983
Position 31563: 0.993365971988472
Position 30198: 0.9692821137441077
Position 223: 0.9504958707510373
Position 21111: 0.9205243764780294
Position 25571: 0.9036757576479558
Position 26411: 0.37947961852104994
Position 30786: 0.2552598993489353
Position 25864: 0.23485165175560993
Position 9030: 0.1785176483816166
Position 26580: 0.1762057541274107
Position 30020: 0.16743807308427822
Position 25859: 0.15130323307664853
Position 3645: 0.11633341764392817
Position 4114: 0.10749836542345474
Position 30984: 0.08910182381113124
Position 25546: 0.07355090520891594
Position 33467: 0.07316522820023744
Position 33819: 0.07295925492158165
Position 22664: 0.06400566579560743
Position 33993: 0.06255654695121012
Position 643: 0.05920663596875804
Position 29988: 0.05686614699849424
Position 419: 0.050686134589310795
Position 3740: 0.048862197900122
Position 33856: 0.04866751904170075
Position 8002: 0.04715393560820261
Position 21489: 0.04439831581850166
Position 29541: 0.04145970824191273
Position 35042: 0.04125338506486793
Position 3460: 0.03222959510986275
Position 2574: 0.02789859349939884
Position 33604: 0.025463003139407175
Position 31031: 0.024667319838203437
Position 26422: 0.023892213907141493
Position 681: 0.023443294667694778
Position 33868: 0.022819691543896067
Position 23907: 0.02166013566484877
Position 26697: 0.019835085066329753
Position 25517: 0.01810556123800661
Position 31077: 0.01802655246142151
Position 31835: 0.013359455085018734
Position 7630: 0.012064855272283475
Position 30273: 0.011693473438683434
Position 32229: 0.010636559729901934
Position 30330: 0.010013599257995871
Position 33675: 0.009941416641915661
Position 8157: 0.008966649509997524
Position 26388: 0.008819741851463992
Position 31144: 0.008408891034182487
Position 33163: 0.008118335363393493
Position 1916: 0.008036941235560648
Position 30203: 0.007850690727340466
Position 26086: 0.007807722254382108
Position 29309: 0.007661724917263835
Position 27071: 0.007238567570585443
Position 3427: 0.006880099742553824
Position 27363: 0.00683888596877323
Position 33930: 0.006432048846646676
Position 28036: 0.005829536884025332
Position 31237: 0.004594181252715836
Position 31895: 0.004208767003174221
Position 26090: 0.003261560271426623
Position 34601: 0.002797650284786438
Position 30896: 0.0021743596981395664
Position 34089: 0.00148280782520368
Position 34584: 0.0012211536787777387
Position 31990: 0.0011922368999309502
Position 30362: 0.0010904997722742768
Position 31931: 0.0007202236163032488
Position 776: 0.000673637607399221
Position 657: 0.0003116110683555269
Position 913: 0.0002766128332756234
Position 3139: 0.0002483854509075639
Position 30593: 0.00023766445750698112
Position 455: 0.00017762335366606664
Position 32277: 0.00013822431793221378
Position 33427: 0.0001323635643577236
Position 119: 0.00012325173465479962
Position 2989: 0.00011914367988746815
Position 1136: 0.00011232532023059835
Position 1303: 0.000105166146160796
Position 3277: 9.228669461366489e-05
Position 2075: 8.358523698226322e-05
Position 1857: 6.784338616041581e-05
Position 1831: 5.8482426993757436e-05
Position 1265: 5.769329198398396e-05
Position 1863: 4.77777043214201e-05
Position 1846: 4.4365551739190956e-05
Position 49: 1.875894859046761e-05
Position 1819: 1.618118123742206e-05
Position 127: 1.5581676121013965e-05
Position 1842: 1.546255326389183e-05
Position 1710: 1.4745447727202998e-05
Position 252: 1.3158337903444808e-05
Position 2093: 1.225254919489031e-05
Position 2125: 1.1794096223312932e-05
Position 38: 8.761818679500858e-06
Position 664: 7.774092652878661e-06
Position 7896: 7.729215890559265e-06
Position 66: 6.532210708940861e-06
Position 160: 6.083020233770071e-06
Position 2818: 5.909962390697367e-06
Position 423: 5.0478202689626636e-06
Position 2030: 4.277685553742668e-06
Position 353: 3.5487040414800184e-06
Position 227: 3.4023734336374883e-06
Position 138: 2.072839678804675e-06
Position 366: 2.017831348934737e-06
Position 85: 1.9274984288723105e-06
Position 31576: 1.8887816889689941e-06
Position 31635: 1.7619331399395347e-06
Position 391: 1.557148993589284e-06
Position 186: 8.504308582793159e-07
Position 501: 7.331870768453184e-07
Position 163: 4.85368161018897e-07
Position 53: 4.725356522605416e-07
Position 358: 4.9881286553324895e-08
Position 60: 1.1223435330621677e-08
Position 615: 5.542989363740838e-09
Position 31: 1.8214689942929094e-09
Position 696: 1.0955245030382476e-09
Position 31885: 8.950706816298201e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9281: 0.9999999999999982
Position 30095: 0.9993976258429565
Position 25433: 0.9953322240948785
Position 21024: 0.9205243764780296
Position 35211: 0.7784514684911304
Position 31439: 0.6837760495762498
Position 26304: 0.5710869404589876
Position 25730: 0.3447814292538406
Position 31412: 0.23611531540737568
Position 29831: 0.22437604168608327
Position 30505: 0.20971601718836713
Position 3521: 0.15653628976002398
Position 33709: 0.1411196236848604
Position 8975: 0.12859534586039204
Position 33373: 0.11252934683479246
Position 3992: 0.0990502474652328
Position 33904: 0.09621935544987474
Position 22535: 0.06400566579560743
Position 30871: 0.06082592578277585
Position 30687: 0.058437226964638926
Position 8952: 0.04992230252122456
Position 33537: 0.047364072422040236
Position 7795: 0.04716166482409317
Position 21317: 0.04439831581850166
Position 31366: 0.04396706806840735
Position 30952: 0.04324502820516258
Position 25688: 0.03901027507178646
Position 358: 0.030758902575680074
Position 33581: 0.030632569639026577
Position 35168: 0.028140603269459913
Position 31465: 0.026458504824336898
Position 31857: 0.025677752087967458
Position 34922: 0.022492239262101886
Position 500: 0.022297986316589857
Position 34963: 0.022056120568858466
Position 23747: 0.02166013566484877
Position 33302: 0.020400172744626494
Position 3267: 0.019627009628542687
Position 29403: 0.018682682949306882
Position 596: 0.01642140129560684
Position 29188: 0.015367086655383777
Position 29369: 0.015071663554485915
Position 26328: 0.014093059130605014
Position 31701: 0.014033404271574764
Position 30706: 0.012725333404216011
Position 7500: 0.012064855272283475
Position 25675: 0.011697991913141404
Position 26648: 0.01162886607848047
Position 26573: 0.01141154157422217
Position 2523: 0.011191280674982837
Position 3377: 0.010780825135360998
Position 31056: 0.009931130529326433
Position 34498: 0.009722447823191222
Position 32999: 0.009615827448372994
Position 8084: 0.008756399714824451
Position 26944: 0.007238567570585445
Position 27240: 0.006838885968773228
Position 2355: 0.006564972981568085
Position 1704: 0.006438313061315931
Position 27944: 0.005829536884025332
Position 3517: 0.00578599286639513
Position 3545: 0.0049819358120317195
Position 32083: 0.0045612911173820445
Position 32448: 0.004310849860135398
Position 4023: 0.00427463071780801
Position 448: 0.004038828034404259
Position 33584: 0.00398259823259018
Position 31959: 0.00378601395392132
Position 30691: 0.0035874204239850537
Position 31783: 0.0035458903154849146
Position 477: 0.0034994410699895058
Position 31962: 0.003308844426017801
Position 2426: 0.0032435414474764595
Position 32119: 0.0032319727527260335
Position 546: 0.0029920676173704223
Position 34885: 0.0029899227184517997
Position 533: 0.002960985064540715
Position 2389: 0.0028371165968468807
Position 30723: 0.002748002061987709
Position 3410: 0.002441523821866061
Position 3307: 0.0023505073541013263
Position 31417: 0.002345465710412998
Position 32427: 0.0023319608127743024
Position 4050: 0.002042292183021279
Position 3343: 0.0019165343066636263
Position 30820: 0.0018541537413117354
Position 412: 0.0017797928062545094
Position 32309: 0.00171634049715262
Position 34447: 0.001587204980435762
Position 2455: 0.0015413519773429876
Position 34676: 0.0014985982149719195
Position 32643: 0.0014401126717499115
Position 34633: 0.0014359733002800201
Position 2495: 0.0011718118888744697
Position 3442: 0.0011584578668527707
Position 32228: 0.001102420278989943
Position 25650: 0.0010804560009671008
Position 1589: 0.0010473906176792604
Position 2491: 0.0009655558649954963
Position 34048: 0.0009327158054037928
Position 3223: 0.0009066042517160394
Position 30774: 0.0008467615186970104
Position 31479: 0.0008385368920865933
Position 1856: 0.0008050297767747706
Position 26050: 0.0006540151183316313
Position 34673: 0.0006404727137317686
Position 33326: 0.0005979536434033551
Position 32964: 0.000586963879575457
Position 31764: 0.0005561025150958885
Position 481: 0.0005043077587658886
Position 32263: 0.0005024267462733677
Position 30319: 0.0004609294941345548
Position 31834: 0.00038536090069606695
Position 2527: 0.0003769970539062876
Position 2971: 0.00036399762354221294
Position 33044: 0.00035629675416970117
Position 31864: 0.0002438307088042478
Position 32189: 0.00023604602038898473
Position 8065: 0.00021024979517306525
Position 32129: 0.0001762916346708801
Position 337: 0.00017556155262726068
Position 31935: 0.00015521975998854953
Position 32618: 0.0001527255601362115
Position 1135: 0.00015019415334391285
Position 31989: 0.00014934641430435256
Position 30401: 0.00011340219892186178
Position 31294: 0.00010971546958273663
Position 33109: 0.00010288119105062892
Position 32134: 0.00010249649127723874
Position 31218: 7.923663789682167e-05
Position 32094: 6.888115232319988e-05
Position 30445: 6.680795473991888e-05
Position 2029: 6.079460353875615e-05
Position 765: 5.4665881914481025e-05
Position 30528: 4.9171560742991585e-05
Position 713: 3.870264248786873e-05
Position 3031: 2.8313064495462022e-05
Position 1991: 2.6824518561969955e-05
Position 867: 2.0309497045610116e-05
Position 1888: 1.7708585952175937e-05
Position 1097: 1.4865830647925262e-05
Position 30664: 1.4551743290626743e-05
Position 795: 1.4296436744029964e-05
Position 30804: 1.2718024022587463e-05
Position 26198: 1.2006231100480962e-05
Position 601: 7.837619019745318e-06
Position 1933: 7.468427153794138e-06
Position 30406: 7.462141989616236e-06
Position 819: 6.774193599788668e-06
Position 1171: 6.246981075749663e-06
Position 1068: 6.119247750562423e-06
Position 2558: 5.965013405342757e-06
Position 2648: 5.909962390697368e-06
Position 2744: 5.799293329293896e-06
Position 2914: 5.7728744939666865e-06
Position 1738: 5.716511287743082e-06
Position 4085: 5.510575420683994e-06
Position 415: 5.125741393263759e-06
Position 816: 4.282910995220216e-06
Position 1685: 3.892211666308975e-06
Position 893: 3.1384898822491704e-06
Position 958: 2.9525649759412116e-06
Position 622: 2.852873887840847e-06
Position 31204: 1.9240380414054797e-06
Position 31770: 1.4316735396239584e-06
Position 2988: 8.334870676343385e-07
