Gene = KRTCAP2
index = 754
Annotated 5SS: [ 113  596  769 3543]
Annotated 3SS: [ 440  704 3475 3772]
SMsplice 5SS: [ 17 769]
SMsplice 3SS: [ 660 2661]
top_k =  500
Partition function (log Z): -7.443657487345247

Sorted 5' Splice Sites (High to Low Probability):
Position 769: 0.9679457280935324
Position 17: 0.3708386241563184
Position 596: 0.29693388910353696
Position 1010: 0.16083237888146534
Position 447: 0.15158672925785033
Position 250: 0.13750072141011518
Position 3562: 0.1231914465329976
Position 86: 0.0812112313691339
Position 125: 0.08103310797618406
Position 113: 0.08024815321364032
Position 567: 0.04626650228992692
Position 3325: 0.04592168535034007
Position 983: 0.041298195028856656
Position 443: 0.040463426179726605
Position 3543: 0.030833741810057633
Position 54: 0.02259743477932886
Position 1601: 0.018401698020686988
Position 573: 0.016921401334650497
Position 278: 0.016487642462533113
Position 295: 0.011885674634712804
Position 259: 0.007828350049304803
Position 2906: 0.006076658064111086
Position 345: 0.004948499231740226
Position 153: 0.002607700993351938
Position 257: 0.0017669930312991767
Position 204: 0.0014809327688019463
Position 629: 0.0013672898238756995
Position 511: 0.000983150643385689
Position 1736: 0.0008822022475508736
Position 2662: 0.0007235445809823239
Position 159: 0.00066778289671391
Position 10: 0.000259207058248937
Position 519: 0.0001455483343526255
Position 130: 0.00012651521560120256
Position 773: 0.00012546376343413752
Position 141: 0.00011512155964144886
Position 538: 6.463500420435334e-05
Position 304: 5.8178410314194125e-05
Position 297: 5.10218445315658e-05
Position 213: 4.690354255205922e-05
Position 284: 4.546674067582307e-05
Position 852: 4.534436199367461e-05
Position 859: 4.400815413629137e-05
Position 165: 3.881916140906883e-05
Position 382: 2.2457892122682384e-05
Position 1423: 2.0175728806991617e-05
Position 791: 1.2401638253693046e-05
Position 206: 1.1231434320613226e-05
Position 583: 6.777453127733131e-06
Position 637: 6.107794327791042e-06
Position 314: 5.92595635166294e-06
Position 332: 3.7164440269290053e-06
Position 2394: 3.437974755280997e-06
Position 323: 3.4098557214532473e-06
Position 1127: 2.7184970547894e-06
Position 1122: 2.4961348915804227e-06
Position 2177: 2.220739209945549e-06
Position 1238: 2.148903181558525e-06
Position 440: 1.188662656368461e-06
Position 3: 5.198777051901494e-07
Position 312: 4.414163113345157e-07
Position 418: 2.419005184609741e-08
Position 182: 3.398690812197717e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 660: 0.81286584394578
Position 2661: 0.33345979772239803
Position 3475: 0.2715905538818508
Position 440: 0.1947602088737643
Position 843: 0.19052234800179854
Position 3772: 0.1691054790094003
Position 196: 0.15921799413748297
Position 704: 0.08927960605301373
Position 508: 0.07956300474767754
Position 932: 0.06353341308892198
Position 3205: 0.061177555582265564
Position 3833: 0.03981104501677
Position 3713: 0.03850584570146282
Position 2693: 0.029146027153596734
Position 1488: 0.028896868394760675
Position 1917: 0.024980586626096646
Position 1783: 0.016489637794353466
Position 1083: 0.015470292044276412
Position 3370: 0.014059916282468454
Position 1086: 0.012320944512695105
Position 887: 0.011485102667129949
Position 2603: 0.010202742325343192
Position 901: 0.010109242574384334
Position 3701: 0.009221094383587104
Position 1512: 0.009118106822619458
Position 385: 0.009024560080088404
Position 2996: 0.008962063003185179
Position 323: 0.0069751612716789455
Position 3020: 0.006742116755025588
Position 2732: 0.004430635494667335
Position 3557: 0.004406852784335545
Position 3180: 0.004189871910889975
Position 1862: 0.003944213026286498
Position 897: 0.003081245578781246
Position 610: 0.0024145847514042964
Position 3420: 0.0022750494626192813
Position 3367: 0.002234686512245642
Position 851: 0.0021217345419058957
Position 2158: 0.002043849031986067
Position 1803: 0.001975446374930622
Position 137: 0.001413384278004485
Position 741: 0.0013444756676391646
Position 2854: 0.0012049354323220242
Position 2696: 0.0011627086134249089
Position 2202: 0.0010297362517207988
Position 3324: 0.0008346111905952012
Position 1711: 0.0006990300414512355
Position 997: 0.0005242806060830024
Position 1576: 0.0005151180959369687
Position 198: 0.000504309214594186
Position 553: 0.0004553637486065484
Position 1305: 0.00043769906079746586
Position 1212: 0.000364792465582165
Position 3248: 0.00036073804443912083
Position 1493: 0.0002939351404579568
Position 870: 0.00028657869278838553
Position 2810: 0.0002657139766994023
Position 1209: 0.00023787841541048803
Position 1089: 0.00022159242287809523
Position 2257: 0.00021402733303383417
Position 2081: 0.00020163201464089414
Position 1814: 0.00019136317674182894
Position 173: 0.00016315613553420787
Position 1324: 0.00015159631583874236
Position 281: 4.664007365182192e-05
Position 858: 3.960141203783995e-05
Position 141: 2.4031514030163982e-05
Position 341: 1.824909117658102e-05
Position 119: 1.3974441856152954e-05
Position 304: 1.3941370244186364e-05
Position 248: 9.100961932740204e-06
Position 867: 7.012403542029924e-06
Position 632: 6.615867181622358e-06
Position 147: 6.212899343825671e-06
Position 399: 6.075315379566747e-06
Position 523: 5.427844942970329e-06
Position 538: 4.049894859723542e-06
Position 332: 3.038541739797033e-06
Position 358: 2.5183414306710625e-06
Position 225: 1.8588833687144659e-06
Position 722: 9.663599976638549e-07
Position 1004: 8.276327191754369e-07
Position 79: 8.181245019753869e-07
Position 516: 5.990916598364291e-07
Position 395: 5.12345866687347e-07
Position 755: 8.136130234558635e-08
Position 77: 7.104264669346117e-09
Position 149: 3.573615799878496e-09
Position 406: 1.2508891888675018e-09
