Gene = PSMD5
index = 1091
Annotated 5SS: [  248  9673 11153 11654 13886 16220 18491 21630 22146]
Annotated 3SS: [ 9527 11038 11524 13775 16076 18298 21519 22004 24820]
SMsplice 5SS: [  248 11153 11654 13886 16220 21630 22146]
SMsplice 3SS: [11038 11524 13775 16076 21519 22004 24820]
top_k =  500
Partition function (log Z): -0.7777077382438309

Sorted 5' Splice Sites (High to Low Probability):
Position 22146: 0.951611198903943
Position 248: 0.9397884656083668
Position 11153: 0.9064350343585321
Position 16220: 0.9025920128927951
Position 11654: 0.77570054127577
Position 13886: 0.56208961626501
Position 21630: 0.5242967163307469
Position 9673: 0.474668865554303
Position 18491: 0.4353852874852618
Position 13867: 0.3963094838995006
Position 3412: 0.21651702362557892
Position 7366: 0.15045721881711027
Position 14162: 0.1253001528179148
Position 936: 0.10588119078008676
Position 18821: 0.0947512551529624
Position 11433: 0.09304612370883136
Position 18495: 0.0877178526891711
Position 16251: 0.08497812776523381
Position 24410: 0.08426096699412217
Position 18548: 0.07641457160497209
Position 17421: 0.06610106008390698
Position 21638: 0.06538404085348078
Position 12519: 0.05750654203621384
Position 4262: 0.05285986043777218
Position 11235: 0.05156102894891416
Position 7522: 0.04969034114458685
Position 20660: 0.04640450212314356
Position 3679: 0.04254218579390217
Position 1829: 0.040940126196886924
Position 21634: 0.03725350972984351
Position 1328: 0.03478333310636468
Position 13124: 0.032454236979209246
Position 23114: 0.03188714189217826
Position 4512: 0.026006075816792353
Position 10151: 0.023921799709839275
Position 22828: 0.022109659254407176
Position 7114: 0.021550224543898096
Position 11498: 0.020830841815982964
Position 11761: 0.018502941651786602
Position 24150: 0.016880435326199025
Position 20710: 0.016155585890582413
Position 11950: 0.015110301257804083
Position 14106: 0.013781799264841342
Position 24711: 0.013266042509426007
Position 15569: 0.012169976841985487
Position 17995: 0.01038151859232998
Position 7370: 0.010019921700197061
Position 18985: 0.008902719890068965
Position 22150: 0.008878827701930448
Position 16518: 0.008296710650456673
Position 10441: 0.007432677394760684
Position 24186: 0.007205514969415524
Position 7090: 0.007137927768657035
Position 18564: 0.007044874579471878
Position 14508: 0.006787793619043854
Position 20775: 0.006681947698359639
Position 20587: 0.006452528163224615
Position 4286: 0.006435505453384744
Position 18475: 0.006092420037540799
Position 961: 0.004859694747581275
Position 108: 0.00443072791960967
Position 16763: 0.0036943864469928893
Position 18353: 0.003678445232813351
Position 13432: 0.0036261883715504014
Position 18791: 0.0032267966891545495
Position 13287: 0.0026715118904407677
Position 15433: 0.0026526137601115786
Position 11241: 0.002626794767916012
Position 20042: 0.002436755771361922
Position 16758: 0.002401488703100843
Position 17943: 0.0022713518970011505
Position 16455: 0.002250331761299801
Position 24895: 0.0021070311681965826
Position 20954: 0.001977080306628099
Position 1855: 0.0019127642680620792
Position 13839: 0.0018657713090086195
Position 15618: 0.0015630751943004856
Position 22209: 0.0014195981443388813
Position 18401: 0.0011827557954774935
Position 7169: 0.0011814340132207093
Position 22628: 0.0011570720641635433
Position 24106: 0.0011533190425363896
Position 20624: 0.001022798698646919
Position 5067: 0.0009315212001660494
Position 572: 0.0008601647311226821
Position 18131: 0.0008574271221846713
Position 17928: 0.0006718580237866201
Position 24198: 0.00040261429857099234
Position 418: 0.0003824434763026798
Position 1667: 0.00028317356147393685
Position 16296: 0.000258479897859722
Position 926: 0.00025611955570422
Position 1724: 0.00024717720802316305
Position 1043: 0.0001611894137904602
Position 1344: 0.00015209435780550384
Position 947: 0.00011202867719377594
Position 2032: 9.810401939127017e-05
Position 351: 8.734313308922243e-05
Position 955: 7.7183411008798e-05
Position 482: 6.59582441655505e-05
Position 16: 6.112298738291083e-05
Position 13881: 4.135091597649667e-05
Position 1121: 3.253536297164639e-05
Position 358: 2.5203565252206193e-05
Position 814: 2.1491613737530976e-05
Position 1222: 1.706928166467094e-05
Position 392: 1.5796900879401747e-05
Position 3619: 1.4302327143397217e-05
Position 1870: 1.1454256552761468e-05
Position 2063: 1.1180590746470433e-05
Position 412: 1.1062499118068976e-05
Position 2289: 1.098615100017121e-05
Position 692: 8.711531728979181e-06
Position 1859: 8.404667734534594e-06
Position 566: 5.3639173719601136e-06
Position 1297: 4.036399495853272e-06
Position 1334: 3.998219838696409e-06
Position 1261: 3.82155903373644e-06
Position 2000: 2.7963934332303314e-06
Position 1433: 2.301047811752076e-06
Position 23842: 1.964254373035898e-06
Position 22531: 1.7353874940609805e-06
Position 968: 1.1097820616829781e-06
Position 443: 8.607613142380901e-07
Position 311: 3.5599507210927734e-07
Position 1319: 3.283668850907357e-07
Position 1224: 1.9885818774304235e-07
Position 62: 1.296014484163758e-07
Position 1305: 1.2612347579223897e-07
Position 1650: 1.2340716629371792e-07
Position 1310: 1.008018093883834e-07
Position 308: 8.74057224118827e-08
Position 168: 4.222804730087125e-08
Position 433: 1.7446214638600746e-08
Position 156: 5.302706890690514e-12
Position 672: 4.223358361645225e-12
Position 617: 3.750326855872214e-12
Position 339: 5.172279685362619e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 22004: 0.9874806680192961
Position 16076: 0.9852620674082404
