Gene = DLEC1
index = 449
Annotated 5SS: [  432  6489 20648 23164 23597 24715 45041 46243 47173 49184 53676 54563
 55867 56742 57533 58071 58433 58698 61221 68533 69311 70358 71077 72543
 73157 75256 75849 77454 77685 77896 78098 78407 78820 81405 82577 82990]
Annotated 3SS: [ 6337 20536 22963 23375 24635 44952 46068 47035 49090 53584 54399 55673
 56682 57363 57976 58301 58538 61080 68378 69199 70226 70893 72471 73004
 75136 75777 77247 77567 77769 78002 78321 78600 81242 82422 82865 83083]
SMsplice 5SS: [  432 10120 12322 20648 23164 45041 47173 49184 53676 58071 58433 58698
 61221 68533 69669 73157 75849 77685 77896 78820 82577 82990]
SMsplice 3SS: [10013 12188 20536 22963 44952 47035 49090 53584 57976 58301 58598 61080
 68378 69598 73066 75777 77409 77769 78706 82422 82865 83083]
top_k =  500
Partition function (log Z): -35.63430858865755

Sorted 5' Splice Sites (High to Low Probability):
Position 432: 0.9780044969431073
Position 20648: 0.9523130812157402
Position 10120: 0.8719639272035209
Position 12322: 0.6720001579539757
Position 23164: 0.6625563708599698
Position 15645: 0.5798091057672999
Position 20005: 0.5519278625742835
Position 6489: 0.37839533175781914
Position 10776: 0.363022931607181
Position 6868: 0.33939048107933245
Position 20911: 0.3280253366595797
Position 23597: 0.22948200077090836
Position 19990: 0.15943394128739363
Position 11360: 0.13918709104375818
Position 10115: 0.10105111970295923
Position 9449: 0.06693126873760075
Position 8976: 0.06485940230948148
Position 7340: 0.06034717785312143
Position 9341: 0.057138463412354214
Position 15286: 0.05557589978183017
Position 22367: 0.04749246225307149
Position 6111: 0.043004808270985274
Position 6662: 0.038318827901282854
Position 15458: 0.0317595038751663
Position 8761: 0.025202670300277986
Position 24715: 0.021750715433807598
Position 2429: 0.02157766213351478
Position 506: 0.019502524828839365
Position 6290: 0.018982968872791023
Position 10840: 0.018605729999870296
Position 17939: 0.01533880110583171
Position 8791: 0.01485365377898722
Position 8803: 0.014227497020597994
Position 4122: 0.013254882099413341
Position 1249: 0.011915065290983127
Position 16500: 0.011727893286074674
Position 13443: 0.01051941123616777
Position 10092: 0.010518161164765259
Position 7150: 0.006126131987812107
Position 13407: 0.005670020944829642
Position 21096: 0.005554596444796254
Position 13519: 0.005311917376307098
Position 7870: 0.00503883812041553
Position 7874: 0.00495839150648097
Position 4133: 0.0035712520922631013
Position 1778: 0.0031369230543664656
Position 2216: 0.002878919962749502
Position 17850: 0.002789028609257652
Position 6264: 0.0024487055060662555
Position 6478: 0.002430816868773616
Position 19994: 0.002286538926156295
Position 464: 0.002238643684190776
Position 6668: 0.001910503783632513
Position 21086: 0.0014807261209253213
Position 116: 0.001475824298147925
Position 89: 0.0009155690912111442
Position 6899: 0.00038447152661025226
Position 50: 0.0003832417066722529
Position 6884: 0.00029713733525097254
Position 7200: 0.000287103424240393
Position 8713: 0.00023397148652112395
Position 146: 0.00012064002222025256
Position 357: 0.00010229363029145304
Position 12964: 9.710551518885973e-05
Position 1283: 6.923449953087137e-05
Position 640: 5.088068366641591e-05
Position 4221: 3.105988895963453e-05
Position 4652: 2.93056323738107e-05
Position 155: 1.140070518801783e-05
Position 1000: 6.349063671771679e-06
Position 410: 2.9652310617588063e-06
Position 491: 2.46099751016027e-06
Position 74: 1.371163470249707e-06
Position 539: 1.3124513028360604e-06
Position 565: 8.205990826354476e-07
Position 262: 5.789987619529321e-07
Position 342: 4.994422323257667e-07
Position 781: 4.872855469720222e-07
Position 15: 3.904667489103803e-07
Position 472: 3.7306956304394173e-07
Position 9: 2.2695225742978262e-07
Position 443: 2.1403351298358474e-07
Position 789: 1.9582651632223769e-07
Position 965: 1.7052741420532997e-07
Position 453: 9.134926640700266e-08
Position 59: 8.541451439106561e-08
Position 241: 6.480736646194397e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 20536: 0.9523130812157377
Position 10013: 0.9275463131964321
Position 19905: 0.7236050168607218
Position 15577: 0.5719854161557236
Position 22963: 0.4806848091236285
Position 12188: 0.4350057648396277
Position 6337: 0.3679384897184545
Position 10611: 0.303100907182632
Position 6763: 0.283895326685034
Position 20826: 0.26607048676291467
Position 23000: 0.2310038476304658
Position 12185: 0.2153641885206554
Position 24635: 0.20757114119171402
Position 21998: 0.19763247005506374
Position 23549: 0.14061990258066537
Position 11234: 0.13786558792695192
