Gene = DAP
index = 427
Annotated 5SS: [  259 13098 77744]
Annotated 3SS: [13000 77700 80102]
SMsplice 5SS: [  259  4998 10986 13098 15518 28727 80213]
SMsplice 3SS: [ 4870 10879 13000 15441 28587 80102 81111]
top_k =  500
Partition function (log Z): -31.426597395438016

Sorted 5' Splice Sites (High to Low Probability):
Position 13098: 0.9891052260282586
Position 4998: 0.9698526182785918
Position 259: 0.9504520102108481
Position 13571: 0.686185890121269
Position 15518: 0.654721278612443
Position 10986: 0.5938307708852215
Position 10104: 0.2781956503677588
Position 1030: 0.24550211450939444
Position 16376: 0.24141623525732786
Position 16674: 0.19811287532366964
Position 9645: 0.18730092364270698
Position 8933: 0.17167633265910864
Position 15538: 0.1676579574088594
Position 9250: 0.16157755033469862
Position 7141: 0.15870000303119688
Position 7765: 0.1569105458426473
Position 16034: 0.15035932442392316
Position 7769: 0.11272709720731144
Position 6964: 0.10755790446111022
Position 1087: 0.10618137254866175
Position 1077: 0.09710296829239594
Position 14300: 0.0769882093109732
Position 1092: 0.07537288867277309
Position 8776: 0.0684238297243402
Position 27307: 0.06817185295556626
Position 4506: 0.0527645133701149
Position 11807: 0.05040376801300448
Position 16003: 0.048521657891175345
Position 2354: 0.04416584275940254
Position 9206: 0.039439667498096506
Position 2460: 0.035073131019147885
Position 7517: 0.028786266658433306
Position 2697: 0.027684246117219428
Position 11167: 0.023950891150736647
Position 16372: 0.021270263291230614
Position 8577: 0.021001106262704797
Position 6343: 0.020675806418543843
Position 8221: 0.01880223985056044
Position 20286: 0.01704095776210445
Position 2361: 0.016226589111606717
Position 536: 0.016061754634295555
Position 21482: 0.015814504379368797
Position 4351: 0.01541293396769799
Position 11578: 0.015273829083851474
Position 4204: 0.014208949542990906
Position 1287: 0.012432810387946166
Position 2001: 0.011866687376130454
Position 6187: 0.011504368899406068
Position 514: 0.01098140655466265
Position 13148: 0.010843346781229266
Position 23175: 0.01009703363478359
Position 11497: 0.009251991393485533
Position 3527: 0.009057207640167358
Position 8169: 0.009052587451683986
Position 9741: 0.007233936748221533
