Gene = GM2A
index = 601
Annotated 5SS: [  406  7025 14022]
Annotated 3SS: [ 6862 13838 14403]
SMsplice 5SS: [  406  7025 14022]
SMsplice 3SS: [ 6862 13838 14108]
top_k =  500
Partition function (log Z): -7.1359814324048525

Sorted 5' Splice Sites (High to Low Probability):
Position 406: 0.9998072269976009
Position 7025: 0.9340070998683448
Position 14022: 0.9139434622343396
Position 11070: 0.42211677860912983
Position 4977: 0.2715572740127709
Position 13773: 0.22608979198915546
Position 4981: 0.09940124014529961
Position 16075: 0.09118925311580757
Position 6186: 0.08617600824312847
Position 7242: 0.08227479964358225
Position 4500: 0.08094419880002063
Position 10679: 0.07503509440802196
Position 5527: 0.06458377315645694
Position 14674: 0.06149606662876387
Position 5455: 0.04805586139558451
Position 5899: 0.04102991060180775
Position 5283: 0.04078836266432537
Position 11766: 0.03905355657826999
Position 14312: 0.033726755771852135
Position 14600: 0.027206718797313317
Position 2003: 0.026747223651880054
Position 2018: 0.02468905331150086
Position 5073: 0.024642312517879992
Position 12291: 0.017508253558172433
Position 14129: 0.014146754456272873
Position 14589: 0.011964087442176198
Position 14214: 0.011001874375776384
Position 2997: 0.006763621988259902
Position 243: 0.006700483037714466
Position 14591: 0.0050773300832648435
Position 15183: 0.003374442362197973
Position 14280: 0.002647769152002083
Position 3064: 0.001805711647858156
Position 13935: 0.0014354851664910618
Position 2313: 0.0012878539255419693
Position 185: 0.0009656431619530153
Position 4504: 0.0008614842811255493
Position 7037: 0.0006886021170372531
Position 165: 0.00040712347807982466
Position 220: 0.00021384744503654736
Position 13912: 0.00016651958868344128
Position 5257: 0.00016163749240510352
Position 2134: 0.00012151658675097118
Position 5370: 0.00011209805747652579
Position 1303: 0.00011091822620423413
Position 1405: 0.00010203088331685045
Position 809: 0.00010145789733799779
Position 2713: 8.016009198997859e-05
Position 2940: 7.449931297828574e-05
Position 459: 7.258259151106005e-05
Position 48: 1.052181213698972e-05
Position 4442: 4.774863198150101e-06
Position 467: 4.691280652413224e-06
Position 2103: 3.8911875324625674e-06
Position 3532: 3.0305762943553117e-06
Position 4093: 7.4178629195047e-07
Position 1477: 2.909887602482589e-07
Position 1599: 2.4937300486831206e-07
Position 830: 2.4228854269182807e-07
Position 1280: 2.0347042017712946e-07
Position 2815: 1.3486652421926245e-07
Position 536: 1.1550260523186371e-07
Position 875: 9.868222651149664e-08
Position 557: 9.792609411776148e-08
Position 2229: 8.570671630984349e-08
Position 461: 7.63271936306116e-09
Position 428: 3.7027824089782893e-09
Position 296: 3.4357941206775837e-09
Position 511: 1.4456354852546869e-09
Position 410: 7.83816319016805e-10
Position 486: 6.484818793744973e-10
Position 561: 1.5301797811700864e-10
Position 572: 9.632309653389937e-11
Position 432: 7.914799216119448e-11
Position 627: 1.902144571260922e-11
Position 330: 7.1321162258542505e-12
Position 17: 3.493683992031915e-12
Position 662: 6.219398286619641e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13838: 0.9364801588501431
Position 6862: 0.9347054105271797
Position 14108: 0.4277264100538764
Position 14403: 0.3623823507706073
Position 10809: 0.3030602238237941
Position 16019: 0.26614451004830525
Position 4832: 0.25349938953278073
Position 13690: 0.22657879894700533
Position 4850: 0.10143989515009127
Position 5254: 0.07656411661365721
Position 7176: 0.06879495488708218
Position 10753: 0.06325027582380378
Position 5949: 0.056379222889078
Position 5676: 0.05620700493477789
Position 17257: 0.05147895380007562
Position 10971: 0.04031280568620332
Position 10589: 0.038214323945447395
Position 5130: 0.03365212012286652
Position 10527: 0.030390168761478036
Position 16458: 0.02919243044807425
Position 1910: 0.028999901182147087
Position 4452: 0.02845104737570473
Position 16868: 0.026190008638954425
Position 4234: 0.02267278896547767
Position 4759: 0.02057536095104804
Position 5229: 0.020543283620049386
Position 11633: 0.020111796783448876
Position 11604: 0.018941759794821114
Position 12213: 0.017750017511993444
Position 10806: 0.017491083030617974
Position 4398: 0.014229312934913543
Position 4278: 0.014103051315647925
Position 16496: 0.013821783608962756
Position 14723: 0.012396407156740749
Position 1978: 0.009553927706157418
Position 6114: 0.008677800737157562
Position 5370: 0.008559127058608552
Position 15074: 0.007565973099244046
Position 330: 0.007330285463970789
Position 15289: 0.007093702324690096
Position 7119: 0.006750304746270897
Position 4862: 0.006682725829078225
Position 10539: 0.006430601701096516
Position 5985: 0.006086055076617924
Position 5277: 0.0053692116660732795
Position 17215: 0.0052757321676498575
Position 2923: 0.005196373826759772
Position 4533: 0.0051500402151731925
Position 15182: 0.004671657194655313
Position 1818: 0.004391117813267477
Position 4672: 0.004323307398140708
Position 14835: 0.0037723672873324478
Position 1881: 0.003658764820682517
Position 7135: 0.0036304768254066242
Position 15986: 0.003201583450663925
Position 16538: 0.0031136253521263924
Position 16197: 0.0030340393898772734
Position 15894: 0.002957951563150933
Position 5260: 0.0029105091871236516
Position 2838: 0.002808512977792767
Position 5304: 0.0024264983408575323
Position 5069: 0.0023986954516896086
Position 7111: 0.002196316986743369
Position 9338: 0.0019603810521238263
Position 5282: 0.0018857524692452812
Position 4736: 0.0016124253985338767
Position 8571: 0.0015521997163154462
Position 1755: 0.0012287433209739668
Position 1864: 0.001042784412179852
Position 1798: 0.001010903007588544
Position 2161: 0.0009833550147349136
Position 7192: 0.0009814670513795495
Position 1839: 0.0009108518695849278
Position 5002: 0.0008108423822105098
Position 4503: 0.0007870982658285726
Position 4425: 0.0007527887999213118
Position 1832: 0.0007519086488120163
Position 287: 0.0006993539715267142
Position 16159: 0.000692419936161468
Position 9638: 0.0005946975339211521
Position 4366: 0.0005572753274017669
Position 4287: 0.0005042167571288974
Position 4213: 0.0004953456833514262
Position 15613: 0.0004742635085333127
Position 2811: 0.0004694294593122332
Position 14224: 0.0004355549545714729
Position 14257: 0.00043403188062233154
Position 14674: 0.0002446345155597303
Position 9248: 0.00022978667731479537
Position 2671: 0.00021246012834462102
Position 10221: 0.0001965723281687751
Position 14133: 0.00019241327743846375
Position 9274: 0.00014966199950399822
Position 2075: 0.00014743327397623098
Position 342: 0.00014533783913879325
Position 7225: 0.0001323704347081742
Position 9083: 0.0001293444131499792
Position 4646: 0.00010920907446047474
Position 600: 0.00010749369303191037
Position 8591: 8.414809890679007e-05
Position 2128: 8.361727193614116e-05
Position 9954: 7.900161018562722e-05
Position 9381: 7.320617759249928e-05
Position 1279: 7.019451267017934e-05
Position 4171: 5.9119264563330825e-05
Position 2807: 5.752379196143489e-05
Position 4561: 4.982846506886574e-05
Position 1147: 4.62220095507489e-05
Position 2133: 4.1285104573286325e-05
Position 8177: 3.98155142694578e-05
Position 1923: 3.2794202892676155e-05
Position 1297: 2.7359820787184113e-05
Position 9899: 2.5085843381093012e-05
Position 8151: 2.4373103531919117e-05
Position 9476: 2.1895622474842612e-05
Position 1258: 1.9948797405789422e-05
Position 1734: 1.5682846756750298e-05
Position 654: 1.4209640373698659e-05
Position 8567: 1.4077234319429017e-05
Position 1361: 1.4011713909974677e-05
Position 1081: 1.3728947270515706e-05
Position 1100: 1.2227399201493041e-05
Position 4714: 9.812678043976709e-06
Position 1015: 9.463212353904488e-06
Position 296: 9.051759970663242e-06
Position 1224: 4.879402059077583e-06
Position 3408: 4.665824234300507e-06
Position 703: 4.1611411210521775e-06
Position 3458: 2.307945806966612e-06
Position 505: 1.6845479500064192e-06
Position 7156: 1.4794600563698327e-06
Position 768: 1.311604024784953e-06
Position 524: 8.082430938618342e-07
Position 2462: 4.0359297260279985e-07
Position 3913: 3.28518934972083e-07
Position 2542: 2.932021340754881e-07
Position 2022: 2.717830192286344e-07
Position 1335: 2.4141512267627093e-07
Position 1707: 2.246728819899953e-07
Position 3882: 1.6963518959213206e-07
Position 3861: 1.277380775230699e-07
Position 3984: 1.1589408986318472e-07
Position 1500: 8.384224145995949e-08
Position 1933: 8.02063937875868e-08
Position 2649: 6.87522416377447e-08
Position 1382: 4.027146351534663e-08
Position 1773: 3.437561878283455e-08
Position 2493: 2.76021609859872e-08
Position 1948: 1.7627661747187544e-08
Position 1685: 1.6924435863271128e-08
Position 1653: 1.692409172359741e-08
Position 2201: 9.96443677240054e-09
Position 2054: 6.877290101026233e-09
Position 1059: 6.522613093703455e-09
Position 951: 4.349202486006056e-09
Position 391: 3.5737540325639753e-09
Position 1992: 3.207870960808718e-10
Position 269: 1.400901943061305e-10
