Gene = BOLA1
index = 138
Annotated 5SS: [  234 11786]
Annotated 3SS: [11572 11955]
SMsplice 5SS: [234]
SMsplice 3SS: [384]
top_k =  500
Partition function (log Z): -12.67006889369516

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9519102862583246
Position 7030: 0.24848666903883124
Position 1429: 0.1632677190347129
Position 11786: 0.11978443554085132
Position 1434: 0.08337150092111097
Position 1230: 0.050259136913877116
Position 465: 0.04132832703419027
Position 95: 0.03514541993008483
Position 8952: 0.026032937321424105
Position 5893: 0.021009377200626185
Position 121: 0.0027576001079739005
Position 6339: 0.002581417624851925
Position 1417: 0.0023191177176827556
Position 512: 0.0021436508711244963
Position 660: 0.001792121554892678
Position 238: 0.0014226058539515472
Position 158: 0.001098650053407307
Position 198: 0.0008030080440008103
Position 1134: 0.0007648902157105186
Position 2187: 0.0007389098062130297
Position 6423: 0.0006153385431030444
Position 561: 0.0005588326549113612
Position 349: 0.00035759109419849626
Position 131: 6.885760100982579e-05
Position 838: 4.455013455368874e-05
Position 2112: 3.8147662228105454e-05
Position 526: 3.7802093582638595e-05
Position 72: 3.266225168593514e-05
Position 1241: 9.023410302926358e-06
Position 326: 7.934576785965454e-06
Position 825: 4.162318662069534e-06
Position 448: 3.3619934555279533e-06
Position 618: 2.184270609963245e-06
Position 43: 3.8532768431470285e-07
Position 1815: 3.5763869998883384e-07
Position 846: 6.214666587230916e-08
Position 904: 4.364583288832748e-08
Position 134: 2.2410207350174624e-08
Position 353: 6.278233700882482e-09
Position 204: 1.1609221597382887e-10
Position 384: 8.788785863523268e-11
Position 17: 1.3034916060237845e-11
Position 531: 8.165012873450329e-12
Position 379: 2.7328548651299396e-13
Position 331: 2.368364462774603e-13
Position 359: 6.256184770739483e-14
Position 364: 3.1179793982162844e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 12235: 0.3841891722769635
Position 6763: 0.2586468753451599
Position 1327: 0.2563122345856012
Position 11593: 0.16651013008506782
Position 384: 0.15044862923881286
Position 11955: 0.09194355709310269
Position 8866: 0.08627370565632085
Position 6931: 0.06492261478725087
Position 10934: 0.03391174661643822
Position 5639: 0.021135212340427843
Position 4827: 0.020924368917200883
Position 1125: 0.020535295286369812
Position 952: 0.019092612999471015
Position 1161: 0.012647230513733287
Position 9269: 0.012287875793030627
Position 8459: 0.011086956430372573
Position 6631: 0.010483370728671275
Position 920: 0.010464814908499003
Position 7392: 0.010314122847988735
Position 5635: 0.010007534397533826
Position 2529: 0.009897127898721717
Position 2330: 0.009835894452166906
Position 1206: 0.008247417696205179
Position 12240: 0.00684819575284796
Position 8527: 0.006134107293460512
Position 4852: 0.005074969086330555
Position 6262: 0.00485711060879007
Position 12446: 0.004852780698257702
Position 391: 0.003314782011773329
Position 5657: 0.003048712434711806
Position 6194: 0.0029843670279194206
Position 1895: 0.002885743559746819
Position 537: 0.002682571533684521
Position 5564: 0.0021088734283103133
Position 8848: 0.0019302849731383264
Position 1510: 0.0019293490632117055
Position 6476: 0.0016468321017668215
Position 1487: 0.0015002984930680234
Position 707: 0.0014995354189441333
Position 4221: 0.0013348255656288558
Position 6609: 0.0013271113112528201
Position 2727: 0.0011834233059159704
Position 9324: 0.0011722557838483264
Position 2731: 0.0011573304384912147
Position 3783: 0.0010679670839308063
Position 1295: 0.0010015095755029617
Position 1702: 0.0008993831949866389
Position 168: 0.0008905711825648266
Position 2590: 0.0008601882731625416
Position 2418: 0.0008103149030313407
Position 601: 0.0007849260198771939
Position 6427: 0.0007778957138078011
Position 7268: 0.0007579902261778543
Position 3974: 0.0006822479105952299
Position 7904: 0.0006370979715714767
Position 6149: 0.0006283290269387443
Position 2375: 0.0005408473714068895
Position 1083: 0.0005005849497049571
Position 1947: 0.0004915321699866951
Position 923: 0.0004887623437171849
Position 6119: 0.0004636403792121793
Position 2547: 0.00043302381729462444
Position 872: 0.00042252689977474256
Position 3024: 0.0004070887554907099
Position 3190: 0.00036249636705365924
Position 7068: 0.000357897400387497
Position 2550: 0.0003560676926145335
Position 1992: 0.0003387218697863096
Position 2270: 0.00032231552567008645
