Gene = UBA3
index = 1517
Annotated 5SS: [   75   297  2611  4979  8874 12481 16341 16970 17427 18332 18595 23153
 23630 23797 24226 24409 24558]
Annotated 3SS: [  254  2489  4897  8790 12399 16296 16904 17270 18228 18480 23098 23592
 23714 24124 24344 24502 24882]
SMsplice 5SS: [   75   489  2611  8874 12481 17427 18332 18595 23797 24226 24667]
SMsplice 3SS: [  254  2489  8790 12399 17331 18228 18480 23714 24124 24502 24882]
top_k =  500
Partition function (log Z): -0.19888556280992997

Sorted 5' Splice Sites (High to Low Probability):
Position 17427: 0.9744781742349569
Position 75: 0.9705112491267892
Position 12481: 0.9055169713426056
Position 2611: 0.8891454377667919
Position 18595: 0.8605293424031368
Position 24226: 0.7510084766640168
Position 8874: 0.6787776581751002
Position 23797: 0.6514306580580299
Position 18332: 0.637002586538273
Position 489: 0.5753126431117954
Position 16970: 0.513245965216498
Position 24667: 0.3719407529122068
Position 24558: 0.3616676186221687
Position 16584: 0.345050018088013
Position 478: 0.31125795199052964
Position 7213: 0.23500791581520322
Position 10380: 0.14738933133661414
Position 21675: 0.14261572156541363
Position 18712: 0.09713376103984903
Position 20454: 0.09236155338501773
Position 10311: 0.07268187964942274
Position 297: 0.07205007072203447
Position 9996: 0.05576869784044611
Position 9265: 0.05122918015816116
Position 24409: 0.03881758609433693
Position 743: 0.03265827962422076
Position 883: 0.031994465233427825
Position 985: 0.03110368641740263
Position 24573: 0.03059794791791155
Position 10066: 0.029136372741465848
Position 4979: 0.026527006359983823
Position 3522: 0.02363007535508621
Position 134: 0.023599852915392627
Position 10493: 0.021424598279872364
Position 9177: 0.019403001319645143
Position 9234: 0.017252317978911528
Position 12621: 0.01366813999223741
Position 6985: 0.011027421821216351
Position 21099: 0.010847323444406502
Position 7903: 0.007866480554251922
Position 3808: 0.007664899290522418
Position 18672: 0.00700369213011555
Position 6917: 0.006685055486675911
Position 11254: 0.006299821563301345
Position 7639: 0.005832263772395269
Position 8748: 0.005658989351997232
Position 1776: 0.005619819243926587
Position 7541: 0.005216204282936945
Position 12054: 0.004530717405033112
Position 18983: 0.004176137749194697
Position 1529: 0.0039689181734378215
Position 559: 0.0038304998122882434
Position 118: 0.003788256931069997
Position 25151: 0.0032956299305155145
Position 19959: 0.0027481693294888676
Position 23153: 0.0016546536209205705
Position 2620: 0.0014109767728003708
Position 1399: 0.001195754387969137
Position 3017: 0.0008921027342415882
Position 1642: 0.0008903542406085768
Position 4959: 0.0007110644294435273
Position 22153: 0.000708000229898786
Position 1326: 0.0006951747668853338
Position 5565: 0.0006661375047911697
Position 19487: 0.000603385428738977
Position 511: 0.0005893141060566449
Position 1277: 0.0005625356473331523
Position 2389: 0.0005138846072220629
Position 79: 0.00046810644584608876
Position 1248: 0.0003926033820552792
Position 1454: 0.00036993381927037823
Position 3111: 0.0003335032278285364
Position 115: 0.00018856953016978912
Position 1263: 0.00018440121329750447
Position 160: 5.3855334131974915e-05
Position 2504: 5.2568560361933384e-05
Position 544: 2.820330055043843e-05
Position 141: 2.1751550315072336e-05
Position 25: 1.7312045568264354e-05
Position 2534: 1.726377583189795e-05
Position 212: 1.4011468477300605e-05
Position 700: 1.0374731939505783e-05
Position 497: 7.375815312925256e-06
Position 2548: 6.764035401773973e-06
Position 301: 6.52299452109835e-06
Position 216: 5.529711618318247e-06
Position 3481: 1.5400605031485334e-06
Position 606: 1.5346438724377523e-06
Position 3932: 6.597456912496459e-07
Position 4130: 6.578923452046836e-07
Position 553: 2.4547187672549866e-07
Position 738: 9.437134130093826e-08
Position 807: 3.418818778440586e-08
Position 180: 2.403005537858922e-08
Position 214: 2.1279386424683373e-08
Position 748: 2.0997855713393234e-08
Position 703: 8.361807060122394e-10
Position 615: 6.5184289483128244e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 18480: 0.9563335666254483
Position 24882: 0.9341172499868554
Position 254: 0.9331566521527491
Position 12399: 0.9191866441737269
Position 17331: 0.8314137579189905
Position 24502: 0.6950234914619543
Position 2489: 0.6697312728903575
Position 23714: 0.6519379494899091
Position 24124: 0.5873819595629997
Position 8790: 0.5486346665574897
Position 18228: 0.5210953130907535
Position 16904: 0.5030088242296485
Position 16470: 0.345050018088013
Position 7084: 0.2350079158152032
Position 2465: 0.18439579392759584
Position 10181: 0.1780796799768934
Position 23933: 0.14724183165632726
Position 17270: 0.1312406457772517
Position 8582: 0.12439969418818533
Position 18266: 0.11411404789236947
Position 21513: 0.1138856007351463
Position 24344: 0.10208512477493348
Position 9922: 0.08490507058191198
Position 20371: 0.06660507922287084
Position 10271: 0.06179214823185661
Position 9145: 0.056691337975184
Position 21492: 0.03767371749394912
Position 2388: 0.033999427306464755
Position 9021: 0.030825454388552498
Position 355: 0.02981940253295577
Position 864: 0.026886845345769062
Position 20348: 0.019768239250977183
Position 24439: 0.018186164889904547
Position 6839: 0.01771247730789227
Position 4897: 0.017564264942453313
Position 610: 0.016022695719776874
Position 23900: 0.016017914681320054
Position 775: 0.014448582139129345
Position 3338: 0.014013215477187911
Position 742: 0.011936263494869367
Position 16696: 0.0102371409868495
Position 21052: 0.0097682364511219
Position 24486: 0.008271820997025257
Position 17249: 0.00813815155152877
Position 3706: 0.007665238211675246
Position 3395: 0.007537310136986251
Position 4848: 0.0074870113834362645
Position 18483: 0.007419098537535616
Position 7553: 0.006975512656310021
Position 24938: 0.00655834197217859
Position 24018: 0.00645312917238931
Position 8807: 0.006381357745554904
Position 11125: 0.006299821563301345
Position 25462: 0.006241816057688901
Position 25226: 0.005954053916614969
Position 20313: 0.005497427925724245
Position 8811: 0.005021206544803068
Position 652: 0.004958612250103859
Position 24972: 0.00487349442721465
Position 7715: 0.004823574312210437
Position 7413: 0.004737367639575897
Position 1344: 0.004699584910549569
Position 450: 0.004694584346580102
Position 11920: 0.004530717405033112
Position 25553: 0.003893073942564759
Position 558: 0.003733869494751341
Position 17122: 0.0036856189871859292
Position 615: 0.0034294145259586846
Position 794: 0.0032630661794056863
Position 7439: 0.0023784940014877852
Position 1580: 0.0019425265095715967
Position 23098: 0.0019269543311309077
Position 2524: 0.0018990481013215024
Position 4790: 0.0018275666310732224
Position 19877: 0.0018003808115869564
Position 17986: 0.0017932255551500074
Position 18868: 0.001741978806557517
Position 24722: 0.0016638376886154683
Position 1669: 0.0016338038072024723
Position 1050: 0.001628234841534803
Position 10204: 0.0016241079817971905
Position 1528: 0.0014669796905547967
Position 18781: 0.001314339364346914
Position 3435: 0.0013014382491137587
Position 824: 0.0012522084256198459
Position 18639: 0.0011203902161496366
Position 20890: 0.0010915417660905288
Position 2900: 0.0009413518496254686
Position 18901: 0.0009313782730269958
Position 1630: 0.0008054857552861781
Position 361: 0.0007882965483159206
Position 5397: 0.0006661375047911704
Position 25502: 0.0006612931276565154
Position 891: 0.0006085332766778153
Position 19818: 0.0005948299766581004
Position 1242: 0.0005843492510929922
Position 20221: 0.0005623684233187046
Position 212: 0.0005576099706606622
Position 957: 0.000557129581916492
Position 2231: 0.0005331976162294486
Position 21981: 0.0005109609012625583
Position 21239: 0.00047972187543503654
Position 24719: 0.0004690215106050974
Position 21789: 0.00044830149866782125
Position 24793: 0.00044471804313327417
Position 19448: 0.0004221175841079698
Position 18842: 0.000409392259857642
Position 2385: 0.00039069260728783384
Position 9100: 0.0003681305132159572
Position 4868: 0.00035924014552681503
Position 19778: 0.00035295854124381057
Position 3109: 0.00034441125256686606
Position 414: 0.00034348246457804155
Position 3507: 0.0003320788279569007
Position 1641: 0.00032947877278027257
Position 261: 0.00031117714743363056
Position 763: 0.00025678554797011046
Position 25052: 0.0002524062106370369
Position 19387: 0.0002386035208283262
Position 1402: 0.00021635230636304434
Position 1536: 0.00020059049649035558
Position 21959: 0.00019703932863622824
Position 22874: 0.00018350617033792427
Position 2964: 0.00018097010390239631
Position 922: 0.0001620955341368498
Position 3228: 0.0001576433663223869
Position 1419: 8.894579692419152e-05
Position 1016: 8.8628313016179e-05
Position 2429: 8.717550771968539e-05
Position 1019: 8.624216031301263e-05
Position 570: 8.599373515318251e-05
Position 658: 8.26070448071426e-05
Position 2553: 7.646888352190272e-05
Position 20870: 7.395866377829097e-05
Position 755: 6.662577617815402e-05
Position 630: 5.686066895920241e-05
Position 1686: 5.383318097388613e-05
Position 1276: 5.348400647049102e-05
Position 17742: 3.978293253808168e-05
Position 531: 3.576801197469858e-05
Position 3010: 2.4362498725188675e-05
Position 2928: 2.263672043748379e-05
Position 18947: 1.728669674476633e-05
Position 2325: 1.3839485203067268e-05
Position 2533: 1.2190832565104192e-05
Position 2435: 4.73304118865155e-06
Position 2556: 2.9991241008735006e-06
Position 522: 8.979058771001154e-07
Position 1263: 8.534963092992916e-07
Position 566: 7.808321827490319e-07
Position 258: 7.435421329488313e-07
Position 804: 7.299132972537015e-07
Position 3874: 6.003645107126623e-07
Position 2815: 5.433036699459319e-07
Position 3267: 5.120735152167656e-07
Position 3485: 4.919887055763345e-07
Position 18914: 4.61037765432359e-07
Position 507: 3.8252814763976136e-07
Position 3899: 3.544552231741251e-07
Position 375: 3.4776612792444316e-07
Position 3447: 2.768220919826127e-07
Position 395: 2.710365153964028e-07
Position 219: 1.6287410634177432e-07
Position 369: 1.5656822228534336e-07
Position 297: 1.3565739781102086e-07
Position 612: 8.447131841567249e-08
Position 3949: 6.979914415902794e-08
Position 2196: 6.606975932479463e-08
Position 409: 3.874020915137849e-08
Position 1061: 3.485312264398367e-08
Position 301: 1.839143223246219e-08
Position 269: 1.4919571135033896e-08
Position 700: 1.1072965993887273e-08
Position 666: 1.0786047367380224e-08
Position 1182: 9.573941117393924e-09
Position 1222: 8.417413260171634e-09
Position 1492: 6.667337564334911e-09
Position 696: 3.88664247818649e-09
Position 277: 3.008160704481606e-09
Position 1219: 2.807211281055686e-09
Position 266: 2.4002195607006608e-09
Position 1479: 2.1890861794890943e-09
Position 313: 1.5554606528872954e-09
Position 1283: 1.0362485406162166e-09
Position 279: 9.205436534818292e-10
Position 294: 8.052236191481807e-10
Position 272: 7.346953587137918e-10
Position 806: 1.4640429300633752e-10
Position 703: 1.7587288091306024e-11
Position 903: 1.628540847546988e-11
Position 282: 1.1264922254637961e-11
Position 95: 4.872319556528313e-12
Position 122: 5.374792867014783e-14
Position 126: 8.301613128992342e-15
Position 124: 7.444863609296007e-16
