Gene = ESM1
index = 511
Annotated 5SS: [ 447 3667]
Annotated 3SS: [3516 6227]
SMsplice 5SS: [ 447 3667]
SMsplice 3SS: [3516 6227]
top_k =  500
Partition function (log Z): -6.378810330663569

Sorted 5' Splice Sites (High to Low Probability):
Position 3667: 0.9622101154231874
Position 447: 0.4932851634026626
Position 249: 0.42519825335183037
Position 3010: 0.3231559280794012
Position 5505: 0.22796764162406172
Position 756: 0.11783187423328366
Position 2660: 0.06217419515515407
Position 512: 0.04855586863956929
Position 2158: 0.04197079446955926
Position 3038: 0.0248850399855731
Position 5806: 0.02311765514679738
Position 2812: 0.021798109323738636
Position 313: 0.01829129311759079
Position 813: 0.017898074350673723
Position 6017: 0.017618638208521758
Position 2609: 0.015017803977336566
Position 581: 0.01477746705837176
Position 6521: 0.013997324798073148
Position 2525: 0.011809631850697706
Position 6666: 0.01133461090200261
Position 3421: 0.011284307263290263
Position 2664: 0.011262534093141536
Position 3738: 0.009938082991662758
Position 953: 0.007194063755769702
Position 3799: 0.0058505164923001425
Position 4478: 0.004107642871214403
Position 1375: 0.003920019296114155
Position 391: 0.0034686583196403757
Position 1189: 0.0029096743642215324
Position 5800: 0.0025845601325508484
Position 536: 0.002229181879022503
Position 1370: 0.002135718660553812
Position 2529: 0.0020261417837341487
Position 6478: 0.0019492945904644094
Position 435: 0.001874406418537003
Position 2444: 0.0015699986225440924
Position 2292: 0.0014930579715280014
Position 5536: 0.001345809815792609
Position 4198: 0.0012565359279249082
Position 5517: 0.0011557750148660218
Position 5914: 0.001134452201035893
Position 3683: 0.0010483439290134779
Position 311: 0.0009895663178883232
Position 2777: 0.0009811608799302125
Position 3864: 0.0009657743600311508
Position 3630: 0.0008215830340704453
Position 1192: 0.0006914907740852238
Position 6027: 0.0006857971269304261
Position 5714: 0.000659809919127385
Position 5056: 0.0006378618089681144
Position 779: 0.0005578163075768337
Position 5116: 0.0005526796132377288
Position 1131: 0.0005169547760671091
Position 1163: 0.0005100773212107517
Position 1167: 0.0004162757271229662
Position 3261: 0.0004108822069957567
Position 4061: 0.0002382930850644356
Position 423: 0.00012458813547239713
Position 194: 0.00011585755254704954
Position 6316: 6.376471716553355e-05
Position 554: 5.933956892019767e-05
Position 517: 5.617486861349892e-05
Position 221: 3.7400174135769255e-05
Position 593: 3.379303632999461e-05
Position 56: 3.325889382743234e-05
Position 373: 2.9261672169135293e-05
Position 4160: 2.053555626723369e-05
Position 1119: 1.2614891181348323e-05
Position 393: 1.24418910949021e-05
Position 37: 3.985077542440271e-06
Position 454: 3.308739050107262e-06
Position 5131: 3.22590768878351e-06
Position 5477: 3.183406759689632e-06
Position 4147: 2.8311028537268317e-06
Position 375: 2.5808133206995014e-06
Position 240: 2.0575609094507134e-06
Position 1115: 2.032904033005728e-06
Position 253: 2.0168889466624785e-06
Position 297: 1.5414253236763967e-06
Position 350: 1.2574475617313376e-06
Position 430: 1.252745086569821e-06
Position 284: 6.9309061397288e-07
Position 617: 4.341704877403214e-07
Position 1224: 3.730445940171921e-07
Position 1039: 3.4928733065281584e-07
Position 1142: 3.110813680038824e-07
Position 763: 1.53893381100825e-07
Position 179: 1.0517807120525066e-07
Position 78: 9.247321116730991e-08
Position 54: 3.6993765031924336e-08
Position 5079: 2.495812196636334e-08
Position 35: 1.5114498604401437e-08
Position 155: 1.0114752855479432e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3516: 0.9629111243281582
Position 6227: 0.8035570820113358
Position 2759: 0.2936266915645713
Position 5447: 0.13025273306318255
Position 682: 0.10675297403933201
Position 2379: 0.06257086075850318
Position 2865: 0.050287200069649235
Position 4277: 0.03231798093669741
Position 3791: 0.029704803305906136
Position 5416: 0.028813147676408652
Position 323: 0.02822095431067177
Position 1998: 0.02752476319964917
Position 5602: 0.025216427005785004
Position 6606: 0.023705301992737363
Position 5712: 0.022423226592391553
Position 5477: 0.02027731771040959
Position 5333: 0.019735517988432292
Position 3406: 0.019161310224789906
Position 5773: 0.01874299579104603
Position 6191: 0.017062713396340624
Position 2339: 0.01670961170599992
Position 5054: 0.016614222068180196
Position 6792: 0.01657822655117558
Position 6848: 0.011314809565663067
Position 5320: 0.010803397545507581
Position 2046: 0.010075867808783447
Position 2659: 0.010029236370982351
Position 5282: 0.009878926221514671
Position 5373: 0.009573318110536216
Position 2922: 0.008943174286286711
Position 4959: 0.008456939554855259
Position 2529: 0.006780302873171112
Position 2880: 0.006699345479123475
Position 2113: 0.006433835836643689
Position 2418: 0.006274162252915966
Position 5800: 0.005478422202881469
Position 1038: 0.005252368300244573
Position 350: 0.005123350347640796
Position 7756: 0.004965321208616516
Position 6626: 0.004778234792596682
Position 1263: 0.0045081835398098945
Position 4019: 0.004335241329040064
Position 580: 0.004091625286699806
Position 3914: 0.0040382625579502935
Position 4348: 0.0038470106540460795
Position 2443: 0.0037289996577783446
Position 3221: 0.003599873782270965
Position 6576: 0.0031537996353879845
Position 3186: 0.002908379764389378
Position 7676: 0.0028832540010939062
Position 2608: 0.0025682454923369293
Position 5072: 0.002405362445688045
Position 5252: 0.002342092156453698
Position 2403: 0.002308355257100555
Position 2964: 0.002198439465693253
Position 5676: 0.001885463640022423
Position 1302: 0.0018405660354231014
Position 3995: 0.0017905546653193645
Position 847: 0.0016778009917883037
Position 3486: 0.0016215215737331232
Position 640: 0.0015513939591257464
Position 4050: 0.001528606772414559
Position 596: 0.0012281821492550861
Position 5856: 0.0011966020815082998
Position 5212: 0.0011445721970446269
Position 7284: 0.001135099064812622
Position 7583: 0.00108756956843808
Position 2184: 0.0010824520852882006
Position 534: 0.001074886441343201
Position 6553: 0.0010727317326827304
Position 7101: 0.0010184326937436074
Position 5230: 0.0009628667079879456
Position 3630: 0.0009558399022265198
Position 5957: 0.0008829006696865959
Position 880: 0.0007717336734118748
Position 356: 0.0006465359377721534
Position 5194: 0.0006244693744812497
Position 801: 0.000611541431774376
Position 2699: 0.0005874710446571142
Position 3843: 0.0005671328700439624
Position 2389: 0.0004883354051155589
Position 3649: 0.000436160325430468
Position 4255: 0.0003731636187420312
Position 3887: 0.0002963529468483412
Position 4795: 0.0002926771234156312
Position 2207: 0.0002682802853235023
Position 4823: 0.00023189786125952703
Position 685: 0.00020806204504971183
Position 3745: 0.00020242339628001095
Position 797: 0.0001864352669609652
Position 854: 0.00015331997478074838
Position 823: 0.00013228608708091362
Position 744: 9.254630080332637e-05
Position 1704: 8.809875962962466e-05
Position 446: 6.654458700450088e-05
Position 1515: 4.7326184788034376e-05
Position 598: 4.192132557970552e-05
Position 311: 3.098593566056544e-05
Position 5182: 2.896143677035445e-05
Position 569: 2.7949937758188606e-05
Position 633: 2.5054805854447884e-05
Position 412: 1.6783221226402816e-05
Position 428: 1.2298021421069654e-05
Position 1326: 8.454213630222764e-06
Position 390: 7.5793173437084485e-06
Position 889: 6.615086832359197e-06
Position 397: 5.405090018246116e-06
Position 540: 4.199799971772176e-06
Position 373: 4.164436635119716e-06
Position 246: 3.610962423244464e-06
Position 430: 3.1515416799150687e-06
Position 452: 2.3651361343511723e-06
Position 490: 2.1301042051780976e-06
Position 249: 1.7500885509729287e-06
Position 101: 1.5053056179022391e-06
Position 993: 1.2876203936431567e-06
Position 503: 1.2312680368952205e-06
Position 499: 1.078099157740916e-06
Position 536: 1.0326366647873543e-06
Position 755: 8.416546496646026e-07
Position 1061: 8.387661935946384e-07
