Gene = HDHD3
index = 642
Annotated 5SS: [723]
Annotated 3SS: [1645]
SMsplice 5SS: [723]
SMsplice 3SS: [1645]
top_k =  500
Partition function (log Z): -10.869015629257675

Sorted 5' Splice Sites (High to Low Probability):
Position 723: 0.8986136852399581
Position 201: 0.20244548448692243
Position 1721: 0.025400658490220693
Position 131: 0.017582464273988237
Position 377: 0.015160732639048498
Position 135: 0.014000305183668819
Position 43: 0.005707233698832228
Position 643: 0.004499165728224708
Position 478: 0.0035940544769813474
Position 339: 0.0035447623481351435
Position 1382: 0.0031630237402726588
Position 1515: 0.0027403639272164017
Position 1743: 0.002018868058008707
Position 2582: 0.0011529430996911757
Position 526: 0.0009058939969817891
Position 608: 0.0008909182699642058
Position 322: 0.0007836532664324228
Position 1732: 0.000752900600656991
Position 1727: 0.0005567431059358785
Position 1437: 0.00041667065769273714
Position 540: 0.00023089283986684454
Position 223: 0.00019148143910203462
Position 2481: 0.0001831890160536385
Position 2157: 0.00018015445456876208
Position 266: 0.00016256672949785085
Position 1938: 0.00015764170769406254
Position 37: 9.636267950512114e-05
Position 178: 8.298183428733142e-05
Position 1094: 8.168362296120605e-05
Position 1026: 7.523413880995267e-05
Position 190: 7.060440909505752e-05
Position 1017: 6.116078722930447e-05
Position 1860: 5.9482149633885764e-05
Position 546: 5.708140854319696e-05
Position 2373: 4.092169872042539e-05
Position 482: 1.6544557495353687e-05
Position 188: 1.537085331494726e-05
Position 469: 1.049530727330297e-05
Position 455: 7.007252646713747e-06
Position 396: 6.9470087549613146e-06
Position 412: 4.00372418298101e-06
Position 462: 3.856753470317762e-06
Position 513: 3.2443744807721484e-06
Position 353: 2.8205419043326035e-06
Position 1001: 2.6196965533833194e-06
Position 727: 2.2501742718598054e-06
Position 676: 2.1035764976837464e-06
Position 713: 2.080347629508771e-06
Position 682: 1.434979495625715e-06
Position 1459: 1.3901500742544193e-06
Position 602: 1.3594879330579527e-06
Position 578: 1.017938342277143e-06
Position 170: 9.065116771830255e-07
Position 688: 8.571713827985944e-07
Position 1543: 6.728607723959676e-07
Position 1069: 5.598181233052977e-07
Position 1557: 5.025028977694072e-07
Position 161: 4.496953036698234e-07
Position 777: 4.055747285418452e-09
Position 229: 8.000065506529476e-11
Position 511: 6.857895177118958e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1645: 0.3649442161371217
Position 607: 0.15927249813663524
Position 2663: 0.15248545235982613
Position 895: 0.1371337982320377
Position 2342: 0.09150974427775492
Position 1453: 0.048823655788941406
Position 2465: 0.04207602623895182
Position 2156: 0.039888571927421596
Position 862: 0.03828432587549146
Position 376: 0.018235673559882214
Position 2039: 0.014828375535008912
Position 992: 0.01268957004428165
Position 1838: 0.012454653907121789
Position 1896: 0.0065811279485517744
Position 506: 0.005444311600894022
Position 1372: 0.004744352821624989
Position 2553: 0.004709523388421577
Position 648: 0.0036146195857862584
Position 2120: 0.0035655838924072225
Position 2063: 0.0027682498286880543
Position 1498: 0.002555165682175243
Position 1555: 0.0024907658465542076
Position 1606: 0.002421287328006835
Position 866: 0.0023758301043141383
Position 2417: 0.002262758856801994
Position 1472: 0.002046247111852474
Position 1348: 0.002015888899367031
Position 1501: 0.001999314882953426
Position 2087: 0.0018915145185423147
Position 1541: 0.0018736913507055076
Position 2244: 0.0017578414351934574
Position 1795: 0.0016616326745908824
Position 749: 0.0015735187733289721
Position 1408: 0.0013982449904313987
Position 2345: 0.0013579743074028149
Position 1756: 0.0012907898030970508
Position 1026: 0.0007037131819658156
Position 1708: 0.0006387809243669426
Position 2303: 0.0005100673983048537
Position 526: 0.0004915383917793475
Position 2485: 0.0004794432295524858
Position 1136: 0.00047419823624306504
Position 303: 0.0004461018801048044
Position 2641: 0.00044213882689884797
Position 407: 0.0004269174602223492
Position 832: 0.00038613548516403743
Position 794: 0.0003521834524579439
Position 2443: 0.0003321236967787715
Position 1419: 0.00032852417663254405
Position 1761: 0.00031932743820911776
Position 313: 0.00029779587640126065
Position 1174: 0.0002831758846032629
Position 1879: 0.0002721910178266303
Position 482: 0.00024910439881365435
Position 1578: 0.00024227031698710675
Position 478: 0.00022701152465560244
Position 2217: 0.00022256474046275623
Position 1674: 0.00019441271695507783
Position 766: 0.00016553301895850668
Position 1043: 0.0001391392567208777
Position 1731: 0.00013585223336873303
Position 1791: 0.00013219574232738887
Position 2605: 0.00012671206974067178
Position 494: 0.0001131229326325409
Position 1687: 0.00010946458340381494
Position 1937: 0.00010494306148387985
Position 2568: 8.56744883200715e-05
Position 426: 8.428846349010817e-05
Position 1080: 7.982231239799091e-05
Position 531: 7.84601795827463e-05
Position 339: 7.662718381728577e-05
Position 2246: 6.959993645276192e-05
Position 511: 6.561633548917957e-05
Position 1180: 6.402674441122883e-05
Position 2373: 6.315587472115966e-05
Position 1865: 6.184803956401917e-05
Position 2718: 6.138350517921658e-05
Position 2502: 6.067592598190496e-05
Position 423: 5.780892544124047e-05
Position 2637: 5.160130236728726e-05
Position 1662: 5.086502761193776e-05
Position 449: 5.02887814678443e-05
Position 1572: 4.912801867311353e-05
Position 1740: 4.1294958039100554e-05
Position 763: 3.8622175282706885e-05
Position 1691: 3.704699998520849e-05
Position 1353: 3.519512074553557e-05
Position 350: 3.3108475101569335e-05
Position 551: 3.082997314604608e-05
Position 1066: 2.6822191123341713e-05
Position 1253: 6.071053017582568e-06
Position 446: 4.835206374544438e-06
Position 384: 3.770891693135418e-06
Position 1265: 2.9278792452187077e-06
Position 322: 2.801172549961211e-06
Position 252: 6.675418034485522e-07
Position 664: 6.509947808178449e-07
Position 540: 2.4042722404842157e-07
Position 1148: 2.069214581088839e-07
Position 668: 2.0425979858342233e-07
Position 1187: 1.833572752498015e-07
Position 567: 1.6399176555169566e-07
Position 654: 1.3881284024633048e-07
Position 555: 1.1105685288459222e-07
Position 266: 6.189738173383951e-08
Position 250: 5.509167660147616e-08
Position 561: 5.174436827133472e-08
Position 161: 2.7208011243413964e-08
Position 167: 2.237156376601575e-08
Position 435: 6.74096861564293e-11
Position 146: 6.957336202102035e-13
Position 142: 6.213782196300198e-13
Position 128: 2.1567312988692135e-13
Position 139: 1.6614041467471241e-15
Position 148: 1.3085819094870553e-15
