Gene = TYW3
index = 1515
Annotated 5SS: [  263  3467  5633 15667 19270]
Annotated 3SS: [ 3385  5533 15594 19135 30737]
SMsplice 5SS: [  263  3467  7084 18908 19270]
SMsplice 3SS: [ 3385  7000 18821 19135 33094]
top_k =  500
Partition function (log Z): -16.333716382321395

Sorted 5' Splice Sites (High to Low Probability):
Position 3467: 0.9791097266559861
Position 19270: 0.8450733470176695
Position 7084: 0.7431840011975146
Position 263: 0.7167140841784544
Position 7187: 0.3595647241097117
Position 5633: 0.3048101168626646
Position 1291: 0.19412471246900054
Position 1027: 0.061841498024102014
Position 498: 0.06104246889333289
Position 3766: 0.053488200719874694
Position 3913: 0.05022128667273989
Position 788: 0.04162897942575147
Position 962: 0.036741407302801364
Position 6267: 0.01871281432193376
Position 6951: 0.0183106449800903
Position 3549: 0.017926625501188
Position 741: 0.016334690903611296
Position 1102: 0.015954244023840818
Position 179: 0.015926382143446254
Position 6007: 0.015591550293324454
Position 2565: 0.01521404720105169
Position 5088: 0.013042784136228268
Position 1324: 0.009677807057934206
Position 7294: 0.009476290768330828
Position 645: 0.009354920117765382
Position 4273: 0.008504362912535444
Position 7210: 0.008369411581096931
Position 4391: 0.008008513441478739
Position 353: 0.006825735260138686
Position 8249: 0.006395788676954676
Position 2980: 0.006161608609365529
Position 6976: 0.0054672252637311515
Position 8462: 0.005347705687902346
Position 78: 0.005320395751325607
Position 1251: 0.004603596069768473
Position 8829: 0.004370380298289827
Position 813: 0.004317407964920992
Position 493: 0.0031690050975028616
Position 7038: 0.003053805209855467
Position 7992: 0.0020325440161513097
Position 1218: 0.0019216278102843795
Position 106: 0.001882259896646182
Position 2964: 0.0018780915995939113
Position 2301: 0.0017330631689116145
Position 2977: 0.0016081238505476093
Position 2753: 0.00160226241507349
Position 3088: 0.0015195845069782502
Position 301: 0.0012543918413186594
Position 379: 0.0011669495598517546
Position 8383: 0.0010752866267514942
Position 580: 0.0009753293160627039
Position 333: 0.000947499299446131
Position 176: 0.0008193095316658804
Position 2280: 0.0007197705441437022
Position 1196: 0.0006331343424030496
Position 7547: 0.0005918052755177639
Position 7481: 0.000553148758190701
Position 376: 0.0005460747922608723
Position 718: 0.0005170401599600031
Position 8537: 0.0004746486529265627
Position 1453: 0.0004708341842393424
Position 7456: 0.00044316917975932037
Position 359: 0.0003921071591591773
Position 1407: 0.000386764902634517
Position 129: 0.00037905977938109287
Position 7842: 0.0003532075709572267
Position 1163: 0.0003531341401126532
Position 7141: 0.00022977922195854353
Position 2366: 0.0001802710922381496
Position 7913: 0.00011144353678750635
Position 8644: 0.00010313653933937886
Position 4228: 9.795300420977518e-05
Position 8046: 4.1972913502250214e-05
Position 853: 2.878586032293402e-05
Position 768: 2.605658909920344e-05
Position 856: 1.9965900351433907e-05
Position 7932: 1.6644609044039958e-05
Position 7909: 1.6240713063260497e-05
Position 7654: 9.690238414085875e-06
Position 397: 9.500610855435486e-06
Position 193: 8.94664853600767e-06
Position 164: 8.081303106499167e-06
Position 726: 7.355121592469574e-06
Position 528: 6.954215528212739e-06
Position 3641: 4.187759997743024e-06
Position 188: 2.883035566641706e-06
Position 357: 1.413013943530913e-06
Position 420: 1.319687568232735e-06
Position 796: 1.0697525960738252e-06
Position 570: 4.781729660891085e-07
Position 322: 3.824418791718949e-07
Position 432: 3.34344265404431e-07
Position 4177: 3.199630529137962e-07
Position 214: 3.1034633427737244e-07
Position 3700: 2.869039486869538e-07
Position 385: 2.4720907339149754e-07
Position 513: 1.906544200830148e-07
Position 82: 6.00963207848565e-08
Position 162: 1.516680814966923e-08
Position 491: 1.3618540346982317e-08
Position 282: 4.986759958797564e-10
Position 541: 2.4007323810786132e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3385: 0.9969189386279279
Position 19135: 0.8937283639309651
Position 7000: 0.6259598688672403
Position 24445: 0.33277973121401144
Position 23308: 0.29857066700277
Position 5533: 0.2983367268599541
Position 7034: 0.20048718594169274
Position 7163: 0.1846189436545643
Position 3630: 0.09394491281535094
Position 6901: 0.09113140289821064
Position 22453: 0.08904445333978578
Position 961: 0.05361489564885064
Position 19378: 0.051812465929132134
Position 1155: 0.050096929397163405
Position 20548: 0.04500875675920969
Position 8911: 0.04351594678862947
Position 1122: 0.038716848351424075
Position 850: 0.031052724715005302
Position 19790: 0.027857272772760393
Position 8165: 0.022585021417953276
Position 7137: 0.019123204727511577
Position 6172: 0.018484356796492834
Position 6928: 0.01801690202666941
Position 4155: 0.015957901502728647
Position 675: 0.011263877147753568
Position 8727: 0.010499587432470111
Position 2860: 0.009534454322368203
Position 8461: 0.008966302355106833
Position 5889: 0.008585453785433404
Position 5012: 0.0078015652446491775
Position 7778: 0.0076877563191335724
Position 2366: 0.006740236185963128
Position 5918: 0.006433881959065174
Position 1182: 0.006240964190063968
Position 2393: 0.006223230895408454
Position 1204: 0.005948476053124178
Position 6951: 0.005829506070992598
