Gene = ZMYND10
index = 1606
Annotated 5SS: [1365 1729 3119 3290 3546 3735 3935 4456 4838 5043 5279]
Annotated 3SS: [1619 3001 3235 3407 3645 3833 4282 4711 4920 5152 5366]
SMsplice 5SS: [ 246 1365 1729 3119 3290 3546 3735 4456 4838 5043 5279]
SMsplice 3SS: [1248 1531 3001 3235 3407 3645 4282 4711 4920 5152 5366]
top_k =  500
Partition function (log Z): 20.688354336496822

Sorted 5' Splice Sites (High to Low Probability):
Position 5043: 0.999785472420498
Position 3735: 0.9731528969798874
Position 3119: 0.9629928493685249
Position 3546: 0.9605312070576542
Position 3290: 0.9478328109416899
Position 1729: 0.8468839339825125
Position 5279: 0.8440334031073344
Position 4838: 0.8198038847763698
Position 1365: 0.7872577894311561
Position 4456: 0.5644640660520251
Position 246: 0.5419632457340628
Position 847: 0.5171185922732593
Position 3935: 0.366058172695201
Position 466: 0.18545303945370514
Position 5571: 0.12532773145887768
Position 206: 0.12453812453242508
Position 1032: 0.10655082100906425
Position 18: 0.0714471917877676
Position 1378: 0.05661266715930307
Position 2014: 0.04705508693573912
Position 1318: 0.046467842776550645
Position 3327: 0.0443623861169873
Position 4587: 0.03855177709122276
Position 1538: 0.030461546301850464
Position 714: 0.018523301139369116
Position 4071: 0.014557578418411177
Position 673: 0.009915046779364013
Position 3053: 0.007679316225376092
Position 5643: 0.0070132786985462785
Position 5285: 0.004976155586897062
Position 3116: 0.004890861950369191
Position 5267: 0.004795859155619052
Position 3981: 0.003210457845297152
Position 152: 0.0025047579182191555
Position 3556: 0.0021300746386904825
Position 1947: 0.0017814617135298678
Position 1325: 0.001761697796939172
Position 1739: 0.0016533284046523742
Position 79: 0.001563940855637205
Position 3415: 0.001528909526224214
Position 283: 0.0013805337079342214
Position 163: 0.0013589728283325943
Position 3411: 0.001258830366023262
Position 225: 0.0010779503423264522
Position 601: 0.0010227003282713982
Position 5639: 0.0009646455023922346
Position 3607: 0.0009460930962487817
Position 851: 0.0008728059299309789
Position 104: 0.0008596203214466122
Position 1200: 0.0008559704196226615
Position 2245: 0.0008008191442661837
Position 2303: 0.0007686694707270404
Position 1877: 0.0007437165536141058
Position 3135: 0.0006417593850059236
Position 3857: 0.0005816776186359524
Position 3320: 0.00045057388956375606
Position 4203: 0.00043346359997587517
Position 2026: 0.0004289012674740607
Position 3447: 0.0003826534651825684
Position 5609: 0.00036432577071288753
Position 4142: 0.0003586587916113665
Position 2023: 0.0002702453997219047
Position 4366: 0.00026984344332978176
Position 2037: 0.0002620770961565353
Position 313: 0.00024227513104065076
Position 3074: 0.00024034410551878864
Position 1951: 0.00022548159599547783
Position 3550: 0.00022500061284907164
Position 4852: 0.0002051637791594399
Position 450: 0.00020179280445995653
Position 4491: 0.00017671929191772148
Position 2335: 0.00015700258301641618
Position 3480: 0.00015030502691142179
Position 5652: 0.00014566109330803247
Position 4181: 0.00014501901691907034
Position 1714: 0.00013715962436006962
Position 3499: 0.00013047352346640828
Position 1915: 0.00011406983560552909
Position 1620: 0.00010956882198731337
Position 677: 0.00010758194939905048
Position 1681: 0.0001017261484755215
Position 3940: 9.653492557687822e-05
Position 198: 8.75968058777745e-05
Position 3236: 8.553554352810665e-05
Position 1824: 7.050555915153703e-05
Position 3581: 6.83545803408444e-05
Position 4110: 6.499873583002421e-05
Position 27: 6.287877485270406e-05
Position 2003: 5.2656524395698684e-05
Position 4430: 4.741819014658461e-05
Position 81: 4.637921583009985e-05
Position 118: 3.158137734308636e-05
Position 886: 2.659859912171877e-05
Position 3789: 2.5958198197589943e-05
Position 3188: 1.812582644572208e-05
Position 3064: 1.4471426003400005e-05
Position 5153: 1.4356058121689044e-05
Position 441: 1.4327471389938712e-05
Position 468: 1.3157196151300007e-05
Position 5070: 1.1065188953955045e-05
Position 5426: 9.555066876700459e-06
Position 3496: 8.690928866417334e-06
Position 8: 8.67214976157679e-06
Position 3725: 6.50870244441744e-06
Position 5001: 4.084541652436563e-06
Position 3703: 3.89872565667059e-06
Position 1312: 2.9683240534803396e-06
Position 470: 1.7784587961966722e-06
Position 22: 1.523463291910986e-06
Position 349: 1.2972041294136323e-06
Position 766: 1.0334087129720251e-06
Position 5096: 9.491057837624649e-07
Position 5100: 1.8279348859208822e-07
Position 559: 5.08806413591323e-08
Position 374: 2.2259064611697183e-08
Position 504: 1.5771960093992967e-08
Position 974: 1.2826554700415853e-08
Position 495: 1.250321671597985e-08
Position 4999: 5.817937949567037e-10
Position 379: 1.7799835749991837e-10
Position 5264: 6.274038502032622e-11
Position 3566: 5.1681413416707625e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4920: 0.9981624871368558
Position 5152: 0.9923473254659653
Position 3407: 0.972446618873887
Position 3001: 0.9621881454715193
Position 3645: 0.9412734712324582
Position 3235: 0.7929879426773808
Position 5366: 0.6101795845323704
Position 4282: 0.5560830082818983
Position 1248: 0.5065294189172127
Position 1531: 0.49781081902370417
Position 4711: 0.3359395605550375
Position 1619: 0.3104124013688832
Position 3833: 0.2918438322468675
Position 4730: 0.27130363829379345
Position 1182: 0.26448369416218204
Position 3209: 0.19658465737283876
Position 713: 0.17182935233037697
Position 345: 0.16589914012579476
Position 4672: 0.15889010508316767
Position 5716: 0.13492235675770206
Position 1223: 0.11970780517886703
Position 5419: 0.11961689490870163
Position 912: 0.10321630475056959
Position 3845: 0.08008577037384065
Position 1615: 0.04702264636868871
Position 1844: 0.03847147125582177
Position 5639: 0.034014333891862446
Position 367: 0.03202261507337064
Position 734: 0.028586188288116685
Position 5513: 0.026016228820249506
Position 766: 0.02502586547766561
Position 639: 0.021438643280489098
Position 5479: 0.020172091340469902
Position 774: 0.019397542733078522
Position 4771: 0.019390528867236283
Position 4622: 0.018224979002440866
Position 3072: 0.017586743008852924
Position 4560: 0.016947881444096556
Position 4333: 0.01448653004525796
Position 5424: 0.013836743498587411
Position 1893: 0.011721099606946842
Position 3654: 0.010864605705284079
Position 4338: 0.010831746573648084
Position 586: 0.0079788145203064
Position 4196: 0.007857930863484923
Position 3450: 0.007051076528025827
Position 1537: 0.0069746368912481154
Position 5721: 0.006896207249753483
Position 5609: 0.006004324297020806
Position 533: 0.005920351743461607
Position 935: 0.005355873465136492
Position 5665: 0.0050486774099107404
Position 5552: 0.005022593417635096
Position 5121: 0.00451714974719962
Position 3866: 0.0042860250641788365
Position 3410: 0.004200502699777936
Position 1479: 0.004131159778732124
Position 4261: 0.004033908711007171
Position 4572: 0.003972595135796382
Position 3995: 0.003654214147424663
Position 3648: 0.002878139948335617
Position 1632: 0.0028621031717461958
