Gene = BSND
index = 146
Annotated 5SS: [ 431 6184 8340]
Annotated 3SS: [6088 8063 9280]
SMsplice 5SS: [ 431 1387 6184 8340]
SMsplice 3SS: [1302 6088 8063 9299]
top_k =  500
Partition function (log Z): 1.2734855792264987

Sorted 5' Splice Sites (High to Low Probability):
Position 6184: 0.9716112909736379
Position 8340: 0.8698439952701394
Position 431: 0.8442278500987281
Position 1387: 0.7010516640242418
Position 9428: 0.4461708340651317
Position 965: 0.3636828421893055
Position 9583: 0.34581548309405125
Position 6506: 0.20738837240799624
Position 687: 0.15855525190644634
Position 5782: 0.139592312116177
Position 318: 0.13574165642993852
Position 2977: 0.09709351029995922
Position 9: 0.0886831817316401
Position 9827: 0.08319709496797391
Position 7511: 0.03963591890974647
Position 7644: 0.039618106997760964
Position 3939: 0.036213444845940676
Position 2983: 0.03448206093190814
Position 7570: 0.023532925318918256
Position 6215: 0.023338678893345077
Position 2238: 0.020410447398070686
Position 172: 0.014235277705038712
Position 6475: 0.013932040189516864
Position 3156: 0.01220668449344667
Position 2000: 0.011870428275914495
Position 10409: 0.011581344330256276
Position 2826: 0.011579922296568523
Position 969: 0.011344218223178952
Position 2004: 0.010269248405765903
Position 2024: 0.008825502220943474
Position 4010: 0.008816558565267368
Position 82: 0.008211997011078758
Position 10833: 0.00812782760633302
Position 4176: 0.007866254765381758
Position 8165: 0.007779597048425824
Position 3029: 0.007577736665310505
Position 5943: 0.006896705057287534
Position 6425: 0.006034192939254881
Position 2844: 0.005859804041945933
Position 2420: 0.005815544335710789
Position 2922: 0.005647194902546884
Position 3110: 0.004828449648817416
Position 461: 0.00445753126567847
Position 3910: 0.004144721778677098
Position 3217: 0.004058569843201939
Position 6188: 0.003806154012603273
Position 9555: 0.003325430940744726
Position 30: 0.0030425437904582336
Position 877: 0.0030402043970067893
Position 44: 0.0030181228096320734
Position 386: 0.0028170151532886643
Position 7274: 0.0026386683873389012
Position 8237: 0.002515676561257876
Position 1370: 0.0023086837644440096
Position 7964: 0.0020916270072913272
Position 1512: 0.0017343659492486281
Position 8699: 0.0015764688077063607
Position 4019: 0.0014965576890215897
Position 2939: 0.001446180873069339
Position 2271: 0.0014381311814673963
Position 6470: 0.0014068925508337752
Position 1382: 0.0014021004650242284
Position 8561: 0.0013238494390316838
Position 1766: 0.001052459424817666
Position 3844: 0.001008455295555016
Position 9539: 0.0009643904569684521
