Gene = PCDHGB5
index = 1002
Annotated 5SS: [  2397  96738 107354]
Annotated 3SS: [ 96678 107264 112818]
SMsplice 5SS: [   228   7249  11494  12493  22147  24978  36147  57334  80419  85700
  90731  93573  96738 107354 110985]
SMsplice 3SS: [  7140  11381  12383  21859  24810  36028  57210  80265  85581  90559
  93362  96678 107264 110924 112818]
top_k =  500
Partition function (log Z): -49.6504642426801

Sorted 5' Splice Sites (High to Low Probability):
Position 11494: 0.994182398574938
Position 12493: 0.8536823355265613
Position 16935: 0.8067081689159491
Position 7249: 0.7902530397574423
Position 6227: 0.6299469751724602
Position 228: 0.6120984291108831
Position 693: 0.3933109460653759
Position 22147: 0.3847900201104096
Position 24978: 0.3335035431079334
Position 11950: 0.3074150465046293
Position 15369: 0.2583890987642671
Position 15804: 0.2376535617118283
Position 427: 0.2215733776336431
Position 2397: 0.20901660532332542
Position 11710: 0.19740700900906702
Position 11223: 0.12282822666892704
Position 15362: 0.11441465453155834
Position 16203: 0.11037019102955917
Position 22740: 0.10980426474186906
Position 22795: 0.10774152691339096
Position 23847: 0.10243753474587274
Position 255: 0.07005630427560487
Position 25533: 0.05014424695012003
Position 16653: 0.04726734336681134
Position 17484: 0.04567784767507434
Position 11909: 0.03815442977915443
Position 15874: 0.03346651994056352
Position 8466: 0.01807246384609578
Position 18580: 0.012826390616976564
Position 1623: 0.01012459550274067
Position 1758: 0.00936268498841749
Position 5033: 0.009002561650131325
Position 8505: 0.00796327980813496
Position 720: 0.006258853593924674
Position 12305: 0.005595703432992947
Position 8254: 0.0053693032738413695
Position 15013: 0.0050515875097090525
Position 201: 0.004710819707245617
Position 6088: 0.0027950756612988513
Position 11728: 0.0019885493547463677
Position 12010: 0.0019082229060864411
Position 88: 0.0008100828456870033
Position 13076: 0.0005333678323135563
Position 14070: 0.0004658748390592177
Position 354: 0.0003933865907996695
Position 11758: 0.0003059479976613407
Position 1863: 0.00029592930001023167
Position 11806: 0.0002295883323725387
Position 1998: 0.0002255364983061804
Position 205: 0.00019684388395861555
Position 164: 0.00012255526006943194
Position 979: 0.00011345905014318618
Position 562: 4.767803857910301e-05
Position 1131: 4.7004498361788095e-05
Position 1923: 2.8570482957059018e-05
Position 958: 2.843215230808496e-05
Position 360: 2.805692761039422e-05
Position 506: 2.2581609375493126e-05
Position 135: 1.961396999321833e-05
Position 465: 1.8093248854271396e-05
Position 171: 1.3093926229018811e-05
Position 431: 9.192706755507016e-06
Position 13002: 7.579151146177618e-06
Position 248: 6.560076413636169e-06
Position 565: 3.8998872746357464e-06
Position 737: 3.529524960212026e-06
Position 1068: 2.1786811558951914e-06
Position 304: 1.4222205998021864e-06
Position 179: 1.3371138273283197e-06
Position 529: 7.162474157696051e-07
Position 138: 5.139380520698862e-07
Position 649: 2.7145353961106172e-08
Position 744: 1.9736635046814538e-08
Position 45: 9.306296573657284e-12
Position 71: 5.56224748412886e-12
Position 324: 4.0432891216565367e-13
Position 65: 8.803263066518814e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 24810: 0.8395101607934998
Position 11381: 0.7094919828064159
Position 16767: 0.6053672236743277
Position 7140: 0.5812930739462797
