Gene = ACAA1
index = 22
Annotated 5SS: [  344   617  3257  5283  5613  7919  9423 10699 11047 11383 11644]
Annotated 3SS: [  522  3198  5202  5569  7819  9341 10507 10866 11326 11497 14085]
SMsplice 5SS: [  344   617  5283  7919  9423 11047 11383 11644]
SMsplice 3SS: [  522  5202  7819  9341 10855 11326 11497 14085]
top_k =  500
Partition function (log Z): 12.991162184172865

Sorted 5' Splice Sites (High to Low Probability):
Position 617: 0.9984801261380876
Position 5283: 0.9931446474204317
Position 7919: 0.9895336010075004
Position 11383: 0.9453633097502396
Position 9423: 0.8997494443144409
Position 11644: 0.8904831840431487
Position 11047: 0.8188841586571952
Position 344: 0.7921465733564074
Position 5613: 0.5691685604062668
Position 3257: 0.4524260803489749
Position 6523: 0.33073321925223853
Position 3074: 0.31315905914425357
Position 3718: 0.3096572189518395
Position 6211: 0.2955679333143176
Position 4287: 0.2617156327397681
Position 128: 0.13496804991191363
Position 2700: 0.13427818360842708
Position 2025: 0.12854253212627811
Position 2009: 0.111402257180398
Position 1194: 0.11062771359324397
Position 5875: 0.11056577683238132
Position 10699: 0.09706305992250787
Position 837: 0.09518835463989117
Position 6223: 0.0889341684996892
Position 403: 0.0866805860158078
Position 2066: 0.07061989041390644
Position 9525: 0.05604032665910923
Position 188: 0.04714041927525013
Position 2819: 0.044994333563189166
Position 1246: 0.040553967674783455
Position 2972: 0.03726099666441068
Position 8267: 0.037042445522526134
Position 2333: 0.035501595809438784
Position 407: 0.031117570320611732
Position 10881: 0.02281830028630625
Position 9903: 0.017356730714270782
Position 12251: 0.015550300783207478
Position 10721: 0.013702288090931087
Position 10715: 0.011252660517182385
Position 5756: 0.011155264192928336
Position 8166: 0.010097120285925859
Position 1257: 0.009492462926940505
Position 1399: 0.00908223389451038
Position 10351: 0.00777673677766779
Position 8305: 0.00751922365497046
Position 4333: 0.0074417258049130994
Position 2315: 0.007348706021445725
Position 2256: 0.006945282726984215
Position 4274: 0.0067082850301325506
Position 1563: 0.006060602785111619
Position 10621: 0.004889658224350192
Position 1090: 0.0038152212955383127
Position 11052: 0.003751526587060255
Position 9556: 0.0035130996520398067
Position 1341: 0.0030979467905712962
Position 11428: 0.002944280937689252
Position 11433: 0.0028914597327193733
Position 11156: 0.0026354782765482653
Position 12353: 0.002569661417531088
Position 6530: 0.00251649195820719
Position 13466: 0.0024540144661937186
Position 5298: 0.0023848714040180896
Position 6600: 0.00222474945204434
Position 8191: 0.0022108717054608387
Position 2204: 0.002052202885773576
Position 11461: 0.0018386373561422055
Position 8291: 0.0018025491833629902
Position 10964: 0.0017345715124864275
Position 3550: 0.0016693853272434405
Position 8858: 0.0016601207147578017
Position 398: 0.0015911138315570484
Position 5609: 0.001387579003259343
Position 151: 0.0012956267657262906
Position 5495: 0.001192844861715727
Position 8385: 0.00116137156330539
Position 613: 0.0009935813430637529
Position 1403: 0.0009767598170251502
Position 8108: 0.000956863458256399
Position 9591: 0.000952700669718874
Position 8466: 0.0009402963917018198
Position 6237: 0.0009174303491210205
Position 867: 0.0009141555946038893
Position 100: 0.0008768791413552186
Position 8324: 0.0008439244993397065
Position 1998: 0.0007849249027352096
Position 907: 0.000759975573253758
Position 2338: 0.000680916927804603
Position 9: 0.0005634931166361278
Position 850: 0.0005590558929236438
Position 357: 0.0005576466681388518
Position 1948: 0.00043578182401914116
Position 1830: 0.00042327362970940907
Position 11250: 0.0003580960347490989
Position 210: 0.00024634962050596327
Position 63: 0.00023480698526759904
Position 284: 0.0002268907964800156
Position 663: 0.00018265791743045308
Position 5570: 0.00016118120495297399
Position 86: 0.00012396003602094211
Position 1747: 0.00011019369542081687
Position 9463: 9.88395660286333e-05
Position 144: 9.321257379972514e-05
Position 38: 9.230636003631782e-05
Position 258: 8.728961451686564e-05
Position 827: 8.60870901613059e-05
Position 917: 8.207616436898876e-05
Position 1992: 7.86886480587494e-05
Position 98: 5.921952074540921e-05
Position 416: 5.8973440096793744e-05
Position 2029: 5.7632192249494434e-05
Position 293: 5.578883063936182e-05
Position 290: 4.1665229894419434e-05
Position 456: 4.0046488614626016e-05
Position 29: 3.595581654956205e-05
Position 112: 3.515441536352873e-05
Position 160: 3.305082927148915e-05
Position 475: 3.2510931250334854e-05
Position 995: 2.9314281450383494e-05
Position 1036: 2.8315793033527755e-05
Position 822: 2.628787596828291e-05
Position 54: 2.4886031921532026e-05
Position 372: 2.42481997428387e-05
Position 952: 2.246537357485071e-05
Position 287: 2.1204915530074664e-05
Position 1983: 1.747482853979417e-05
Position 42: 1.7300697360805265e-05
Position 759: 1.5933168816291548e-05
Position 370: 1.4637058243821411e-05
Position 763: 1.3419957007369127e-05
Position 11830: 1.1067647358963128e-05
Position 411: 9.53895095366817e-06
Position 116: 8.33040246071049e-06
Position 1028: 8.187877412552434e-06
Position 89: 7.9671822746072e-06
Position 1072: 6.954093266072457e-06
Position 958: 6.36427376012065e-06
Position 915: 5.896438405649677e-06
Position 1077: 4.683086844845117e-06
Position 1156: 4.2014942165514935e-06
Position 577: 3.7432200969485757e-06
Position 950: 2.2859900982971075e-06
Position 132: 1.6567461382411872e-06
Position 820: 1.6243123473372486e-06
Position 858: 1.4088226557451447e-06
Position 464: 1.2436506895438799e-06
Position 453: 9.97508088990192e-07
Position 944: 9.412505248083974e-07
Position 667: 6.132778450050026e-07
Position 611: 4.3478718979907327e-07
Position 565: 3.512396146798564e-07
Position 1443: 2.4127503093804994e-07
Position 191: 2.0814956317747942e-07
Position 489: 1.3305332512923009e-08
Position 740: 7.474809225143126e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 522: 0.9889709503024429
Position 5202: 0.9825135618395738
Position 7819: 0.9821002011022746
Position 9341: 0.9223269780244476
Position 11497: 0.8376247112903682
Position 11326: 0.8218827903346078
Position 10855: 0.7121161652926072
Position 14085: 0.5320531708948157
Position 2918: 0.32203682102948034
Position 3138: 0.31646546862398484
Position 3549: 0.3038200278509725
Position 1913: 0.30187612878583964
Position 5569: 0.29146910364959344
Position 6346: 0.2474144331799609
Position 4042: 0.1958462838054973
Position 5526: 0.1708887270417445
Position 6023: 0.14581036176963055
Position 5721: 0.13526265789057806
Position 2655: 0.12939562041859726
Position 10866: 0.12747967035497867
Position 1143: 0.12628757960861267
Position 11203: 0.12047573197901751
Position 10507: 0.1158199088795602
Position 6140: 0.11026906054325607
Position 3198: 0.10766779068798162
Position 776: 0.0966597327815971
Position 5521: 0.09216615786216782
Position 13971: 0.08591980289812275
Position 13582: 0.07838755233744404
Position 6386: 0.07267297889111432
Position 268: 0.06366923332828557
Position 13748: 0.06234910791773541
Position 4191: 0.060624352801009945
Position 2117: 0.04699422896530089
Position 13881: 0.04367409898185473
Position 8050: 0.043575471093537245
Position 6074: 0.03727741737402196
Position 12017: 0.03708263782542249
Position 238: 0.03425400378872472
Position 6059: 0.032295492628841765
Position 1065: 0.02888513119512916
Position 11561: 0.027122175896740017
Position 12050: 0.02616937638118694
Position 2736: 0.025522688740302345
Position 2955: 0.022290407060285858
Position 11277: 0.020710348101233546
Position 6104: 0.020227582491659787
Position 13563: 0.018873814305219224
Position 4239: 0.01818041532236225
Position 2442: 0.01764040445777655
Position 6430: 0.015387048591414668
Position 9298: 0.015063706998060838
Position 8100: 0.013998259567598184
Position 5241: 0.01366113667180835
Position 5864: 0.013572300606188272
Position 9244: 0.013141533581615602
Position 11148: 0.012730891897099509
Position 2593: 0.012513025117520896
Position 13086: 0.012021760411750388
Position 11539: 0.010809406559929034
Position 553: 0.010747364458177993
Position 12129: 0.010631753397335304
Position 12608: 0.009969141977955105
Position 9781: 0.009912497726473917
Position 11748: 0.009634029390191175
Position 13380: 0.009310193855389504
Position 9167: 0.009276848687516385
Position 1947: 0.008868357111492505
Position 5393: 0.008608178848675754
Position 13701: 0.008531720601924773
Position 12245: 0.007586234733874849
Position 3065: 0.007075218657062415
Position 2773: 0.006439047796046211
Position 961: 0.006397033549447905
Position 1089: 0.0063260238694454445
Position 7846: 0.006185024156672892
Position 9648: 0.005833444030127052
Position 1193: 0.005623249291340601
Position 737: 0.0056202975856363205
Position 12769: 0.005460453997398126
Position 13716: 0.005024124026422261
Position 10298: 0.004974922592379952
Position 12370: 0.004889544426825501
Position 5465: 0.004809812108355026
Position 10112: 0.004648871826062181
Position 10918: 0.004641137657816612
Position 6165: 0.004476290330101643
Position 12197: 0.0044403315638946415
Position 11028: 0.004208580632708591
Position 5429: 0.004139370690893537
Position 10512: 0.003957195309199078
Position 3632: 0.003843389611293729
Position 12795: 0.003702591026812142
Position 11851: 0.0036379123528262453
Position 2465: 0.0036347490658491205
Position 14212: 0.0035735282782915923
Position 2818: 0.0033635993524851492
Position 5755: 0.003356112323871756
Position 13671: 0.0030784265864523164
Position 12250: 0.003006686811067137
Position 8107: 0.003001493828456538
Position 12838: 0.0027053122127710457
Position 10613: 0.0026533693728514156
Position 2572: 0.0024913417274141556
Position 10542: 0.002487365643497718
Position 11602: 0.0023600886417455245
Position 2990: 0.0023321234703633153
Position 2204: 0.002157278420575401
Position 12488: 0.002119793707683095
Position 11857: 0.00208043370923274
Position 3600: 0.0019938014895734416
Position 1339: 0.001975918124341279
Position 2923: 0.0019278864903684804
