Gene = UHRF2
index = 1529
Annotated 5SS: [  321  7820 20851 47469 62178 64486 68444 68777 73603 80610 84038 84836
 86609 87387 91369]
Annotated 3SS: [ 7588 20590 47249 62067 64298 68319 68668 73497 80502 83874 84694 86511
 87228 91269 92709]
SMsplice 5SS: [  321  7820 11506 15066 20851 36269 47469 62243 64370 68444 68777 73603
 80610 83781 83946 84836 86609]
SMsplice 3SS: [ 7588 11380 14878 20801 36157 47249 62067 64298 68319 68668 73497 80502
 83636 83874 84694 86511 92709]
top_k =  500
Partition function (log Z): -39.48610040691477

Sorted 5' Splice Sites (High to Low Probability):
Position 7820: 0.9926795968079785
Position 321: 0.972965789673239
Position 20851: 0.9053310866459408
Position 11506: 0.6397273430243957
Position 15066: 0.5974633000930505
Position 15005: 0.38362656679857926
Position 24188: 0.36393010292456596
Position 9430: 0.2015821694083074
Position 13999: 0.19839464599525566
Position 1042: 0.15626688909034578
Position 1593: 0.14488257566172177
Position 2685: 0.08514298125180961
Position 25355: 0.08483660245048114
Position 29607: 0.08480611083613686
Position 8461: 0.05031441579647976
Position 2272: 0.0425503359648249
Position 2205: 0.04024857376857043
Position 2696: 0.03695065238488567
Position 42: 0.03678298739391695
Position 2692: 0.03573543342875781
Position 21396: 0.03320500589348057
Position 33: 0.03320075111111527
Position 5041: 0.029147888270732832
Position 6876: 0.02315766919660949
Position 4282: 0.022962271245576434
Position 2700: 0.022036452937596207
Position 4389: 0.02130975161898103
Position 1603: 0.021046208564954996
Position 4202: 0.01935462212356858
Position 12871: 0.01616981384445606
Position 13050: 0.01610930888098089
Position 4191: 0.015482494745918037
Position 12418: 0.013928325730868385
Position 9236: 0.011624889323951317
Position 24239: 0.010915736099348029
Position 941: 0.0086955395502132
Position 1990: 0.008602725079305403
Position 4259: 0.00817546493503183
Position 4807: 0.007654572674165818
Position 10493: 0.007525512593212831
Position 180: 0.007366044924638384
Position 14046: 0.007285077404233214
Position 442: 0.0072566765455700285
Position 37: 0.006763509147604741
Position 7748: 0.005496602571003208
Position 5815: 0.004776121554285857
Position 11501: 0.004392509174764256
Position 12893: 0.004340316494953153
Position 5050: 0.0038763863842704444
Position 11589: 0.003660605690722178
Position 17340: 0.0024147095430711507
Position 589: 0.0018587145537216642
Position 9515: 0.0015383192402464868
Position 526: 0.0007054619348999962
Position 8661: 0.0006270800115981241
Position 279: 0.0005203560853572123
Position 261: 0.0005023899228717311
Position 1161: 0.0004707501734764715
Position 4013: 0.0004293396909785846
Position 467: 0.00035669072876266176
Position 846: 0.0003548882501702904
Position 8374: 0.0003310285285180254
Position 8057: 0.00021979501360831871
Position 8808: 0.00020000623252053396
Position 2187: 0.00019666207984757127
Position 1779: 0.000189597059794216
Position 7730: 0.00018254872810354457
Position 390: 0.0001482758398355583
Position 3025: 0.00012399137267608232
Position 920: 0.00012041815953416422
Position 622: 0.00010318775285997281
Position 603: 9.12350095736355e-05
Position 547: 5.747110687664965e-05
Position 403: 5.6211842935155915e-05
Position 1127: 5.2987879186322926e-05
Position 1030: 3.5527427108536026e-05
Position 492: 3.1025364334109664e-05
Position 967: 2.474532036066143e-05
Position 8530: 2.2014655898043448e-05
Position 28: 2.1946172186941713e-05
Position 1172: 1.914118870796294e-05
Position 272: 1.1473245871772003e-05
Position 1455: 9.548449151343985e-06
Position 148: 6.475947067838658e-06
Position 1050: 5.301279765428312e-06
Position 540: 5.165230014672525e-06
Position 1148: 4.957698135025984e-06
Position 988: 4.79594756262131e-06
Position 499: 4.657509427141859e-06
Position 971: 4.406848376290215e-06
Position 1583: 3.7383393331723425e-06
Position 222: 3.689949028849408e-06
Position 614: 2.8482304791564964e-06
Position 578: 2.7247615771036366e-06
Position 1207: 2.558531059208975e-06
Position 224: 2.381710069866831e-06
Position 1558: 1.896275609031668e-06
Position 263: 1.866355104875068e-06
