Gene = LEMD1
index = 780
Annotated 5SS: [   65  1600  2825  5823 37767]
Annotated 3SS: [ 1479  2701  5757 37689 40197]
SMsplice 5SS: [   65  1600  2825 24571 37767]
SMsplice 3SS: [ 1479  2701 24470 37689 40197]
top_k =  500
Partition function (log Z): -21.510837626192824

Sorted 5' Splice Sites (High to Low Probability):
Position 2825: 0.9575450220346581
Position 65: 0.9563559228985885
Position 1600: 0.8437271979100072
Position 3128: 0.31488910281808463
Position 11682: 0.11991349807175118
Position 1609: 0.09470422762783164
Position 286: 0.09303673847499958
Position 1381: 0.0726096838648306
Position 5823: 0.0329048239211084
Position 2213: 0.027281298777428964
Position 1999: 0.023820064478425815
Position 1744: 0.020755836074724792
Position 2556: 0.00799981412207249
Position 2598: 0.007474974286247297
Position 1242: 0.006708410920883288
Position 400: 0.006555542573875272
Position 715: 0.006501730105315518
Position 2412: 0.004849881721235427
Position 818: 0.004632698375076231
Position 1546: 0.004185163719658752
Position 259: 0.0038607089261965977
Position 471: 0.0036400686983661073
Position 6274: 0.0030303983993999147
Position 1604: 0.002572525517254404
Position 2514: 0.002129969724923482
Position 1955: 0.0020460911736471785
Position 353: 0.0019807412598108853
Position 2358: 0.0018562183155065972
Position 1862: 0.001494646086631446
Position 2096: 0.0012301852544754463
Position 754: 0.0012145796775020127
Position 728: 0.0009375939122673584
Position 178: 0.0008782597713456321
Position 21: 0.0007351649126508332
Position 118: 0.0007313334793799713
Position 758: 0.0005652802724374644
Position 676: 0.00047036746473194977
Position 196: 0.00040120511066350664
Position 1239: 0.0003611067716068632
Position 69: 0.0003558649094747355
Position 451: 0.00031109620429945584
Position 57: 0.000292247358698547
Position 2840: 0.00024542546125235626
Position 1178: 0.00019647534100353432
Position 423: 0.0001667177726913494
Position 943: 0.00016480040307180864
Position 936: 0.0001611441235384195
Position 348: 0.0001524727341813928
Position 990: 0.00015116827322690573
Position 932: 0.00010996007785802338
Position 159: 9.498812933227343e-05
Position 1346: 8.734281885785188e-05
Position 673: 7.71319262383545e-05
