Gene = NCSTN
index = 920
Annotated 5SS: [  210  1555  5851  6399  6979  8101  8534  8935  9720  9966 11019 12486
 12687 13076 13483 13982]
Annotated 3SS: [ 1449  5726  6276  6832  7949  8423  8781  9614  9887 10845 12382 12590
 12987 13327 13768 14876]
SMsplice 5SS: [  210  5851  6399  6979  8101  8534  8935  9720  9966 11019 12486 12687
 13076 13483]
SMsplice 3SS: [ 5726  6276  6832  8015  8423  8781  9614  9887 10845 12382 12590 12987
 13327 14876]
top_k =  500
Partition function (log Z): 18.118756006504917

Sorted 5' Splice Sites (High to Low Probability):
Position 12687: 0.9905922325434389
Position 11019: 0.9464301150636638
Position 9720: 0.9447305094268781
Position 5851: 0.9428861487634165
Position 210: 0.9167757206656381
Position 6399: 0.8912562352284983
Position 12486: 0.88252061778575
Position 13076: 0.8601097272942965
Position 9966: 0.8599527976896653
Position 6979: 0.8143307042565489
Position 8935: 0.8122978786872201
Position 8534: 0.8012327649204792
Position 13483: 0.79075942894315
Position 8101: 0.7858406522289346
Position 13982: 0.5618542817837141
Position 1555: 0.526519335863202
Position 531: 0.3044595124602839
Position 10230: 0.196238061825524
Position 10066: 0.1395484021424388
Position 4281: 0.13578519597053354
Position 3885: 0.13402236570273085
Position 1002: 0.13072846191299253
Position 12796: 0.1025229788180844
Position 8125: 0.09843531058216778
Position 726: 0.08560273585047282
Position 9323: 0.07693565240785065
Position 7894: 0.06716678936742479
Position 14597: 0.06227435606818968
Position 7406: 0.05652038814810055
Position 4342: 0.05443343390772349
Position 13493: 0.04877421072359809
Position 8696: 0.029374737003933293
Position 10176: 0.023891991370742074
Position 3095: 0.016759842113242697
Position 617: 0.015698334094890066
Position 12506: 0.015409442697327162
Position 8585: 0.013997165313807949
Position 9147: 0.012966208871182893
Position 8727: 0.012473255862937538
Position 7039: 0.011985418278097666
Position 13065: 0.011443162556676186
Position 1014: 0.011410210186560958
Position 9954: 0.0106356704619769
Position 13457: 0.010253694092534836
Position 592: 0.009528724868365488
Position 12423: 0.009143528219523165
Position 11851: 0.009065049776495554
Position 227: 0.008678876597338727
Position 12829: 0.0069014810781369606
Position 9505: 0.00646517569627543
Position 9484: 0.006293430526578289
Position 10622: 0.006291428701102643
Position 1343: 0.005041022378559483
Position 6688: 0.0040523029095845585
Position 7290: 0.003209463859803614
Position 1661: 0.0030327396833926155
Position 14588: 0.0030316168034337093
Position 11486: 0.0028041818568381323
Position 13831: 0.0027437934351810006
Position 682: 0.0026696409735549333
Position 539: 0.0026306390535436037
Position 3849: 0.00252842877840639
Position 11949: 0.002411560888530907
Position 13087: 0.002164995497461891
Position 11087: 0.0018153276166641506
Position 324: 0.0017581006351360107
Position 1380: 0.0015717241215712266
Position 6833: 0.0015271785827803593
Position 60: 0.0015247873500933355
Position 9888: 0.0013237045723480576
Position 1164: 0.001032488449336766
Position 384: 0.0009859792967019739
Position 8344: 0.0009591219475142535
Position 10056: 0.0009119321845961312
Position 10720: 0.0008351638784760737
Position 6374: 0.0008310283289003217
Position 53: 0.000794840766149181
Position 601: 0.0007602759323819348
Position 13835: 0.0007156300965515856
Position 6797: 0.0007124212960584614
Position 596: 0.0006666674288985562
Position 10405: 0.0006433265704740001
Position 13392: 0.0006159314647925879
Position 10736: 0.0005235599998940982
Position 11003: 0.0005039566751637929
Position 6394: 0.0004997509071253648
Position 5789: 0.0004562765369184856
Position 11531: 0.0004519549965353555
Position 12666: 0.00043094575017750563
Position 7419: 0.00040716805578937075
Position 11919: 0.0004012524068374215
Position 12468: 0.0003754998222606834
Position 6782: 0.00034254964369641544
Position 796: 0.0003386998649069429
Position 7585: 0.0003256828948225242
Position 1278: 0.00031279082466995306
Position 6470: 0.0002967344842855907
Position 12895: 0.00024177126605544062
Position 12914: 0.000220356477133816
Position 5864: 0.00020340547994658213
Position 5785: 0.00020272260712683905
Position 1559: 0.00017101815992110158
Position 7122: 0.00015552888099247235
Position 141: 0.00015133669410709856
Position 12863: 0.00010654800534031331
Position 165: 0.00010464948672988504
Position 820: 8.811981193433201e-05
Position 171: 8.640379330818696e-05
Position 737: 7.859354273759355e-05
Position 51: 7.55823165632504e-05
Position 1450: 7.072121300101303e-05
Position 763: 7.017056542287542e-05
Position 13651: 6.922003662497653e-05
Position 294: 5.412307995974517e-05
Position 479: 5.205658238764754e-05
Position 23: 3.789922114755252e-05
Position 656: 3.752429643840001e-05
Position 710: 2.258738240947281e-05
Position 282: 2.224640143695062e-05
Position 847: 1.5310257647519013e-05
Position 9950: 9.82440215211525e-06
Position 7483: 7.953466873853686e-06
Position 557: 3.6571157078564e-06
Position 471: 3.553402794599627e-06
Position 12557: 1.7444231972835063e-06
Position 57: 1.5907413758200132e-06
Position 311: 8.925008597976811e-07
Position 410: 7.032140984138178e-07
Position 12629: 5.619337411315212e-07
Position 9683: 2.8949586183452017e-07
Position 6479: 2.7698232967543203e-07
Position 359: 2.60230677478207e-07
Position 533: 2.0493532156665165e-07
Position 587: 1.1837182259388803e-07
Position 958: 8.685757038915338e-08
Position 405: 1.4734388070857962e-08
Position 408: 1.3768144741041257e-08
Position 640: 1.1484177518722734e-08
Position 187: 3.909251604779672e-09
Position 197: 7.913511133491434e-11
Position 344: 2.8008982187988355e-11
Position 236: 1.0337587605126865e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 12590: 0.9859954048373025
Position 5726: 0.9314791153507687
Position 14876: 0.9299992071941887
Position 12382: 0.9045595452722978
Position 9614: 0.8553600991714451
Position 12987: 0.8430229601523412
Position 13327: 0.741876067788341
Position 6276: 0.7279608381587821
Position 6832: 0.7238363940430496
Position 10845: 0.7101053271919908
Position 8423: 0.6956798294840113
Position 8015: 0.5142770074770916
Position 9887: 0.4948345221423144
Position 1449: 0.4291657872753897
Position 9831: 0.3823414144039151
Position 7949: 0.32312730156057795
Position 8781: 0.31733645689228135
Position 8818: 0.2477265061050237
Position 10050: 0.24010558858553763
Position 13768: 0.22485063598552613
Position 401: 0.20398699780961488
Position 4177: 0.19021862987825705
