Gene = IQCJ
index = 716
Annotated 5SS: [   114 176580 183480 193356]
Annotated 3SS: [176514 183398 193219 195886]
SMsplice 5SS: [   114    478   4939  12701  33076  64904  71102  78290  98333 110110
 122267 147160 150557 164406 169272 169462 172379 176580 183480 189818
 193356]
SMsplice 3SS: [   347   4803  12583  32915  64782  71015  78171  98210 110032 122141
 147063 150475 164317 169171 169354 172261 176514 183398 189761 193219
 196072]
top_k =  500
Partition function (log Z): -93.64067574963836

Sorted 5' Splice Sites (High to Low Probability):
Position 114: 0.8950663519650094
Position 478: 0.7864158450276041
Position 4939: 0.7041709872257621
Position 12701: 0.702549712465519
Position 5683: 0.6396268815930575
Position 7103: 0.4326986831911002
Position 12469: 0.3554909078896349
Position 4064: 0.2950034563086555
Position 4069: 0.23354426850559254
Position 6236: 0.21992102591309237
Position 6520: 0.20834324099462695
Position 6622: 0.10710764621942684
Position 1377: 0.10362004475961392
Position 265: 0.07517883026876764
Position 12475: 0.0636644342357398
Position 12417: 0.06356346988197581
Position 4540: 0.052085695885343106
Position 11230: 0.04732506106746634
Position 3136: 0.033408282577127
Position 4671: 0.028341989202638005
Position 441: 0.015224512664466906
Position 6718: 0.010093063123539674
Position 206: 0.0057724623348025675
Position 4913: 0.0056828679652935
Position 119: 0.0056699851857151444
Position 86: 0.004799803908107314
Position 11354: 0.0034656064745051513
Position 9942: 0.0029400718420627657
Position 1431: 0.0022580543851937885
Position 4149: 0.0011976974399659404
Position 1723: 0.001108388051216757
Position 1174: 0.000767370670976594
Position 750: 0.0005781227327052811
Position 666: 0.0005003443127550286
Position 150: 0.00045388774932922816
Position 415: 0.00033217105523393475
Position 1012: 0.00018838361721666306
Position 243: 0.00013586748671852358
Position 1152: 7.916841257408737e-05
Position 277: 7.786108245579224e-05
Position 259: 4.423715946714745e-05
Position 291: 3.269459084015142e-05
Position 896: 3.142722776993362e-05
Position 519: 2.580537253587783e-05
Position 1068: 2.4532254480430437e-05
Position 557: 2.311537469084527e-05
Position 521: 2.0275387185190954e-05
Position 517: 1.8937882804245116e-05
Position 523: 1.7380776653812324e-05
Position 241: 1.6506591292364668e-05
Position 525: 1.5875802374833137e-05
Position 271: 1.4225525896279885e-05
Position 269: 1.3520747895819862e-05
Position 527: 1.3411247753163656e-05
Position 529: 1.1854279840862011e-05
Position 531: 9.582430390794048e-06
Position 109: 9.537365441440672e-06
Position 533: 9.196836947523423e-06
Position 3444: 9.149958264163947e-06
Position 406: 8.512047040162416e-06
Position 48: 8.19735058904476e-06
Position 535: 7.521232829851769e-06
Position 3484: 7.1955900260765695e-06
Position 537: 5.833216015643395e-06
Position 285: 3.417652009592142e-06
Position 68: 3.3795494222286755e-06
Position 299: 2.1587411192483246e-06
Position 30: 1.999847654131127e-06
Position 137: 1.926604338746617e-06
Position 219: 1.0932519023317193e-06
Position 50: 4.889578046464957e-07
Position 88: 3.2583433601191395e-07
Position 279: 6.960781798784903e-08
Position 301: 6.432529340693312e-08
Position 732: 3.399616640136663e-08
Position 313: 2.2829683881001875e-08
Position 324: 1.7602185215565207e-08
Position 338: 1.265362297649029e-08
Position 334: 7.94756321457537e-09
Position 332: 7.102272399964636e-09
Position 189: 5.044734853421204e-09
Position 15: 2.2675157203910546e-09
Position 539: 3.353613735850895e-10
Position 541: 2.821079517746055e-10
Position 543: 2.3898730999260054e-10
Position 578: 2.080701564917399e-10
Position 545: 1.8669172898711647e-10
Position 565: 1.73098402240155e-10
Position 547: 1.5329692033582882e-10
Position 551: 1.39438033057499e-10
Position 549: 1.3916859968063553e-10
Position 553: 1.2852884631116318e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12583: 0.715774076519278
Position 12378: 0.6417836529463254
Position 347: 0.6367620123151149
Position 4803: 0.6282654907088244
Position 3966: 0.49811089838533823
Position 6947: 0.428851566720838
Position 6140: 0.21570792090279886
Position 5493: 0.19655716109055282
Position 5583: 0.1835804983714027
Position 21004: 0.17368040166246418
Position 294: 0.12790926788701468
Position 19941: 0.12764315799826226
Position 6479: 0.12727471685451788
Position 6438: 0.12099940308061156
Position 13050: 0.10785511500631925
Position 12984: 0.10749175726268151
Position 1270: 0.10022068278348609
Position 11103: 0.09755931167974881
Position 16536: 0.09480372420453738
Position 5514: 0.09270963172480891
Position 6398: 0.08444115595565486
Position 17052: 0.07958856214147664
Position 5451: 0.05716496111578524
Position 4432: 0.053687764558078103
Position 4605: 0.04697195338691033
Position 4624: 0.039197687294481746
Position 5496: 0.03287918598933074
Position 5564: 0.029836192572819553
Position 5533: 0.02861962591822244
Position 4575: 0.018721821057555193
Position 13037: 0.01775051957935091
Position 13547: 0.016317265649119735
Position 397: 0.01342840936421422
Position 3029: 0.010701862131743652
Position 2914: 0.010481288928861075
Position 2875: 0.010171558816726923
Position 3748: 0.01007468855096236
Position 6844: 0.009529794841876195
Position 6175: 0.008123131076758223
Position 10355: 0.007038855994421078
Position 3947: 0.00692102995876266
Position 9784: 0.006505333580076685
Position 3991: 0.006081807064429687
Position 359: 0.0049833277483533
Position 5416: 0.004911438630410973
Position 1248: 0.004743493076278349
Position 13591: 0.004578572744926457
Position 3906: 0.00448564360289502
Position 5631: 0.004049466709296682
Position 374: 0.003762517521453715
Position 5389: 0.0032514390368434615
Position 264: 0.0032114503646848624
Position 3629: 0.0030987334350359836
Position 5530: 0.0030941337685529017
