Gene = PTAR1
index = 1095
Annotated 5SS: [   90  9162 18151 25793 27804 36617 41293]
Annotated 3SS: [ 8991 18083 25687 27589 36311 41257 41373]
SMsplice 5SS: [   90 18151 21820 25793]
SMsplice 3SS: [18083 21730 25687 41257]
top_k =  500
Partition function (log Z): -25.68845202891643

Sorted 5' Splice Sites (High to Low Probability):
Position 90: 0.9459407417075448
Position 8861: 0.16306945842469414
Position 9162: 0.13397907876403936
Position 4444: 0.10847173541375826
Position 445: 0.10705184154911045
Position 505: 0.10350214403980701
Position 419: 0.08832206867142621
Position 6173: 0.07636499093545074
Position 391: 0.039165092236968214
Position 451: 0.03194896732988884
Position 1539: 0.028810871345472916
Position 1238: 0.023450544338490666
Position 441: 0.023226398805250074
Position 4223: 0.019984039587024507
Position 6340: 0.01619652623266054
Position 2385: 0.012221158148898426
Position 4800: 0.011426804218416893
Position 561: 0.011147321961020192
Position 3583: 0.008313574595698063
Position 4616: 0.005878011539249336
Position 5869: 0.0036077598415768736
Position 6415: 0.003277049536673115
Position 643: 0.0031699470423626297
Position 1441: 0.0024535725302491616
Position 6125: 0.0010413929502748687
Position 4549: 0.0009080914052433525
Position 304: 0.0008336384892780423
Position 2422: 0.000761407205973581
Position 1255: 0.0007533641196982967
Position 25: 0.0005025858170360544
Position 31: 0.00025413783145035543
Position 4723: 0.00017994535319354915
Position 120: 9.866598510773214e-05
Position 186: 9.759965346257532e-05
Position 2081: 9.493005517575494e-05
Position 37: 8.357394461954214e-05
Position 460: 7.631461910740692e-05
Position 4711: 6.730314147342651e-05
Position 5326: 6.060312959936272e-05
Position 395: 5.2656499346019156e-05
Position 289: 4.7071369959672446e-05
Position 227: 4.516484318947978e-05
Position 46: 4.075470124700216e-05
Position 94: 3.8681982528065734e-05
Position 294: 2.278372203009423e-05
Position 564: 8.602562933344147e-06
Position 152: 7.2170367305473245e-06
Position 843: 3.455351931443191e-06
Position 952: 3.209418737482484e-06
Position 49: 2.4862549253061453e-06
Position 546: 2.3475304253745856e-06
Position 243: 2.1306927924734053e-06
Position 820: 2.077838760747509e-06
Position 123: 7.03100757402503e-07
Position 1602: 9.107791227734761e-08
Position 225: 9.023417999278496e-08
Position 340: 7.718337635774946e-08
Position 1207: 3.983235859767618e-08
Position 449: 6.519002018779631e-09
Position 240: 3.5413301231177983e-10
Position 364: 6.047232543620922e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6080: 0.35420960368081583
Position 361: 0.3003529965009681
Position 7195: 0.14627829418457503
Position 13030: 0.1381635327549686
Position 4400: 0.12311714540179432
Position 9023: 0.11597468407617449
Position 6051: 0.11134528115931545
Position 8686: 0.10643086176345494
Position 13473: 0.06331357833484992
Position 8656: 0.060689948286236584
Position 418: 0.05436057853334621
Position 1132: 0.03836276640800228
Position 6454: 0.03254906377737894
Position 1237: 0.031085984324226067
Position 7322: 0.025652099259522873
Position 9132: 0.025215989976227763
Position 11733: 0.022347241592888437
Position 11268: 0.017686430376333218
Position 209: 0.017395522043076428
Position 1686: 0.013790884487067228
Position 8185: 0.01305662309774044
Position 4123: 0.012104968079112932
Position 9930: 0.011116818730430496
Position 10289: 0.010387619341377292
Position 4698: 0.009942711326104286
Position 8076: 0.007243748372866982
Position 5022: 0.00655231021724246
Position 4440: 0.0065016313101620106
Position 2288: 0.006095772079212513
Position 1441: 0.0060097481444467615
Position 2350: 0.005819152691150399
Position 6222: 0.0057783338931508025
Position 1682: 0.005525449217628414
Position 4104: 0.005227745363102411
Position 3482: 0.005194324640290347
Position 2189: 0.005181110804396654
Position 642: 0.005033280024575946
Position 1160: 0.004009544240778399
Position 3455: 0.0036528498591774073
Position 7618: 0.0036154721793033137
Position 2139: 0.0034143032114638547
Position 5913: 0.003260261598435234
Position 1370: 0.0030639052037149312
Position 6883: 0.002744440182208664
Position 4333: 0.0026631852116687474
Position 4937: 0.0024857803928507336
Position 4162: 0.002328621617397808
Position 1499: 0.0021907439919823454
Position 5586: 0.0020440253447297947
Position 5750: 0.0019079067346685513
Position 587: 0.0018837811393432726
Position 5698: 0.0016998531069083343
Position 394: 0.0015155358891659936
Position 4443: 0.0012063708007516334
Position 7256: 0.0011276032659916326
Position 2246: 0.0010278773936168851
Position 1177: 0.001001177634999073
Position 1745: 0.0008032008066692306
Position 1519: 0.0005808031727104829
Position 2045: 0.0004813141542514795
Position 726: 0.0004772731594673034
Position 843: 0.00044743009703877433
Position 4195: 0.0003525039402849097
Position 200: 0.0003246563370313066
Position 220: 0.0002921943216486673
Position 2859: 0.00020762175706504513
Position 1969: 0.00020166557304138077
Position 364: 0.00017361867802024819
Position 2779: 0.00014115079981203194
Position 2421: 0.00013401646585690808
Position 2006: 0.00011058123948689859
Position 808: 9.402675944526973e-05
Position 216: 7.39763456208554e-05
Position 1450: 6.147016916981212e-05
Position 1195: 5.896812622611138e-05
Position 1418: 4.1382091109892123e-05
Position 182: 3.1163721927465e-05
Position 546: 1.0144400402326571e-05
Position 1084: 6.154871281680639e-06
Position 1255: 6.060108309584376e-06
Position 213: 5.722291069022222e-06
Position 1988: 4.24838683315384e-06
Position 1471: 2.654819943759654e-06
Position 301: 2.6329169078894683e-06
Position 560: 2.513362282924475e-06
Position 379: 2.227884609929594e-06
Position 477: 1.6257264703712792e-06
Position 1048: 7.653663392094075e-07
Position 222: 6.11163902058628e-07
Position 1006: 4.846010390989772e-07
Position 612: 4.7280900168339427e-07
Position 381: 3.93201323084683e-07
Position 304: 6.223028867046063e-08
Position 294: 1.864216418741093e-08
Position 499: 1.0941859623307691e-08
Position 531: 2.9664919236201283e-09
Position 118: 2.907181712197397e-09
Position 150: 3.5178921090959875e-11
Position 94: 4.900242491816671e-12
Position 130: 2.6926206973326247e-12
