Gene = MAT2B
index = 818
Annotated 5SS: [  202  6649  8122  8447 11164 12127]
Annotated 3SS: [ 6453  8006  8293 10969 12012 12644]
SMsplice 5SS: [  202  8122  8447 11164 12127]
SMsplice 3SS: [ 8006  8293 10969 12012 12644]
top_k =  500
Partition function (log Z): 0.7239828876208392

Sorted 5' Splice Sites (High to Low Probability):
Position 8447: 0.9921980695730753
Position 8122: 0.9406851767710369
Position 202: 0.874832816139085
Position 11164: 0.872301007959085
Position 12127: 0.849651169786195
Position 6649: 0.5345783480145383
Position 9419: 0.2929734574492586
Position 12570: 0.10443238105523682
Position 8686: 0.1039015260647994
Position 11198: 0.09289427941269507
Position 394: 0.08673988375535613
Position 803: 0.05686815193398507
Position 6598: 0.04989933618601362
Position 434: 0.030050491434596188
Position 142: 0.028626204610052483
Position 9996: 0.028452926386316673
Position 11936: 0.025932766022735716
Position 12168: 0.02498488224765354
Position 5551: 0.01610301679722165
Position 10831: 0.015783312910566727
Position 12936: 0.011546279279795115
Position 12804: 0.007069673133945485
Position 12190: 0.006998174471118636
Position 592: 0.004898763913578729
Position 12860: 0.003393564698928083
Position 9679: 0.0025062040520106264
Position 11100: 0.0020432259100552786
Position 229: 0.0013240516329745546
Position 12131: 0.0013162558614632865
Position 9658: 0.0009928050939410139
Position 10872: 0.0007932065217813367
Position 8744: 0.0006934745888747594
Position 299: 0.0006726305765443898
Position 10423: 0.0006480241423465386
Position 10849: 0.0006251851175873992
Position 5694: 0.00041255152863567683
Position 4072: 0.0004025390619624878
Position 747: 0.0003743459106102632
Position 11508: 0.0003684417838943132
Position 11512: 0.00035473489021867704
Position 13550: 0.0003369556652261589
Position 862: 0.0003105002350754331
Position 8776: 0.0002889423180348424
Position 5170: 0.0002776314237127245
Position 10449: 0.0002266367126841367
Position 3986: 0.00022215766174709943
Position 11070: 0.0002198275472908736
Position 101: 0.00021436056903918613
Position 1794: 0.00020854432839089354
Position 11436: 0.00020203005695431818
Position 9192: 0.00018098670388428807
Position 4414: 0.00017814582336641595
Position 1112: 0.00017674678409748722
Position 1219: 0.00017542257720296585
Position 486: 0.00015947807480306227
Position 12066: 0.00015730591695404053
Position 3466: 0.00011439586157741617
Position 773: 0.00011234599555816325
Position 3263: 0.00010726389496130899
Position 4148: 0.00010233297483891126
Position 566: 0.00010048099324594822
Position 1618: 9.831909978495805e-05
Position 539: 5.854445076032249e-05
Position 8880: 5.758366792411749e-05
Position 570: 4.946424527171651e-05
Position 444: 4.7370576509434574e-05
Position 91: 4.615412205381453e-05
Position 8797: 4.4873450175589e-05
Position 438: 3.083210300878871e-05
Position 196: 2.9411217440294916e-05
Position 80: 1.874010612501416e-05
Position 28: 1.4439845590117773e-05
Position 562: 1.1603749052503565e-05
Position 222: 5.424955694415017e-06
Position 370: 5.208288031894576e-06
Position 644: 4.005211618759329e-06
Position 499: 3.4724733743412683e-06
Position 612: 1.924358851379001e-06
Position 188: 1.8196584999826214e-06
Position 778: 1.331573476087269e-06
Position 3787: 1.3312848660319264e-06
Position 3165: 1.3026364884109997e-06
Position 286: 1.2443471392481198e-06
Position 210: 1.112865115791616e-06
Position 695: 1.1092372213495465e-06
Position 1768: 9.70661612508579e-07
Position 12855: 7.653974410329947e-07
Position 12830: 7.134419260448911e-07
Position 457: 7.013730487109667e-07
Position 887: 6.601496492486724e-07
Position 322: 6.110973685972306e-07
Position 2348: 5.950739928509412e-07
Position 3664: 5.240915504326968e-07
Position 3573: 4.635160466403566e-07
Position 124: 5.6326689599933004e-08
Position 764: 4.741390095027251e-08
Position 62: 1.7718224071078524e-08
Position 175: 7.981244970382263e-09
Position 319: 2.1275085069228265e-09
Position 31: 4.631712570817419e-10
Position 524: 3.633722066948756e-10
Position 462: 3.0591896588258283e-14
Position 398: 3.728339746285709e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 8293: 0.9744110982772356
Position 10969: 0.9422055413934871
Position 12012: 0.8543908253673672
Position 8006: 0.7656942153988853
Position 12644: 0.5699940449829003
Position 6453: 0.38441182436028654
Position 12666: 0.21077169976027135
Position 12357: 0.19372383375408964
Position 9339: 0.18333249594386034
Position 6515: 0.16365515305283773
Position 7977: 0.10045330861837273
Position 9316: 0.0845600233181175
Position 8019: 0.06985781940636551
Position 725: 0.05654564426611776
Position 8557: 0.044639581005334515
Position 6476: 0.03166269527118593
Position 8536: 0.025695940785990277
Position 9868: 0.023522113349396884
Position 11053: 0.02207886883096145
Position 12925: 0.021952893373724178
Position 11806: 0.02053292458449862
Position 13379: 0.018491475949588023
Position 283: 0.01833485111327063
Position 8324: 0.016905953081947367
Position 10686: 0.01682044211752903
Position 5455: 0.016404424744350516
Position 13158: 0.01554423845482525
Position 9095: 0.014087639395219374
Position 12279: 0.014044525481144219
Position 8629: 0.012862685196512279
Position 9389: 0.008811661531030265
Position 11916: 0.008723174154230684
Position 12249: 0.00850759212795431
Position 11819: 0.007621508864705451
Position 12057: 0.007606463761802447
Position 11967: 0.007345270837085928
Position 13431: 0.007239152711043602
Position 12336: 0.0071384579966359205
Position 8633: 0.005953140104684024
Position 13257: 0.0056272496230800224
Position 13213: 0.005520223905702269
Position 12091: 0.005516876122639778
Position 12655: 0.004922922331922318
Position 6215: 0.00474801151624206
Position 7807: 0.004681285844679088
Position 342: 0.004651295008899289
Position 303: 0.0040647393829165235
Position 12935: 0.003964770526100135
Position 12669: 0.003673282039472259
Position 8559: 0.003373139416758851
Position 11895: 0.0030960375480692088
Position 13644: 0.002805240491852259
Position 8602: 0.0027601456867344023
Position 8646: 0.0027391638034419234
Position 11008: 0.002560752656564978
Position 13356: 0.0025380061319680612
Position 13382: 0.0024813634612438863
Position 11872: 0.002314956377544574
Position 13003: 0.002294726340241695
Position 8272: 0.0022741014837460868
Position 12027: 0.0021810943594948403
Position 11058: 0.002050581951050329
Position 8673: 0.0020152094407372787
Position 12206: 0.0019919664856731167
Position 9884: 0.0019106755067206025
Position 9813: 0.0017675604769419922
Position 11936: 0.0016569104582895417
Position 12110: 0.0016336884202159305
Position 8363: 0.0015946701521812518
Position 9588: 0.0013540951821902469
Position 11379: 0.0013490905424074378
Position 9504: 0.0013077755645631598
Position 414: 0.0010127188097398979
Position 11142: 0.0009772491444940622
Position 12599: 0.0009740459172588841
Position 10255: 0.0009517615345774491
Position 9135: 0.0008896295701177388
Position 8604: 0.0007620417618863272
Position 9471: 0.0007004324182937147
Position 12879: 0.0006374779116465005
Position 12957: 0.0006207852915560843
Position 9395: 0.0006207047341507872
Position 10972: 0.0005598371350992923
Position 9932: 0.000537966033007557
Position 4058: 0.0005048720368013989
Position 11405: 0.000495564608532945
Position 12692: 0.00046308548472259877
Position 12713: 0.00044745788866364176
Position 11285: 0.00044337077831346094
Position 9957: 0.0004326154245029097
Position 9248: 0.0004074267878625787
Position 9372: 0.0004011142314675088
Position 612: 0.0003907873319873269
Position 10539: 0.000381352065076126
Position 12428: 0.00036715151011165216
Position 11940: 0.0003574785641372059
Position 562: 0.00034815536865260253
Position 8575: 0.00033049932059543133
Position 8329: 0.00032447268732868775
Position 11435: 0.0003157952660784426
Position 13295: 0.00031202695493643355
Position 11119: 0.00028749129604228657
Position 11835: 0.00028380008726162497
Position 384: 0.00024508533721916153
Position 9188: 0.000227884939186491
Position 1680: 0.00020951499000340198
Position 956: 0.000192918434204122
Position 8568: 0.00016373191278681843
Position 8584: 0.00015847503881208906
Position 3089: 0.00015664509845760677
Position 9935: 0.00014821115408343363
Position 3786: 0.0001379456143185841
Position 8246: 0.00013603503456442867
Position 9708: 0.0001336977972613783
Position 12569: 0.00013230836871282097
Position 1154: 0.00012393428923659385
Position 4207: 0.0001125421331376299
Position 5550: 0.00011114358150681399
Position 4867: 0.00010324191671075179
Position 4892: 9.27125002739234e-05
Position 12284: 8.227796938701192e-05
Position 3818: 8.199003796558241e-05
Position 5084: 7.611547517740935e-05
Position 12113: 6.694376974629817e-05
Position 3370: 6.631729456952929e-05
Position 4283: 6.560369022878614e-05
Position 1358: 6.16238487482267e-05
Position 12387: 4.882440853064255e-05
Position 10866: 4.820944608869814e-05
Position 8722: 4.669871842155637e-05
Position 10928: 4.0106803250698607e-05
Position 1545: 3.476012453048557e-05
Position 476: 2.6522922849958504e-05
Position 1082: 1.8501401769036983e-05
Position 8485: 1.746044243293549e-05
Position 930: 1.607907254109138e-05
Position 8194: 1.4341240864130189e-05
Position 11847: 7.161051171187043e-06
Position 9541: 6.63142549121198e-06
Position 5030: 5.561531550639851e-06
Position 8742: 4.432572622579024e-06
Position 9260: 3.1531958213182537e-06
Position 9367: 3.1315663136219516e-06
Position 9355: 2.8994187529344052e-06
Position 3635: 1.931923036104547e-06
Position 426: 1.6624340836367645e-06
Position 9536: 1.6614999732634574e-06
Position 9474: 1.390285826851068e-06
Position 3839: 1.0329918743399233e-06
Position 3465: 9.876075970730538e-07
Position 3755: 5.883794185205201e-07
Position 2181: 4.443225936947721e-07
Position 569: 2.7991213652954376e-07
Position 8982: 2.647018605275527e-07
Position 2141: 1.5075139915616992e-07
Position 494: 1.3212174836737945e-07
Position 355: 1.0682235538181189e-07
Position 485: 9.183731757206273e-08
Position 9737: 8.6644401916841e-08
Position 305: 8.659479738141759e-08
Position 1401: 8.549204712325574e-08
Position 483: 6.904378942219839e-08
Position 319: 5.875696481243331e-08
Position 398: 2.791973990784443e-08
Position 430: 2.2310141889759848e-08
Position 457: 2.0210537597869083e-08
Position 235: 1.7579579991127976e-08
Position 580: 1.4490487089745003e-08
Position 585: 6.019852523936122e-09
Position 370: 3.962943992200055e-09
Position 248: 3.238316109436415e-09
Position 185: 2.4999324230446377e-09
Position 206: 1.534831785170737e-09
Position 443: 1.1712505830916897e-09
Position 201: 1.1154182421122988e-09
Position 257: 8.536816646671e-10
