Gene = SNAPC3
index = 1288
Annotated 5SS: [  490  1283 10933 22003 24541 28699 30502 35364]
Annotated 3SS: [ 1204 10847 21897 24390 28615 30336 35255 37014]
SMsplice 5SS: [  490  1283 10933 22003 24541 28699 30237 30502 35364 37610 39102]
SMsplice 3SS: [ 1204 10847 21897 24390 28615 30110 30336 35255 37501 38926 40862]
top_k =  500
Partition function (log Z): 2.192489787495532

Sorted 5' Splice Sites (High to Low Probability):
Position 10933: 1.0000000000000004
Position 22003: 1.0000000000000004
Position 30502: 0.9950756082021954
Position 490: 0.9801355757623156
Position 30237: 0.8922146283695412
Position 28699: 0.844529042007266
Position 39102: 0.8277840095219081
Position 37610: 0.7578892922090141
Position 1283: 0.7521696030384765
Position 40287: 0.6402270130485738
Position 24541: 0.6387441334546837
Position 35364: 0.6155717048772268
Position 24546: 0.27385894474371747
Position 5640: 0.2120274488999375
Position 8068: 0.2081900976471137
Position 1234: 0.16726350955847594
Position 9810: 0.15246709152963325
Position 22529: 0.14326601818670195
Position 39030: 0.1254193722883495
Position 1485: 0.11665812171354095
Position 919: 0.09052954174882681
Position 27847: 0.07282308563001706
Position 40503: 0.07023109458347342
Position 40483: 0.05673522724379613
Position 39681: 0.04962100216199471
Position 8645: 0.048732658830438536
Position 6152: 0.04693441898085737
Position 41063: 0.04684566352279663
Position 29892: 0.04611711093237696
Position 30228: 0.042239864985716205
Position 38303: 0.038048770311315726
Position 27912: 0.03508059741086291
Position 26472: 0.027696113976250658
Position 28368: 0.022607933114817756
Position 40038: 0.01878781184276471
Position 6123: 0.01860902894002719
Position 1272: 0.013775827797091682
Position 846: 0.012615691025935636
Position 1119: 0.011579933451281868
Position 8179: 0.011222304818101067
Position 215: 0.009809843366158585
Position 25736: 0.009202885467110884
Position 25704: 0.008987447388830968
Position 40755: 0.007230653913223568
Position 195: 0.006644241647264469
Position 40143: 0.0065878358145350785
Position 8188: 0.006302486018464947
Position 36769: 0.005497045409331571
Position 39586: 0.005489415465436811
Position 8946: 0.005485320163634078
Position 6026: 0.005435898147104554
