Gene = TDRD10
index = 1387
Annotated 5SS: [  811  4687  5102  6263 18156 19261 39848 40603 41892 42299 42731 45261]
Annotated 3SS: [ 4657  5021  6203 18084 19103 39804 40511 41743 42152 42575 45189 45458]
SMsplice 5SS: [  811  5102  6263  7652 18156 19261 19428 29149 32386 37747 38890 39224
 39848 41892 42299 42731 45261]
SMsplice 3SS: [ 5021  6203  7576 18084 19103 19333 29036 32258 37549 38771 39142 39804
 41743 42152 42575 45189 45458]
top_k =  500
Partition function (log Z): -15.573700013747054

Sorted 5' Splice Sites (High to Low Probability):
Position 19261: 0.9945123172302979
Position 5102: 0.9362306706418986
Position 7652: 0.8434467758947556
Position 19428: 0.7647414708915138
Position 19688: 0.7631185962206712
Position 811: 0.7417044184474844
Position 6263: 0.6295548972412094
Position 18156: 0.49614028732601956
Position 9029: 0.48152713619643583
Position 4687: 0.24015720835069193
Position 1572: 0.17888116074865315
Position 3927: 0.1677333190171458
Position 5857: 0.1535012132831963
Position 2518: 0.08830391717452042
Position 831: 0.08373810990456705
Position 19433: 0.07407471217092564
Position 1563: 0.06671750354951063
Position 9234: 0.06366970756933127
Position 86: 0.05115716319514609
Position 297: 0.0429377182338761
Position 1553: 0.04285136409317943
Position 475: 0.03630992737102726
Position 19945: 0.0341682989377435
Position 15815: 0.028447074714722274
Position 21182: 0.027444763664912
Position 7759: 0.02229112022245943
Position 5922: 0.02026759728489297
Position 171: 0.019195763273592077
Position 559: 0.018590694219820257
Position 10410: 0.016993499851942352
Position 22938: 0.01695982508025939
Position 21241: 0.01691333026351197
Position 8645: 0.014964396064833721
Position 6165: 0.014236055206915444
Position 6065: 0.013790414093853945
Position 6807: 0.013392413067899957
Position 784: 0.013268001254299467
Position 6545: 0.01264207912911843
Position 1962: 0.010732302274896336
Position 195: 0.009113356254508279
Position 6020: 0.008991506929028246
Position 20222: 0.007619123269116196
Position 6404: 0.0068833078625733304
Position 6513: 0.006638298208469062
Position 2672: 0.0065310360847016195
Position 1567: 0.006158470166574012
Position 21356: 0.006003613859378502
Position 8232: 0.00583076809463469
Position 5484: 0.004323400990739412
Position 5406: 0.002770668235310528
Position 359: 0.0027694843930202175
Position 20041: 0.0026882495595563437
Position 5821: 0.0025407377021044683
Position 583: 0.0020050754103431117
Position 5803: 0.0018053785502125282
Position 8769: 0.00136510054942972
Position 8051: 0.0008140970665295563
Position 319: 0.0007603914461377583
