Gene = PLPP7
index = 1040
Annotated 5SS: [755]
Annotated 3SS: [18228]
SMsplice 5SS: [755]
SMsplice 3SS: [18228]
top_k =  500
Partition function (log Z): -10.572463802714523

Sorted 5' Splice Sites (High to Low Probability):
Position 755: 0.8312025472691952
Position 2542: 0.7220262771979505
Position 6350: 0.576797172981008
Position 3386: 0.5337030105504005
Position 4596: 0.38189019072898706
Position 10175: 0.34476361160275737
Position 3031: 0.25984186233255124
Position 1539: 0.23152719885722112
Position 9145: 0.22596951986576316
Position 6043: 0.21527175996532916
Position 289: 0.2117436687821377
Position 6505: 0.08855918889020926
Position 3010: 0.07975137799557609
Position 3002: 0.06119572124095433
Position 11418: 0.047695338241466406
Position 3471: 0.045543194678891646
Position 14812: 0.04138665282865965
Position 575: 0.03734276184599495
Position 1486: 0.03674896716653941
Position 733: 0.02687295190837995
Position 1438: 0.02450905382903095
Position 2396: 0.024295294392261343
Position 1530: 0.023275238261650018
Position 1599: 0.017639014515863603
Position 1087: 0.013179972944780205
Position 3547: 0.011048808795019129
Position 1623: 0.010694329000391292
Position 877: 0.008829799985962715
Position 703: 0.007933443741258038
Position 461: 0.006288988932064977
Position 3024: 0.005147637606225051
Position 2965: 0.0051279512289503166
Position 2986: 0.00424233964789183
Position 6273: 0.003468970372616989
Position 1376: 0.0022105626850571955
Position 1628: 0.001889390873024076
Position 66: 0.0018318166744478973
Position 1736: 0.001685890202654645
Position 215: 0.0014298187524355173
Position 2661: 0.0013965166748349084
Position 595: 0.0012811486359348312
Position 298: 0.0012076117964696985
Position 3061: 0.0011311867752827034
Position 1099: 0.0010163192255717443
Position 998: 0.0008600778540272851
Position 2822: 0.0008318400677572099
Position 156: 0.0008007999441377807
Position 1189: 0.0006707244733843501
Position 1260: 0.0004926524949951957
Position 1220: 0.00047434066510078924
Position 1634: 0.00037418856369009944
Position 1851: 0.0002959051964286062
Position 1356: 0.00026510312888566466
Position 2124: 0.00015080776687655866
Position 597: 0.00013511154835222535
Position 1151: 7.064420631236777e-05
Position 132: 6.852904210534053e-05
Position 759: 3.2823116475372344e-05
Position 784: 2.1131209567527423e-05
Position 579: 1.3442628439256528e-05
Position 116: 4.130395698350138e-06
Position 1445: 8.471793684961945e-07
Position 366: 4.23957432692986e-07
Position 4842: 3.971598547681557e-07
Position 640: 3.4690343883949435e-07
Position 891: 7.844088840770205e-08
Position 372: 8.270859360591109e-09
Position 867: 3.6324177261410657e-09
Position 329: 2.6427274707713014e-09
Position 239: 1.5830494941398502e-09
Position 35: 6.730176616501743e-10
Position 486: 8.368565507175576e-11
Position 349: 9.659968624169445e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 18228: 0.9288120175710597
Position 3222: 0.39776984569811485
Position 2893: 0.38922385083887295
Position 6155: 0.3757779175304515
Position 4429: 0.3644631312250725
Position 2395: 0.35554438735871013
Position 10062: 0.3500602103713772
Position 2294: 0.3458544830596328
Position 1416: 0.23143275959285525
Position 8940: 0.20464122385699923
Position 5981: 0.1655417216924746
Position 6272: 0.14739729162155593
Position 1336: 0.095747876112108
Position 645: 0.0884585517323361
Position 3093: 0.08822789642407862
Position 6398: 0.07896671293373063
Position 11299: 0.0725515584368698
Position 6242: 0.06549890322138088
Position 14560: 0.05358904339344735
Position 2493: 0.044592724147525305
Position 3412: 0.036513595680198074
Position 3160: 0.03463211051385639
Position 626: 0.03417177647871138
Position 6033: 0.0276288800073453
Position 5880: 0.023791541216657802
Position 8982: 0.02164210792343592
Position 4504: 0.01784990326029211
Position 3262: 0.01714859522639795
Position 537: 0.014714254576383824
Position 2783: 0.011189743602994988
Position 2701: 0.010840273857827081
Position 9016: 0.007948901428103554
Position 3326: 0.007641422367486556
Position 585: 0.007636767579848105
Position 1437: 0.006250788954008395
Position 1393: 0.0048982662707304685
Position 6595: 0.004845852289912728
Position 11736: 0.004489587733071233
Position 3385: 0.0042426403381683195
Position 2986: 0.004022442585891112
Position 1529: 0.003967720772925457
Position 1483: 0.002905929782582668
Position 6425: 0.0026224336855728506
Position 1421: 0.002495927185707339
Position 442: 0.0024748331607965753
Position 3186: 0.002041552648111764
Position 1168: 0.0017194150791131244
Position 2895: 0.0016067347413644588
Position 3461: 0.0015507954742104172
Position 1258: 0.0014201695454786293
Position 7060: 0.0012450602131298507
Position 2299: 0.0011107482547050229
Position 3110: 0.0010308699922707346
Position 9646: 0.0008485583093306879
Position 384: 0.0008127105149186675
Position 8372: 0.000757511414959177
Position 10223: 0.0007244264656794738
Position 7025: 0.000675027191372547
Position 473: 0.0006607476405913326
Position 11319: 0.000626235186611847
Position 1005: 0.0005998629231340766
Position 977: 0.0005314726334996825
Position 788: 0.0004570636569255915
Position 6945: 0.0004411187524912615
Position 2368: 0.00043175688797160086
Position 447: 0.00042366269507852387
Position 2656: 0.00041595180242023536
Position 413: 0.00035163452931343583
Position 905: 0.00033849201993851023
Position 2821: 0.0003351071199439087
Position 495: 0.00032425830952358196
Position 1752: 0.00030496737285595933
Position 932: 0.0002846794383990348
Position 1225: 0.0002820501483991798
Position 981: 0.00024145134508558568
Position 2324: 0.00020791736021340265
Position 946: 0.0002062537282256401
Position 7415: 0.00019790436452981518
Position 9750: 0.0001867644498211295
Position 5279: 0.00018618096900447275
Position 1887: 0.00018070095988800632
Position 844: 0.0001649108913531081
Position 1305: 0.00015103597276012513
Position 713: 0.000146848607744476
Position 1570: 0.00013773008681210882
Position 708: 0.00013099695993659238
Position 8771: 0.000119973561484579
Position 6574: 0.00011619756654598776
Position 5480: 0.00010458353777681745
Position 2503: 9.2463396308729e-05
Position 4797: 7.520043574363719e-05
Position 422: 7.29929983730879e-05
Position 2255: 6.479437619937535e-05
Position 3641: 6.45888066170416e-05
Position 2830: 2.8013252763332767e-05
Position 1485: 2.13110573216063e-05
Position 1150: 1.932191423089264e-05
Position 183: 1.9095954527305646e-05
Position 3546: 1.8198216504088716e-05
Position 1036: 1.6175519201875127e-05
Position 393: 1.569887494481984e-05
Position 492: 1.1106459915753725e-05
Position 881: 1.0589554860296708e-05
Position 519: 9.815192143680735e-06
Position 983: 5.726690589840876e-06
Position 685: 5.511468888262812e-06
Position 936: 5.493596605733618e-06
Position 909: 4.996871722525196e-06
Position 1002: 4.890955288196373e-06
Position 1016: 4.877682958568897e-06
Position 804: 4.810031503309362e-06
Position 1175: 4.782422786605361e-06
Position 899: 3.355979009408783e-06
Position 1022: 3.0328948320499107e-06
Position 405: 2.6042352815822305e-06
Position 426: 2.5499663692537054e-06
Position 1042: 2.3968243720966642e-06
Position 507: 2.3747145763594785e-06
Position 851: 2.2086785316651727e-06
Position 366: 2.0929256468058735e-06
Position 253: 2.0347881229889845e-06
Position 729: 1.2090353269925365e-06
Position 233: 6.327453004614138e-07
Position 1179: 5.398548628270964e-07
Position 1038: 4.785548657506706e-07
Position 475: 3.987971898809927e-07
Position 3165: 3.879138468397399e-07
Position 876: 2.9755329862018637e-07
Position 1273: 2.533830303164927e-07
Position 486: 2.4167418595161744e-07
Position 4714: 1.3554617297013042e-07
Position 318: 1.0656657684396932e-07
Position 4674: 5.562998288537014e-08
Position 310: 4.2007123953474955e-08
Position 477: 1.2105700886979997e-08
Position 297: 1.1311767781242311e-08
Position 138: 7.763073485332157e-09
Position 197: 7.4045844534177075e-09
Position 293: 6.610794716140176e-09
Position 502: 5.696895244259707e-09
Position 320: 2.9087158777355303e-09
Position 504: 1.9926059251539612e-09
Position 201: 1.880045854163963e-09
Position 250: 1.5813319746314434e-09
Position 194: 1.062488934124884e-09
Position 710: 9.124236261439701e-10
Position 143: 5.486553127564446e-10
Position 759: 2.7017331836753157e-10
Position 732: 2.6949999511162536e-10
Position 151: 2.3196977022545605e-10
Position 263: 8.840956516740348e-11
Position 209: 4.623822809534103e-11
Position 140: 1.3922580291655396e-11
