Gene = PRUNE
index = 1083
Annotated 5SS: [  195  9428 10193 16319 17197 18851 20468]
Annotated 3SS: [ 9334  9989 16133 17037 18755 20308 25328]
SMsplice 5SS: [  195  9428 10193 16319 17197 18851 20468]
SMsplice 3SS: [ 9334 10079 16133 17037 18755 20308 27003]
top_k =  500
Partition function (log Z): 5.196087618091589

Sorted 5' Splice Sites (High to Low Probability):
Position 18851: 0.9934695432936234
Position 17197: 0.9773009145577832
Position 20468: 0.9526952026414129
Position 16319: 0.9356284822314157
Position 10193: 0.8919864282419468
Position 195: 0.8800808379983392
Position 9428: 0.6833846319060652
Position 5139: 0.3593215524925784
Position 9526: 0.2621479465476133
Position 1596: 0.2274543160712378
Position 19657: 0.20859375685911918
Position 13469: 0.1587191406775068
Position 280: 0.10344155483169601
Position 5038: 0.08085839885130049
Position 23194: 0.07967914441415537
Position 2054: 0.0666113453248729
Position 25567: 0.05335924760354713
Position 26552: 0.03981994752761518
Position 2639: 0.03649696175634853
Position 18545: 0.03557126279769988
Position 5111: 0.025047004022868392
Position 2750: 0.023822903748817507
Position 16805: 0.023624973550164418
Position 22494: 0.022645988679845856
Position 25431: 0.0216178434621432
Position 9432: 0.01886341307689154
Position 19248: 0.01850383521482779
Position 5143: 0.017996263588805052
Position 218: 0.014439572089308628
Position 14644: 0.013179936183394527
Position 7647: 0.01316522019066146
Position 20226: 0.012745127451777935
Position 719: 0.012157615989261664
Position 25783: 0.011922039507814156
Position 9724: 0.011422590331935007
Position 9890: 0.011306751020983866
Position 17500: 0.010351546037223986
Position 19752: 0.009999314001884746
Position 5416: 0.009336426470703105
Position 19756: 0.007583450019170725
Position 18308: 0.007032882603533141
Position 6534: 0.00689955401482159
Position 9903: 0.006724146216146239
Position 19689: 0.006412202955427692
Position 7779: 0.005913496262579984
Position 628: 0.004808513232470653
Position 552: 0.004770976646817984
Position 17767: 0.004104361325135646
Position 17749: 0.004072525075297853
Position 5706: 0.003948217632672598
Position 7745: 0.003645532055099267
Position 4643: 0.00349864056815855
Position 22988: 0.003406334430660596
Position 2884: 0.0031643445794936735
Position 18818: 0.0031588378010844386
Position 17190: 0.0029500518260052546
Position 16231: 0.0023936918345084024
Position 16877: 0.0022739011815516093
Position 22333: 0.002198645947852882
Position 19906: 0.0021604500552588027
Position 9615: 0.002152328482028061
Position 3082: 0.0021278914017988813
Position 17436: 0.001955639888873557
Position 16252: 0.001938209012175765
Position 4056: 0.0019209660350643439
Position 5093: 0.001785914348356378
Position 25776: 0.0017358046285729637
Position 9887: 0.001262983252586485
Position 5450: 0.0010789094148301618
Position 16222: 0.0009278287048489092
Position 18861: 0.0009173953607072904
Position 5423: 0.0008779593295989778
Position 16631: 0.0007859608736628576
Position 21652: 0.0007047561317432999
Position 25387: 0.0006437270824284783
Position 3878: 0.0006201863309108032
Position 4234: 0.0006122439494207592
Position 5368: 0.0005972511027921108
Position 5782: 0.0005684234539896156
Position 9442: 0.0005373647419087973
Position 1271: 0.0005157848598088907
Position 18870: 0.0005030744242449594
Position 19714: 0.00047097127429535394
Position 24: 0.00047041676199627736
Position 9866: 0.00044270331388702306
Position 17206: 0.00043954759767294964
Position 19273: 0.0003436003999154221
Position 17183: 0.00029541009596091843
Position 11498: 0.00029087762309340504
Position 17445: 0.0002701633564001217
Position 10057: 0.00025141714434669533
Position 895: 0.00023509546602031581
Position 14785: 0.00015476234306964246
Position 14510: 0.0001534179205501319
Position 19315: 0.00015070228335166956
Position 19419: 0.00012328578307018408
Position 18403: 0.00011647850144213587
Position 18874: 9.786548809344271e-05
Position 17799: 9.625410978039261e-05
Position 22459: 9.581236597279566e-05
Position 17848: 8.200802510082354e-05
Position 21805: 7.099525965010943e-05
Position 19275: 6.755379499823892e-05
Position 10083: 6.628962338753644e-05
Position 12409: 5.517572612829407e-05
Position 827: 5.41934665307067e-05
Position 21980: 4.877387999776117e-05
Position 23639: 4.8351235441347304e-05
Position 19277: 4.681927660083711e-05
Position 749: 4.530775907590674e-05
Position 1885: 4.1682193162723635e-05
Position 19319: 3.122743819630291e-05
Position 498: 2.1388379112856843e-05
Position 19271: 1.81260455428162e-05
Position 19279: 1.7294292989797914e-05
Position 377: 1.650433867986075e-05
Position 428: 1.2876319718828467e-05
Position 19240: 1.2748876253138488e-05
Position 2134: 1.2160711083715584e-05
Position 2625: 1.1886989544849847e-05
Position 1870: 1.1631878933504048e-05
Position 19281: 1.1333497537420475e-05
Position 256: 1.1204152140964774e-05
Position 2324: 9.379482250568593e-06
Position 1499: 8.723985608903545e-06
Position 2611: 6.265609414589273e-06
Position 726: 5.088682881654543e-06
Position 18253: 4.361497944608306e-06
Position 302: 3.9918411940665994e-06
Position 2322: 3.812299146342824e-06
Position 20516: 2.7293036473066734e-06
Position 19864: 2.3720639707972766e-06
Position 237: 2.08717024756262e-06
Position 317: 1.0108876479863441e-06
Position 19032: 7.088025228592884e-07
Position 405: 6.875850578143108e-07
Position 30: 6.144591312185947e-07
Position 175: 3.2928218543237737e-07
Position 212: 2.0293319558225892e-07
Position 457: 1.74674667784332e-07
Position 208: 1.2783595893622458e-07
Position 64: 8.941924980966261e-08
Position 286: 8.316716920968148e-08
Position 397: 8.035945322863918e-08
Position 17: 7.091885871795057e-08
Position 284: 5.869613671352901e-08
Position 305: 5.457450200707995e-08
Position 392: 4.9094867827798865e-08
Position 367: 2.5092354023376572e-08
Position 178: 2.463456617998064e-08
Position 56: 1.6988607839961156e-08
Position 656: 9.326232593261294e-09
Position 15: 7.789048637001751e-09
Position 641: 6.195263469070357e-09
Position 139: 4.962372401697248e-09
Position 1062: 3.363498626556516e-09
Position 735: 2.5825645693498316e-09
Position 953: 2.5608161127360265e-09
Position 84: 2.4014833918357142e-09
Position 332: 9.569635943710153e-10
Position 450: 2.1528697809543775e-16
Position 525: 2.0881022259727192e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 17037: 0.9759821705982651
Position 9334: 0.9658376673700919
Position 18755: 0.8684169330002767
Position 20308: 0.7813434334138124
Position 16133: 0.6516811456354954
Position 10079: 0.40361703560876
Position 9989: 0.36624305935052803
Position 5024: 0.33532809489539006
Position 16222: 0.2851138055856217
Position 27003: 0.2754568473742633
Position 25328: 0.22002262896352134
Position 26406: 0.20961056908559536
Position 19591: 0.16556017897314532
Position 1504: 0.13943846271399069
Position 18736: 0.12879932030433192
Position 10082: 0.11268873373780093
Position 25463: 0.10700278360318591
Position 20359: 0.09844476887671447
Position 13372: 0.09169977110913365
Position 4914: 0.08237232154861687
Position 20339: 0.07515548501998291
Position 26013: 0.07410762695813647
Position 1466: 0.06577029780577061
Position 2594: 0.05334144089578072
Position 19536: 0.050779547258151154
Position 25859: 0.038990458900657714
Position 4958: 0.03765826534653934
Position 22355: 0.03596708441074874
Position 26358: 0.03552289169558443
Position 23064: 0.03443105636201717
Position 13375: 0.03406681880434581
Position 18395: 0.03351762310299678
Position 23108: 0.032983154627488936
Position 1869: 0.027880158194511576
Position 16733: 0.025337403377253664
Position 1927: 0.023920683717316843
Position 7449: 0.022724248508340716
Position 26442: 0.022714684539984046
Position 21950: 0.01623310326766545
Position 19128: 0.01620753288808048
Position 13265: 0.014390251066324068
Position 25636: 0.01400123760336664
Position 13426: 0.013783095643185616
Position 17288: 0.013073978105253431
Position 5325: 0.011890546317924355
Position 19555: 0.01139617322438064
Position 14543: 0.011352572422562535
Position 1438: 0.010785689848670555
Position 9723: 0.010736970479367334
Position 23088: 0.010682488306090462
Position 22894: 0.0099027267030895
Position 627: 0.009730749355120857
Position 5042: 0.009645547179814501
Position 9759: 0.008999613324236282
Position 4978: 0.00897083744744785
Position 19966: 0.008046440017536459
Position 9595: 0.008030800430512785
Position 23272: 0.007925373490334639
Position 5064: 0.007639678050941878
Position 502: 0.007446912554297223
Position 2735: 0.007398989183817047
Position 17665: 0.007336859477623828
Position 23519: 0.00726514512962215
Position 19991: 0.0071855332694921925
Position 6341: 0.006899554014821592
Position 18172: 0.006721174311769882
Position 1884: 0.006362624320998364
Position 24481: 0.006316555605153784
Position 25419: 0.006281244703556532
Position 23986: 0.005824144666699314
Position 22734: 0.005782936614816903
Position 19484: 0.0049869369535527844
Position 22614: 0.004812278152667766
Position 26854: 0.004531401950082616
Position 5527: 0.004516641086662214
Position 26711: 0.004412242137637257
Position 10145: 0.004380962236364078
Position 9337: 0.004193891986788925
Position 20320: 0.004130795729629883
Position 22034: 0.004115815181309975
Position 16136: 0.004093260561832098
Position 13285: 0.004017607016351738
Position 25370: 0.0035176393584433175
Position 20538: 0.0033914058227807087
Position 21538: 0.003233097564328761
Position 18391: 0.0028792440243170414
Position 1448: 0.0028315149714676635
Position 2008: 0.002829014206997253
Position 1791: 0.0028087949745928147
Position 26296: 0.0028068919603533153
Position 5077: 0.002793087181407074
Position 21365: 0.00257634197646268
Position 26240: 0.0025230371902483202
Position 23824: 0.002385631039030648
Position 16997: 0.0023080914814735546
Position 4478: 0.0022778711675633984
Position 19656: 0.0021885356549421146
Position 24341: 0.002187788002586303
Position 14351: 0.0019807816813821226
Position 2707: 0.001954313391144483
Position 19061: 0.0019123813364823594
Position 19149: 0.0019080158053360397
Position 16919: 0.0016769028684999942
Position 3783: 0.0015523157678677066
Position 10056: 0.0015321467528419043
Position 9860: 0.0014917848755080414
Position 2689: 0.001412897135526864
Position 1646: 0.0014095429988424586
Position 1534: 0.0013976214777740247
Position 19807: 0.0013712786553154491
Position 1380: 0.0013341130137299979
Position 586: 0.0013210897310896343
Position 9923: 0.0012585214328628396
Position 4315: 0.0012207694005951508
Position 1139: 0.0010911570020231628
Position 1390: 0.0009968915509829266
Position 1220: 0.0009595576839799735
Position 397: 0.0009317162263427377
Position 1562: 0.0009198061955262368
Position 1344: 0.0009148808255145785
Position 2541: 0.0009147493542267574
Position 3945: 0.0008905175115381885
Position 20696: 0.0008635342074030233
Position 16966: 0.0008320650852570498
Position 25496: 0.0008081652501682033
Position 1797: 0.0007914467706749495
Position 13261: 0.0007615970381658892
Position 10020: 0.0007327683805603691
Position 22649: 0.000686678910860216
Position 1415: 0.0006764868922080792
Position 21329: 0.000629467808729188
Position 4128: 0.0006122337305039404
Position 4849: 0.0006013016537511198
Position 22755: 0.0006008736811586102
Position 20917: 0.0005811548346646274
Position 22560: 0.0005699947757142897
Position 1913: 0.0005676622765544235
Position 16736: 0.0005614749979590811
Position 1295: 0.0004769404062926709
Position 9422: 0.00044591529904906873
Position 24532: 0.000424773577598593
Position 16421: 0.0004069522148823509
Position 21900: 0.00039293933380504526
Position 22190: 0.0003922400022053616
Position 16484: 0.00037900865878050667
Position 520: 0.00036953738606491167
Position 9926: 0.00035912263445455304
Position 601: 0.0003354519076427564
Position 22193: 0.00032213699541658536
Position 17308: 0.0003210230001985136
Position 19352: 0.0003079826876673856
Position 22058: 0.0003045386272710155
Position 20817: 0.00030164639403855507
Position 21973: 0.0002882986540110752
Position 21153: 0.0002850016647147045
Position 20935: 0.00026517568411735763
Position 11371: 0.00025411338979481143
Position 20913: 0.0002460644893790112
Position 826: 0.00022712529764440354
Position 19085: 0.00022336128838271985
Position 22215: 0.0002183932254961704
