Gene = NPR3
index = 958
Annotated 5SS: [  823 13098 27308 63121 69094 71306 73161]
Annotated 3SS: [12974 27140 62984 68998 71169 73075 74510]
SMsplice 5SS: [  823 13098 14404 27308 30232 30753 34165 63121 69094 73161]
SMsplice 3SS: [12974 14311 27140 30062 30650 34027 62984 68998 73072 74510]
top_k =  500
Partition function (log Z): -20.347799977590487

Sorted 5' Splice Sites (High to Low Probability):
Position 27308: 0.9991985410059837
Position 13098: 0.9983425899627781
Position 30232: 0.9749392820203007
Position 823: 0.9486543602540143
Position 34165: 0.9123800538918718
Position 14404: 0.8859031250939561
Position 30753: 0.8327030364712443
Position 16206: 0.5400265759496972
Position 6226: 0.40988387250810593
Position 1713: 0.38757227708906317
Position 38146: 0.36619092117723
Position 16939: 0.3257329970877742
Position 1006: 0.2930464479092796
Position 3201: 0.28821383884084545
Position 31119: 0.25684282980094664
Position 13749: 0.252490073674549
Position 958: 0.21215821475543525
Position 32875: 0.18425243674713215
Position 1028: 0.15119905989156976
Position 28301: 0.10996758207778819
Position 3443: 0.10145820716705087
Position 20639: 0.09317876075975404
Position 27814: 0.08929420778448717
Position 11570: 0.07655601874416283
Position 15754: 0.05707115695986854
Position 34445: 0.05695740789463363
Position 29130: 0.04551777148864003
Position 29227: 0.04353742910116669
Position 36772: 0.041378183942723266
Position 31130: 0.037322222882199205
Position 28448: 0.036871236976652934
Position 14280: 0.034463413286791804
Position 216: 0.0326070346439949
Position 2022: 0.028115660601618013
Position 33282: 0.026649506195349587
Position 86: 0.02278531603164232
Position 33337: 0.0221600860988548
Position 33054: 0.020087421776396844
Position 16211: 0.017827209215509624
Position 33093: 0.017429527979071678
Position 267: 0.01625268980335677
Position 32115: 0.015252407328688773
Position 34237: 0.012755315356691999
Position 15109: 0.01271930716454887
Position 814: 0.01259521599338437
Position 354: 0.0101037385834254
Position 3476: 0.009017142260300344
Position 464: 0.008005537620397515
Position 36309: 0.005494227913149537
Position 936: 0.005208837056028837
Position 284: 0.004913736527904005
Position 15185: 0.0044171727116289194
Position 13411: 0.004076298904531753
Position 30651: 0.0018442997626180913
Position 35974: 0.0014916682299837155
Position 1344: 0.0013214809436175102
Position 28902: 0.0013045508865903695
Position 1083: 0.0012610875940923436
Position 720: 0.0011081256428283745
Position 1143: 0.001081269627989668
Position 1010: 0.0010313561602499131
Position 2728: 0.0009016782334462781
Position 458: 0.0008619899229152078
Position 385: 0.0007452751881084786
Position 27263: 0.0007450972773810698
Position 2688: 0.0007253318846368282
Position 1849: 0.0007095525712519276
Position 34473: 0.000667082733530744
Position 736: 0.0006301650590731117
Position 795: 0.0005512791226605478
Position 32821: 0.0004744890668569177
Position 2672: 0.0003969465489660831
Position 69: 0.00019688255031110086
Position 32893: 0.00016454697177056973
Position 1074: 0.00015406981722418782
Position 931: 0.00011667993394358645
Position 376: 0.00010856867911029409
Position 1312: 0.00010559147405185834
Position 13166: 0.00010177490776491228
Position 1036: 0.00010161152629034827
Position 127: 9.80061853500116e-05
Position 757: 9.402315991275753e-05
Position 222: 6.566026699182968e-05
Position 1017: 5.9522826288550166e-05
Position 563: 5.943534550903626e-05
Position 27275: 5.6300134447198166e-05
Position 1686: 5.556457899850753e-05
Position 711: 5.2807515460850115e-05
Position 1234: 3.431264972932135e-05
Position 660: 3.371915613602009e-05
Position 1004: 3.258803834326321e-05
Position 456: 2.867250691995846e-05
Position 154: 2.1204483181580273e-05
Position 402: 2.1115501751634565e-05
Position 133: 1.2479648136750525e-05
Position 1051: 1.1899050097988989e-05
Position 746: 2.2600947473723585e-06
Position 1249: 1.966811616756662e-06
Position 1184: 1.6803027881445381e-06
Position 1259: 1.3781204649628612e-06
Position 90: 9.740328885247841e-07
Position 300: 8.294781757308457e-07
Position 245: 7.949042168305682e-07
Position 59: 4.490965663394121e-09
Position 16: 4.3932598173309055e-09
Position 518: 3.3862671439145766e-09
Position 480: 1.9448740650014525e-09
Position 224: 1.7980313865483875e-09
Position 1055: 1.553390365142504e-09
Position 138: 1.2425425585913236e-09
Position 251: 7.712283547402243e-11
Position 411: 6.570386316967606e-13
Position 107: 3.32220543394585e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 27140: 0.9999999384178128
Position 12974: 0.9984443648705412
Position 34027: 0.9520999089336576
Position 30062: 0.9325777878215712
Position 904: 0.6470002129848118
Position 16094: 0.5578537851652079
Position 30650: 0.5510688579052033
Position 14311: 0.4836393292587562
Position 6079: 0.39579340061492024
Position 38014: 0.3342131516457166
Position 16876: 0.3257329970877746
Position 3106: 0.28909531928905186
Position 14133: 0.28073727678802196
Position 13655: 0.25249007367454906
Position 30415: 0.23476610036751833
Position 31043: 0.21683306631286497
Position 1580: 0.20560375380371945
Position 32806: 0.18489147278575965
Position 42645: 0.17373495727954297
Position 39985: 0.17107160134344065
Position 1399: 0.16368729620627528
Position 40757: 0.15021713472430537
Position 28202: 0.146850747973699
Position 14328: 0.10937097561800878
Position 38253: 0.10340581677074881
Position 20613: 0.09317876075975395
Position 29042: 0.08914756259555426
Position 38277: 0.08294111140306733
Position 38038: 0.07747351986207222
Position 36470: 0.07708644899443036
Position 11396: 0.07655601874416286
Position 32932: 0.06400253490310888
Position 27506: 0.06383196095653215
Position 3370: 0.06075408950364483
Position 30892: 0.05643845511684375
Position 32992: 0.04609106142552824
Position 30029: 0.04249083606274977
Position 38063: 0.042403647556174345
Position 14325: 0.04015054960473256
Position 30589: 0.04010554387373921
Position 3330: 0.03594997853575339
Position 34360: 0.02390458314454362
Position 36531: 0.023747049826953567
Position 39623: 0.022583802681293924
Position 15428: 0.022116265701377848
Position 548: 0.021765489695808576
Position 1778: 0.020743293950848986
Position 757: 0.020311044001934942
Position 35973: 0.01965632670362098
