Gene = TRIM42
index = 1484
Annotated 5SS: [  532  5121 10504 13154]
Annotated 3SS: [ 4422  9682 12928 22848]
SMsplice 5SS: [  532 10504 13154 16084]
SMsplice 3SS: [10348 12928 15919 22848]
top_k =  500
Partition function (log Z): -4.730833653297074

Sorted 5' Splice Sites (High to Low Probability):
Position 10504: 0.992559171960854
Position 532: 0.9021399784378075
Position 16084: 0.6962879692772425
Position 13154: 0.5895498675219298
Position 13196: 0.273024520667476
Position 2674: 0.26646556849671105
Position 10132: 0.25755289449738306
Position 11074: 0.1476729893102434
Position 18044: 0.133407565330245
Position 3705: 0.11921875560786394
Position 15164: 0.11052034662528148
Position 22443: 0.10113871090189219
Position 12804: 0.10071844246714423
Position 14373: 0.07937665178017855
Position 4502: 0.06184336498479553
Position 3745: 0.059160874810581895
Position 18471: 0.0580624131486957
Position 10810: 0.057514420996616786
Position 417: 0.04764642125467617
Position 13103: 0.04306611786603221
Position 12822: 0.04200981986395916
Position 18475: 0.04138461856562513
Position 14364: 0.040253948980406115
Position 139: 0.03531349152419672
Position 2735: 0.033930344200163005
Position 5121: 0.03212373092805545
Position 11493: 0.031881888375587454
Position 16930: 0.030824975949753537
Position 10682: 0.02957245526311358
Position 174: 0.02900594399569724
Position 13161: 0.027545158750953508
Position 19204: 0.02627220858390302
Position 16019: 0.02049809238208691
Position 205: 0.018988147232204686
Position 13694: 0.018191189238717227
Position 14930: 0.017153475525699586
Position 4463: 0.015432132532684432
Position 23: 0.014351335631308554
Position 9882: 0.013966694132391913
Position 18746: 0.012376838153589198
Position 17378: 0.011730724862430458
Position 16858: 0.011179101644137044
Position 11057: 0.010285952763526299
Position 16371: 0.010276485833695271
Position 1994: 0.009137510828331492
Position 18036: 0.00905420913315318
Position 1487: 0.007993328325075351
Position 10836: 0.006530343099771425
Position 22976: 0.005002474970449264
Position 13010: 0.00471346999910114
Position 182: 0.004446760993107414
Position 2196: 0.004086776684668903
Position 23000: 0.0032608089180970576
Position 10513: 0.0027512393282820634
Position 11447: 0.0026829451285478373
Position 14885: 0.00264862177196399
Position 2006: 0.001728072268147386
Position 619: 0.0016627619482459885
Position 1050: 0.00137541315944017
Position 1477: 0.0012783368223841522
Position 10561: 0.0010426299319236613
Position 3700: 0.0008691148756963199
Position 171: 0.0008454080855588284
Position 10294: 0.0007281060537575136
Position 3551: 0.0007189399328531171
Position 4651: 0.0005970680310940331
Position 3675: 0.00048064462002777604
Position 16015: 0.00047722871242853045
Position 4616: 0.00033834846507727626
Position 4472: 0.00033005889160388934
Position 10422: 0.00032172181687250873
Position 3798: 0.00029622102351952893
Position 682: 0.00024476310847502166
Position 131: 0.00017517815428650093
Position 4190: 0.0001651528466197976
Position 2621: 0.00014273281131777825
Position 1492: 0.00013658959189724834
Position 3434: 0.0001166923573309993
Position 1989: 0.00010600242319769526
Position 4576: 8.736595649497635e-05
Position 3370: 5.0878334987427964e-05
Position 4359: 4.8621140182511765e-05
Position 250: 4.0183071635575006e-05
Position 1068: 3.71129440405385e-05
Position 702: 3.5471209346092504e-05
Position 2924: 3.221949033769694e-05
Position 157: 2.208384595576217e-05
Position 3057: 2.0571583625923102e-05
Position 225: 1.649014627006431e-05
Position 43: 1.3204816587539069e-05
Position 1986: 1.2552600028224975e-05
Position 1361: 1.205380853593638e-05
Position 1743: 1.1157678700292022e-05
Position 343: 1.0861441216399977e-05
Position 1925: 8.684971323753363e-06
Position 222: 4.958793617189068e-06
Position 909: 3.259104265301007e-06
Position 797: 3.069676835056314e-06
Position 38: 2.094985225789514e-06
Position 274: 1.510634008770433e-06
Position 261: 1.0620710518092833e-06
Position 360: 9.179801743284981e-07
Position 240: 8.951227895734594e-07
Position 265: 6.116368935943865e-07
Position 209: 3.491992415877793e-07
Position 243: 7.103811215723811e-08
Position 421: 5.582454456092255e-08
Position 385: 4.028699036442624e-08
Position 216: 1.1268408274698806e-08
Position 744: 4.965045957197026e-09
Position 552: 3.728457193095293e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10348: 0.99556609405665
Position 12928: 0.9292577140500882
Position 22848: 0.8905981989394995
Position 15919: 0.45290025443085274
Position 15966: 0.2701222705197773
Position 17968: 0.17339983513768947
Position 3607: 0.1613400939689409
Position 10947: 0.1419859170987453
Position 9936: 0.12101332044269253
Position 2620: 0.11199599758692622
Position 18393: 0.10353937325497835
Position 10603: 0.10119617946193202
Position 22376: 0.10113871090189219
Position 2553: 0.09034820673055313
Position 2569: 0.08988438664451039
Position 12665: 0.07978129901536696
Position 4422: 0.07859582361147882
Position 9734: 0.07786678726322707
Position 15012: 0.07741502978285333
Position 10120: 0.07447625595889498
Position 12662: 0.06310872007506017
Position 14204: 0.05879429851308291
Position 16730: 0.0503992701385849
Position 14255: 0.04273076317053733
Position 19172: 0.04203490946299276
Position 14852: 0.030900479419953702
Position 11303: 0.028752460748824593
Position 326: 0.02379995343305284
Position 14929: 0.021535636235375875
Position 4798: 0.0200297544744345
Position 3523: 0.017655745609872743
Position 18645: 0.01715402841663787
Position 14301: 0.016950390634487535
Position 21341: 0.0154447244789617
Position 290: 0.01455745297128885
Position 1924: 0.014420857317794277
Position 13622: 0.013504251253269024
Position 17284: 0.011730724862430458
Position 21069: 0.009424384309927014
Position 4923: 0.009252844609664924
Position 23076: 0.007454584508443907
Position 16174: 0.0063825187743698055
Position 274: 0.00544620454902061
Position 1325: 0.004125936592543107
Position 235: 0.0038536376210879055
Position 10632: 0.003827577935853704
Position 21506: 0.00363120240031516
Position 12950: 0.003304884322349733
Position 16245: 0.0032593480803106696
Position 13088: 0.003231486392057232
Position 13176: 0.0029738638117509436
Position 421: 0.00289926471180681
Position 2633: 0.0028469096724414223
Position 4968: 0.0028411318439560203
Position 11435: 0.0025727770770971187
Position 434: 0.002548508817625009
Position 10851: 0.00246215856328902
Position 13671: 0.0023628762551245026
Position 10915: 0.0020321710431844284
Position 14271: 0.0018807320046773936
Position 11332: 0.0018514823183204754
Position 2402: 0.0018502765632001353
Position 2474: 0.0017572526545827334
Position 17890: 0.0015111990073354315
Position 2372: 0.0014455052293348397
Position 20676: 0.0014309892505508911
Position 12970: 0.0014208682231426123
Position 11382: 0.0014076561297657285
Position 20756: 0.001370619665596694
Position 1290: 0.0013324467622679837
Position 1233: 0.0012424187026817664
Position 3484: 0.0012225480751423307
Position 13376: 0.0011696099057949268
Position 438: 0.0011441544578012957
Position 14683: 0.001093184321315985
Position 20138: 0.000947662935783391
Position 13433: 0.0009178493054699588
Position 441: 0.0008819178225763539
Position 1382: 0.0008643801719697635
