Gene = THG1L
index = 1397
Annotated 5SS: [ 435 1848 3549 4738 6798]
Annotated 3SS: [1670 3378 4648 6689 8123]
SMsplice 5SS: [ 435 1848 3378 3549 4738 6798]
SMsplice 3SS: [1670 3302 3473 4648 6689 8123]
top_k =  500
Partition function (log Z): -0.5044643648144636

Sorted 5' Splice Sites (High to Low Probability):
Position 3549: 0.9548608010721293
Position 1848: 0.941213977887918
Position 4738: 0.8838741783721824
Position 3378: 0.87844044633023
Position 6798: 0.7286797974892504
Position 435: 0.7094776911178727
Position 7538: 0.4482776262115892
Position 5656: 0.1213474999200238
Position 351: 0.10894122617198383
Position 538: 0.07482796257830827
Position 8307: 0.06658081102021599
Position 86: 0.06340873325781335
Position 2540: 0.06268667489394955
Position 5726: 0.03457351061408384
Position 6114: 0.03352663262122859
Position 5879: 0.03137765407037761
Position 5926: 0.031377480259889325
Position 130: 0.029464175116827928
Position 4565: 0.026595363013909384
Position 1419: 0.025137859797317003
Position 3604: 0.022700916376466186
Position 3361: 0.02268911324771296
Position 9326: 0.015749165689311145
Position 6520: 0.011498088320022276
Position 6064: 0.009215975081711526
Position 1779: 0.008345846484782312
Position 2594: 0.00819823962218913
Position 3220: 0.006419065238212871
Position 355: 0.005377268169109221
Position 7857: 0.004852799995906223
Position 9342: 0.004333183894926858
Position 8390: 0.0041492414222478995
Position 309: 0.004014703645322181
Position 6306: 0.0037413108434296146
Position 1797: 0.0025696252240613587
Position 557: 0.002488590488483399
Position 813: 0.0024278872097048365
Position 5019: 0.0023686942065065347
Position 262: 0.0022609513138262733
Position 3977: 0.0022446004216071375
Position 36: 0.002241212049393039
Position 5196: 0.002234675550970261
Position 6883: 0.002196828213714009
Position 546: 0.0021684840684788546
Position 1736: 0.002134162423006345
Position 7216: 0.0019751517060848725
Position 3573: 0.0019286319445320796
Position 9649: 0.001881876299376015
Position 1534: 0.0018631668712384027
Position 1371: 0.0017683981679327224
Position 7503: 0.0017365440570591426
Position 3496: 0.0016199391066810702
Position 5602: 0.001446957007575211
Position 403: 0.0013092085669122865
Position 529: 0.0013062685038503264
Position 182: 0.0012914438458346143
Position 5029: 0.001272370790997406
Position 4021: 0.0012070219524936332
Position 4405: 0.0011590435237233288
Position 4784: 0.0010619137253084765
Position 1201: 0.0009817790231679401
Position 2569: 0.0009278719833567624
Position 8301: 0.0009166416515939896
Position 4382: 0.0008699440520401781
Position 268: 0.0007933915510329016
Position 6611: 0.0007614489383930913
Position 5721: 0.0007439891889085294
Position 246: 0.0007165020871811885
Position 680: 0.0006745561303686309
Position 1194: 0.000670743735283065
Position 505: 0.0006687713097504658
Position 6497: 0.0006538770828209279
Position 1790: 0.0006231499468841275
Position 4904: 0.0005794612814358157
Position 5560: 0.0004943854473869654
Position 1671: 0.0004429183285449651
Position 2321: 0.0004282615964586798
Position 6614: 0.00040211894560007846
Position 2262: 0.0003572185175224939
Position 2717: 0.00032192550415623177
Position 685: 0.00030318049869444203
Position 4504: 0.00027868682089243865
Position 4500: 0.00026428172493515455
Position 7531: 0.00026236908740718537
Position 1544: 0.0002277261421741521
Position 2147: 0.00020994202921599666
Position 1456: 0.00020620895373795682
Position 2127: 0.00020411750187170627
Position 626: 0.0001933137370221056
Position 3868: 0.00018390783451687634
Position 257: 0.00018000500362301937
Position 1771: 0.000179005145047006
Position 2481: 0.00017451674145079523
Position 1747: 0.000170240478043499
Position 1228: 0.00015859699432567973
Position 239: 0.00013750670103885896
Position 3576: 0.00012260950982162665
Position 620: 0.00010395821095151772
Position 1973: 9.115989070558435e-05
Position 2461: 8.397089417823972e-05
Position 1182: 8.258614137557233e-05
Position 345: 7.586587243632523e-05
Position 4515: 6.428408704043794e-05
Position 4245: 6.167236611417484e-05
Position 3700: 5.279644147361697e-05
Position 3670: 5.015036506375799e-05
Position 799: 4.924003799219276e-05
Position 807: 4.445328686836478e-05
Position 4426: 3.997676555935507e-05
Position 4249: 3.8600090553756594e-05
Position 3463: 3.688527813834274e-05
Position 699: 3.620494145724698e-05
Position 4577: 3.4044536794797206e-05
Position 1156: 3.1698260629816456e-05
Position 842: 3.151495712885843e-05
Position 723: 2.9219343175250155e-05
Position 6764: 1.8924577609937548e-05
Position 3658: 1.8475533730469982e-05
Position 3332: 1.747776547843127e-05
Position 3943: 1.711178787904564e-05
Position 3723: 1.66749096648088e-05
Position 3947: 1.5869489255006358e-05
Position 6829: 1.5772978605901498e-05
Position 79: 1.2011541962053322e-05
Position 1809: 1.0240338489633051e-05
Position 2978: 7.421664384698598e-06
Position 1830: 5.300890180966536e-06
Position 1967: 4.2730644530338385e-06
Position 2247: 3.4239793975850773e-06
Position 1322: 1.229460955295576e-06
Position 4777: 7.658782394712375e-07
Position 400: 1.1870228464279668e-07
Position 237: 1.0497463175979615e-07
Position 406: 4.137703136766492e-08
Position 4714: 1.5290331366665313e-08
Position 4649: 1.3515781650876503e-08
Position 523: 7.64716274684062e-09
Position 3693: 1.293224225678039e-09
Position 457: 1.154763201033833e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3473: 0.9767788154738148
Position 4648: 0.8813714651241398
Position 3302: 0.8497112099060219
Position 8123: 0.7453732727104381
Position 1670: 0.7293415707118663
Position 6689: 0.7084985242290964
Position 7384: 0.21523396199015
Position 7337: 0.12786297751767012
Position 1722: 0.10463720382062039
Position 5549: 0.10228133389529526
Position 10176: 0.09868207767514357
Position 1709: 0.09789228921368749
Position 3275: 0.054525152812678404
Position 5811: 0.05407582127377679
Position 2318: 0.03759452668686845
Position 5787: 0.036274390745719844
Position 9195: 0.03589606090737841
Position 7508: 0.03361402274866746
Position 7470: 0.032448377038148096
Position 2344: 0.0317234672371535
Position 7424: 0.03152560862081124
Position 5459: 0.02931891935966925
Position 8473: 0.02835391547491827
Position 10060: 0.02708099175912236
Position 9456: 0.02409911971666171
Position 6471: 0.023933583246594378
Position 6045: 0.02366039459469352
Position 305: 0.02165642556013541
Position 6610: 0.01984809625442047
Position 7652: 0.019782054035209325
Position 4507: 0.016651350154969057
Position 7648: 0.01622007426889202
Position 5594: 0.014479026650605806
Position 1404: 0.013864971797205389
Position 7530: 0.012641460869285904
Position 8683: 0.011869748064518999
Position 8746: 0.011744962492892523
Position 1743: 0.011403237267262226
Position 4319: 0.011395443318607855
Position 4836: 0.010962808852906802
Position 5559: 0.010775705585895651
Position 8470: 0.009942171178079195
Position 7605: 0.006181127295658802
Position 242: 0.005955999305941413
Position 4458: 0.005512943232059172
Position 8537: 0.0054742138341229915
Position 1631: 0.004756191725793207
Position 6705: 0.004226719165786249
Position 7046: 0.004221412119204307
Position 4675: 0.003977390977058548
Position 4955: 0.003208726342110719
Position 3077: 0.0031203529045993822
Position 3785: 0.0027214334775142496
Position 8514: 0.0026976209136190745
Position 8795: 0.0025494386390534055
Position 1495: 0.002472660648691494
Position 7265: 0.00199802148347753
Position 5692: 0.001957234543293016
Position 2942: 0.001956301003826196
Position 2397: 0.0019022260267477912
Position 1116: 0.0018559916695951397
Position 1592: 0.001502130327389617
Position 8625: 0.0014793825939780226
Position 5970: 0.001408150459372953
Position 8301: 0.0013601510676652846
Position 3764: 0.0012287131455712926
Position 8200: 0.0011612537202924577
Position 6702: 0.0011548186438059922
Position 1606: 0.001129660840523491
Position 1363: 0.0010170891324414548
Position 523: 0.0009767884066200533
Position 6769: 0.0009497344838876898
Position 8979: 0.0009408395222265176
Position 5073: 0.0008839556678779281
Position 7761: 0.0006984861875812291
Position 1447: 0.0006971727162669978
Position 6902: 0.000683307562209296
Position 7672: 0.000646517784191807
Position 5097: 0.0006039234874362148
Position 1989: 0.0005241224482485088
Position 3760: 0.0005138347133477598
Position 3417: 0.0004458466731604417
Position 598: 0.00042340225452160504
Position 1683: 0.0004109514232556611
Position 3241: 0.00040580284585178334
Position 3117: 0.0003661434704358054
Position 1353: 0.000359853751172601
Position 2146: 0.00034699376204236457
Position 2320: 0.0003444347292408762
Position 2370: 0.0003233175560133493
Position 3120: 0.00028807709778172507
Position 3162: 0.0002871515457299726
Position 3045: 0.0002675505543077119
Position 8341: 0.00025338876450368145
Position 3406: 0.0002496052243115092
Position 3486: 0.0002192120061448307
Position 5570: 0.00021899876122447766
Position 505: 0.00021284462400284252
Position 1922: 0.00020084426367905105
Position 5314: 0.00019559422447884285
Position 5993: 0.00018754911759588536
Position 2835: 0.00018133012662468093
Position 5637: 0.00017987155046413482
Position 6002: 0.00017966343786893584
Position 4862: 0.0001775602315490335
Position 860: 0.00017608712598056136
Position 1310: 0.00017255923055917307
Position 4333: 0.0001693304093354216
Position 180: 0.0001596351337153998
Position 4881: 0.00015829375157830783
Position 2373: 0.00015454793968234428
Position 2914: 0.00015454463884724093
Position 2247: 0.00014513827238904446
Position 6818: 0.00014176515699659023
Position 4412: 0.00013532259706319782
Position 2403: 0.0001345702123135262
Position 4466: 0.00011808409948995638
Position 6862: 0.00011697742517075502
Position 3454: 0.00011149577981893947
