Gene = S100A16
index = 1220
Annotated 5SS: [ 160 1339]
Annotated 3SS: [1159 1644]
SMsplice 5SS: [ 160 1339]
SMsplice 3SS: [1159 1644]
top_k =  500
Partition function (log Z): 0.9605897630709741

Sorted 5' Splice Sites (High to Low Probability):
Position 1339: 0.9959311919371348
Position 160: 0.9100188674221396
Position 439: 0.47611788391555354
Position 787: 0.039496728534259035
Position 1090: 0.028682271323980876
Position 345: 0.022465681458414297
Position 1977: 0.020539287251744337
Position 1725: 0.013646124016558162
Position 1957: 0.01028654191517259
Position 820: 0.010223937031052233
Position 313: 0.010014402823248461
Position 166: 0.00979676280208808
Position 449: 0.004466611045940982
Position 1853: 0.004464565156071506
Position 453: 0.004089703110707773
Position 808: 0.0032315018607479377
Position 1514: 0.002835395639156841
Position 29: 0.0027821716848893266
Position 413: 0.002763485714273621
Position 1111: 0.002630328302597257
Position 856: 0.0018722845115816146
Position 353: 0.0007314523665800688
Position 1094: 0.0006613949517990059
Position 601: 0.0006587557156260668
Position 195: 0.0005109953023989935
Position 50: 0.0004959649340773444
Position 447: 0.0002876855977080127
Position 1335: 0.00027526900807409025
Position 2035: 0.000266202027759954
Position 1569: 0.00014380056716632183
Position 528: 7.118621001310576e-05
Position 112: 6.983238448540728e-05
Position 692: 6.90099409663404e-05
Position 385: 3.974886825374121e-05
Position 944: 3.3548051815449614e-05
Position 2161: 3.0532702951428686e-05
Position 118: 2.132299160296441e-05
Position 2080: 1.8984755753766175e-05
Position 1260: 1.8155223216793822e-05
Position 1582: 8.342930500531418e-06
Position 11: 4.409305595551844e-06
Position 1949: 3.8687484205590305e-06
Position 469: 3.3820733678346394e-06
Position 518: 2.180188021230295e-06
Position 459: 1.9995342214880574e-06
Position 328: 1.960762189161138e-06
Position 394: 1.816001286829568e-06
Position 387: 1.735805657054868e-06
Position 362: 1.5419671984020127e-06
Position 228: 1.452012138551002e-06
Position 222: 1.2352271039709335e-06
Position 479: 1.212854873645128e-06
Position 131: 9.805888791525368e-07
Position 47: 8.892005644874879e-07
Position 90: 7.856326879824848e-07
Position 1270: 1.94228078688816e-07
Position 264: 1.9353816439079703e-07
Position 1120: 1.330495613898839e-07
Position 236: 8.220706033379004e-08
Position 126: 7.98456411008446e-08
Position 298: 5.574754048482786e-08
Position 206: 3.6975856420950076e-08
Position 252: 1.2438312851160337e-08
Position 375: 2.0940342632761638e-10
Position 461: 1.845757560190932e-10
Position 330: 4.831014516396971e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1644: 0.9761196346048875
Position 1159: 0.8672782247116183
Position 262: 0.29173637626657223
Position 1172: 0.09993472953428308
Position 306: 0.08488834444750917
Position 590: 0.05063480144779647
Position 2160: 0.04030510624778399
Position 375: 0.03925260340628735
Position 1049: 0.02612718818445744
Position 309: 0.01549566486623877
Position 994: 0.008252342135108498
Position 1169: 0.007157150851653695
Position 2200: 0.006294698611878488
Position 267: 0.006068258677741115
Position 1920: 0.005642731545489878
Position 889: 0.005401269717487856
Position 1265: 0.005398526874811184
Position 324: 0.004812836441592809
Position 1618: 0.0032784782484991024
Position 859: 0.002834939069860609
Position 1865: 0.002737558302125577
Position 1443: 0.002697714416940798
Position 392: 0.002415318210044458
Position 2085: 0.0018618450863338108
Position 1495: 0.001775304574975975
Position 756: 0.0017677650257909578
Position 1580: 0.0016994567364296974
Position 1651: 0.001596090142645901
Position 1212: 0.001531791991860075
Position 328: 0.001449090322565853
Position 2002: 0.0014470689319347621
Position 1260: 0.0013627610686264351
Position 1479: 0.001291974468977319
Position 1540: 0.0011407038710373935
Position 2264: 0.0010168149820442738
Position 394: 0.0007042220091900378
Position 1828: 0.0006737513925726821
Position 486: 0.000670676558520526
Position 149: 0.0005835639981541118
Position 1894: 0.0005808667283334082
Position 920: 0.0005801391479346485
Position 1461: 0.0004082374471803461
Position 765: 0.00040642623104969163
Position 2066: 0.000393009717932128
Position 873: 0.0003892434218472147
Position 351: 0.00031485143457168967
Position 273: 0.000299965772501482
Position 102: 0.00022945742215934844
Position 596: 0.00020250450415951136
Position 1969: 0.0001949608937231256
Position 2039: 0.00018909310635071503
Position 1427: 0.00018118533365866154
Position 1741: 0.00016173923130183296
Position 2165: 0.00011587680996546521
Position 1178: 9.887155783587767e-05
Position 698: 6.986041325233273e-05
Position 1056: 6.114884850265454e-05
Position 2178: 5.8365323174509913e-05
Position 349: 5.301223264368592e-05
Position 405: 5.010753663119554e-05
Position 1782: 4.995407336585899e-05
Position 2308: 4.984308978554451e-05
Position 264: 4.571783424781932e-05
Position 1545: 3.3226381505557326e-05
Position 600: 3.263156823768759e-05
Position 1715: 3.0115351299102085e-05
Position 1878: 2.7344090882874385e-05
Position 631: 2.137020206584538e-05
Position 1314: 2.0371771830006055e-05
Position 2017: 1.8979959794032157e-05
Position 842: 1.5613134438562e-05
Position 844: 1.5507127816393804e-05
Position 1110: 1.3476074818329979e-05
Position 1674: 1.2500936641009843e-05
Position 1548: 1.2218028583660397e-05
Position 1683: 9.882135950988498e-06
Position 1504: 7.437143700708897e-06
Position 1408: 4.367516790432509e-06
Position 438: 1.2162202154905012e-06
Position 539: 4.361225724704096e-08
Position 702: 1.2796466756343132e-08
Position 206: 9.827865372089132e-09
Position 202: 9.205490858938498e-09
Position 499: 6.968275696649775e-10
Position 164: 4.3337547068301455e-10
Position 175: 3.1716907624434886e-12
