Gene = GCLM
index = 580
Annotated 5SS: [  373  4888  7826 11572 12793 14797]
Annotated 3SS: [ 4821  7740 11511 12589 14681 20250]
SMsplice 5SS: [  373  4888  7826 14797]
SMsplice 3SS: [ 4821  7740 14681 20250]
top_k =  500
Partition function (log Z): -6.618494344877151

Sorted 5' Splice Sites (High to Low Probability):
Position 14797: 0.9533769348415628
Position 373: 0.8488077866466245
Position 7826: 0.8090201045615018
Position 4888: 0.7483062461014587
Position 20342: 0.5048486056562672
Position 11572: 0.42389130564459654
Position 12793: 0.2646445066036106
Position 8181: 0.2175763403528586
Position 746: 0.19755322644970266
Position 13936: 0.1300814983019439
Position 8192: 0.12912206752199404
Position 2361: 0.09841645685876965
Position 11067: 0.08764184531278314
Position 2213: 0.080558995756424
Position 7618: 0.06968934701911031
Position 1895: 0.06390757499697311
Position 13843: 0.05496412037503473
Position 20362: 0.05058516391229245
Position 5646: 0.04688276430280783
Position 3929: 0.04296725386548209
Position 15522: 0.04292525613298551
Position 1582: 0.03777961702459202
Position 14853: 0.03601555234462038
Position 11656: 0.03417617701512554
Position 7987: 0.031898340613027
Position 12397: 0.0276548779123112
Position 3559: 0.025673791330353253
Position 8906: 0.024275449958659122
Position 12362: 0.02252643937950034
Position 17508: 0.022243889056432584
Position 16623: 0.019870580780228058
Position 1336: 0.018070087693164
Position 18727: 0.01758634487051551
Position 3527: 0.013061719884592305
Position 12401: 0.01259217567841601
Position 8580: 0.01230123578430292
Position 17615: 0.011479084908902938
Position 16611: 0.009861717617854145
Position 22842: 0.00873378031891556
Position 15033: 0.008122915024796907
Position 18777: 0.007226924396112679
Position 6825: 0.006239354365687429
Position 23149: 0.006156519442936554
Position 16639: 0.006043220111784278
Position 1744: 0.004812422764475546
Position 9652: 0.0039513483479634934
Position 18125: 0.003644231245962471
Position 5848: 0.003322091249609699
Position 4937: 0.0025133485943760036
Position 15084: 0.002204595448222986
Position 6794: 0.0021732873111064257
Position 5862: 0.0017698971274220958
Position 4063: 0.0011755061708361946
Position 20349: 0.0011590610945210224
Position 1209: 0.0006983276184539894
Position 8877: 0.0004877285135320946
Position 861: 0.0003108628691164088
Position 147: 0.00019888932127216677
Position 586: 0.00016449779175737133
Position 936: 0.00015525560146069267
Position 1958: 0.0001068399078370044
Position 8289: 8.944820236716913e-05
Position 1437: 8.605374101581259e-05
Position 1508: 8.597109480589731e-05
Position 618: 7.113071084777091e-05
Position 2716: 6.454250040134474e-05
Position 2596: 6.047266420668024e-05
Position 1676: 5.6531315039519725e-05
Position 1616: 5.374644825261587e-05
Position 848: 5.206652713749553e-05
Position 1115: 5.011214565857312e-05
Position 506: 4.623330131127456e-05
Position 631: 4.11760777142654e-05
Position 40: 3.910508733236548e-05
Position 1545: 3.2138001229454346e-05
Position 432: 2.4649336121777246e-05
Position 1625: 2.082845237540978e-05
Position 348: 2.0682005212034664e-05
Position 946: 1.8084437787926386e-05
Position 777: 5.046863673775094e-06
Position 1637: 4.816959715713813e-06
Position 792: 4.146345475409805e-06
Position 177: 4.0438806291375e-06
Position 1550: 3.2669822772326844e-06
Position 72: 3.1952911059736457e-06
Position 1504: 2.9980936975966276e-06
Position 1672: 2.6712616558480346e-06
Position 541: 2.5319403312535514e-06
Position 1316: 2.5258144986255223e-06
Position 677: 9.730651663085573e-07
Position 1005: 6.040854322314376e-07
Position 1386: 4.687127170631274e-07
Position 1206: 3.4037926005620243e-07
Position 1322: 2.898040806691591e-07
Position 804: 2.7964839953592157e-07
Position 976: 2.658508831016219e-07
Position 12: 2.5125550061261634e-07
Position 990: 2.1355301531893155e-07
Position 959: 1.888471529916916e-07
Position 469: 1.7127328717422214e-07
