Gene = POT1
index = 1055
Annotated 5SS: [   188   1167  14408  31721  32817  37716  59071  66632  71025  77010
  78110  83040  87175  89009  94703 100728 102768 104730]
Annotated 3SS: [   981  14334  31606  32768  37600  58939  66340  70868  76842  78029
  82982  87017  88802  94566 100638 102675 104623 105906]
SMsplice 5SS: [   188   1167   7997  14408  31721  37280  37716  37993  59071  64853
  71025  77010  78110  87175  89009  94703 100728 102768 104730]
SMsplice 3SS: [   981   7872  14334  31606  37165  37600  37892  58939  64681  70868
  76842  78029  87017  88845  94566 100638 102675 104623 105906]
top_k =  500
Partition function (log Z): -46.79795729629447

Sorted 5' Splice Sites (High to Low Probability):
Position 1167: 0.9500174127286438
Position 14408: 0.9398964425539175
Position 188: 0.9020081602620232
Position 7997: 0.6723474170549941
Position 1588: 0.5682044254262865
Position 423: 0.12866215007068824
Position 13141: 0.10741959041363226
Position 460: 0.09738875956549631
Position 4170: 0.0731245336970763
Position 8029: 0.07225553592972275
Position 126: 0.06744902949230965
Position 7918: 0.05669484932176401
Position 1365: 0.05453765197397812
Position 763: 0.04951675895213152
Position 4450: 0.039887814837574656
Position 9464: 0.03917435108947091
Position 10360: 0.03684811660136754
Position 480: 0.0316830807759877
Position 6546: 0.02846563388220105
Position 427: 0.021396861846966854
Position 5558: 0.019430203079182962
Position 11908: 0.019310041090772286
Position 408: 0.019142260339731862
Position 9492: 0.017698391635059874
Position 5170: 0.017248668540875353
Position 11918: 0.016708449572637576
Position 14868: 0.015942972989309113
Position 10525: 0.015014622278856225
Position 1378: 0.014684805289370216
Position 8025: 0.01254276546662642
Position 2440: 0.012394013386641145
Position 2088: 0.009954555407078384
Position 5575: 0.009842606944701016
Position 182: 0.009656978773888134
Position 7389: 0.008422624699458994
Position 494: 0.00818763765036279
Position 2619: 0.007643574035884393
Position 2699: 0.00737442948523985
Position 206: 0.006922905206846542
Position 15492: 0.006797084725869286
Position 1986: 0.006348725124231863
Position 1953: 0.005416620007554563
Position 1255: 0.004820993187843281
Position 1787: 0.003966953508287641
Position 1138: 0.002898490318618349
Position 1099: 0.002741123650244288
Position 374: 0.002599647616970169
Position 6982: 0.002451756532925026
Position 3358: 0.0022342909116240747
Position 6676: 0.0019386379778114735
Position 529: 0.0018208826179505057
Position 201: 0.0016377116681023578
Position 15007: 0.0016291723506979068
Position 3588: 0.0015789672022387324
Position 790: 0.0015638604705488185
Position 15480: 0.0014155534935408522
Position 524: 0.0011179251814635804
Position 559: 0.0010388640112794399
Position 645: 0.0009610338097414584
Position 120: 0.0009397478609530895
Position 1113: 0.0006972677207957329
Position 514: 0.0006700380897571678
Position 211: 0.0005369351892350715
