Gene = FPGS
index = 564
Annotated 5SS: [ 188 1539 1678 1826 4213 4412 4608 4814 5437 5831 6015 6960 7232 8137]
Annotated 3SS: [ 1409  1623  1760  4097  4333  4545  4710  5358  5682  5924  6808  7155
  8069 10319]
SMsplice 5SS: [  282  1539  1678  1923  4238  4412  4608  4814  5437  5831  6015  6960
  7232  8137 10449]
SMsplice 3SS: [ 1439  1623  1760  4116  4333  4545  4710  5358  5682  5924  6808  7155
  8069 10319 10966]
top_k =  500
Partition function (log Z): 45.47616540614872

Sorted 5' Splice Sites (High to Low Probability):
Position 6960: 0.996969527354265
Position 7232: 0.9967964337684918
Position 4608: 0.9884986916994544
Position 6015: 0.9840412377525075
Position 5831: 0.9812179546313036
Position 1678: 0.9811400957278578
Position 4412: 0.9802483611427182
Position 5437: 0.9303294160585008
Position 1539: 0.9279057132549674
Position 4814: 0.9183683543436156
Position 10449: 0.7825438322273824
Position 282: 0.5736147900804067
Position 8137: 0.5035328145161212
Position 1923: 0.4485113341798162
Position 1826: 0.43591437558190116
Position 4238: 0.39704034978401126
Position 4213: 0.375474211067957
Position 4242: 0.22172608165503718
Position 188: 0.17279157263812417
Position 7855: 0.15225147961087163
Position 530: 0.13758745808827536
Position 8185: 0.08078446220322745
Position 1155: 0.07414290005439823
Position 1544: 0.0577679336175352
Position 9316: 0.049521382818324376
Position 8144: 0.04921204697416736
Position 7611: 0.0489994509494424
Position 2292: 0.04222920535575872
Position 5468: 0.034866090835846075
Position 8220: 0.03431853652256794
Position 125: 0.03314319049666587
Position 5000: 0.02878597699069827
Position 4938: 0.027117102688399213
Position 3079: 0.023828778440615535
Position 511: 0.019520585988925882
Position 5859: 0.017551802786012687
Position 8213: 0.016351996399104892
Position 745: 0.015026150348030507
Position 233: 0.014035483327335048
Position 1698: 0.011892958204472
Position 10002: 0.011154149576625581
Position 5090: 0.010616653804477849
Position 1305: 0.010384079294031703
Position 5472: 0.009464008055735041
Position 10749: 0.009084397173909136
Position 4901: 0.008904520025503515
Position 10233: 0.008619405822055426
Position 3896: 0.008076272755640192
Position 1371: 0.0075545008138408545
Position 8978: 0.007443882627818962
Position 1464: 0.006982197233943458
Position 7896: 0.006710430610781204
Position 338: 0.006648734948974138
