Gene = SLC51A
index = 1271
Annotated 5SS: [  247  1433 10616 11234 11770 12417 13558 16021]
Annotated 3SS: [ 1337 10460 11159 11610 12304 13410 15914 16558]
SMsplice 5SS: [  247  1433  1845 10616 11770 12417 13558 16021]
SMsplice 3SS: [ 1300  1727 10460 11610 12304 13410 15914 16669]
top_k =  500
Partition function (log Z): 6.717457941230466

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9964931164714877
Position 1433: 0.9913139317718813
Position 11770: 0.9796611022186666
Position 10616: 0.9018807542190002
Position 12417: 0.8386981495203285
Position 16021: 0.694356608168855
Position 1845: 0.6703029003895963
Position 11234: 0.5097681429781022
Position 13558: 0.45248213329070947
Position 3089: 0.2791331440036251
Position 3099: 0.27007804105720007
Position 546: 0.22258225511633936
Position 13520: 0.17553278099983943
Position 12114: 0.15782101950150845
Position 403: 0.11819560455021336
Position 589: 0.11072640995673069
Position 634: 0.0890012612710256
Position 15806: 0.07377363283893933
Position 12428: 0.07297499560208949
Position 14727: 0.06278100760552913
Position 14974: 0.06074467435155636
Position 11537: 0.04272045637438111
Position 469: 0.02745206957965861
Position 538: 0.017522007882516906
Position 13618: 0.01672296274707183
Position 15970: 0.016211226595429253
Position 11786: 0.015622632672129162
Position 1867: 0.013847760195103665
Position 419: 0.010214220966548926
Position 2272: 0.007945439290646502
Position 407: 0.007817264887087071
Position 16431: 0.004566057229107823
Position 388: 0.00441162601936074
Position 13614: 0.0038384168091444167
Position 16647: 0.0037380547050014463
Position 542: 0.00328379341810808
Position 16013: 0.0032687137786401666
Position 12372: 0.0032265661818915528
Position 7498: 0.0031326441503524574
Position 3640: 0.0026906451782100103
Position 2707: 0.0026694484651572513
Position 2287: 0.002527766675224178
Position 12674: 0.002387074460010558
Position 6865: 0.002252228895350924
Position 16642: 0.0020531993679236706
Position 16697: 0.0020261295074529948
Position 3240: 0.0017086730253151705
Position 251: 0.0015144307228410513
Position 10671: 0.0014892003793362868
Position 12644: 0.0013347667774652938
Position 7968: 0.0011614257664094318
Position 7978: 0.001144150058084116
Position 11884: 0.0010842505882322864
Position 9061: 0.0009730006844622516
Position 675: 0.0009726507034103068
Position 14453: 0.0009143019463498754
Position 15208: 0.0007803058928051033
Position 15045: 0.0006355477505200773
Position 21: 0.0006336657736630404
Position 12053: 0.0006033319229237822
Position 14216: 0.0004913723909677507
Position 2340: 0.0003708736909586308
Position 1338: 0.000369520642119349
Position 12190: 0.00031661507960340743
Position 12062: 0.0002910811267795086
Position 2364: 0.00023570202375127727
Position 14388: 0.0002259449807067963
Position 1360: 0.00016245645735632843
Position 1606: 0.0001616329917231499
Position 40: 0.00011471196513601716
Position 455: 0.00010088491002213319
Position 13291: 9.631583491214515e-05
Position 1997: 9.586983706117881e-05
Position 2541: 9.48099998575936e-05
Position 2495: 8.326800745452306e-05
Position 177: 7.58979962018305e-05
Position 1757: 6.957502911025725e-05
Position 1619: 3.925951290869203e-05
Position 897: 3.618746649608905e-05
Position 1602: 3.504566633207452e-05
Position 3353: 2.7872246779600153e-05
Position 3103: 2.12962641543438e-05
Position 3952: 1.0395959643242939e-05
Position 3575: 9.732093795353545e-06
Position 5161: 9.418346417392436e-06
Position 3259: 7.757704884414135e-06
Position 1965: 7.991617734251227e-07
Position 380: 3.762699868889585e-07
Position 1836: 3.547313057784804e-07
Position 289: 2.1032094101611014e-07
Position 421: 6.850056954953074e-08
Position 275: 5.77729300586269e-09
Position 486: 1.8365064418236406e-09
Position 310: 2.8632577947644035e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11610: 0.9515793137797938
Position 15914: 0.9440002245209217
Position 10460: 0.9033699545983364
Position 12304: 0.8986165989329276
Position 13410: 0.6328461698000587
Position 1727: 0.6152825021722539
Position 1300: 0.5545232772801216
Position 16669: 0.5177652664806384
Position 2985: 0.5070280144787874
Position 327: 0.46697605404158976
Position 1337: 0.35793290440626085
Position 11159: 0.293731328766715
Position 453: 0.11974534927159551
Position 11070: 0.11119059245409675
Position 11924: 0.07789358253157354
Position 1321: 0.07780544868576104
Position 14808: 0.06162111063646693
Position 11838: 0.06113772147758898
Position 16558: 0.05453481198397499
Position 16126: 0.05422489063072211
Position 11100: 0.05074329079760241
Position 11438: 0.04373491791792921
Position 15797: 0.041894981148775816
Position 14550: 0.03566500068999873
Position 10995: 0.03380806910342537
Position 16198: 0.03295922600134407
Position 16804: 0.029014165210180715
Position 11575: 0.02322716432891467
Position 16524: 0.020230154565170317
Position 1573: 0.020069608254189943
Position 15545: 0.018378286295321563
Position 1684: 0.018124290999333888
Position 11578: 0.016439062526178053
Position 15739: 0.015035997760951771
Position 1753: 0.014889541354346406
Position 2929: 0.014394430066625179
Position 14633: 0.013956431987714662
Position 11902: 0.011827152184181382
Position 2189: 0.011231017667538342
Position 11033: 0.010950463120832747
Position 1734: 0.01093735121817996
Position 13321: 0.010748710605178733
Position 14547: 0.010735296393457307
Position 593: 0.0105386371682573
Position 3025: 0.010209631855326402
Position 3012: 0.01001789801023589
Position 15754: 0.009792031908460792
Position 11021: 0.009344398735429946
Position 16829: 0.009208397423308779
Position 12356: 0.009159267873797635
Position 2950: 0.00869544618679483
Position 13557: 0.0070721424901958475
Position 16161: 0.005419419051661437
Position 14853: 0.005393906208945965
Position 16628: 0.005245467334231256
Position 14030: 0.004505899016650422
Position 15689: 0.004443199155507055
Position 417: 0.00422116480273237
Position 11991: 0.003612862973906711
Position 1832: 0.003601223647440753
Position 11720: 0.003576633753176026
Position 16736: 0.003283838761738946
Position 14296: 0.0031053100996747103
Position 16690: 0.002907533531103285
Position 16441: 0.0028162527691202558
Position 16306: 0.0027303953567554664
Position 14658: 0.0026078680781967687
Position 432: 0.0024616236549419956
Position 11852: 0.0024230311249711606
Position 16128: 0.002393420630302923
