Gene = SLF1
index = 1272
Annotated 5SS: [  419 10578 10821 12397 25089 31251 33499 35075 36406 44005 45562 47678
 51933 52662 60609 68372 70323 71260 73310 73910]
Annotated 3SS: [10463 10744 12155 24925 31106 33354 34924 36282 43950 45402 47513 51803
 52495 60460 68225 70158 71125 73216 73726 76483]
SMsplice 5SS: [  419 10578 10821 12397 25089 36406 44109 45562 47678 51933 52662 60609
 65103 70323 71260 73310 73910]
SMsplice 3SS: [10463 10744 12155 24925 36282 43950 45402 47513 51803 52495 60460 64971
 70158 71125 73216 73726 77552]
top_k =  500
Partition function (log Z): -33.731321514215885

Sorted 5' Splice Sites (High to Low Probability):
Position 10578: 0.9911629037782096
Position 419: 0.9700474902466926
Position 10821: 0.9215848282188853
Position 12397: 0.8965787747219115
Position 3347: 0.3027798330992142
Position 1675: 0.21719323329223028
Position 17710: 0.1660566418495268
Position 2107: 0.15127515796270788
Position 1825: 0.11819873779826459
Position 3567: 0.09120599426789355
Position 3479: 0.0675731304524606
Position 1477: 0.06310838905179708
Position 4986: 0.04152248803378734
Position 869: 0.03323466950904054
Position 13956: 0.031901341890835294
Position 9084: 0.031208718413108065
Position 222: 0.02009372571512662
Position 276: 0.019832955829197117
Position 11389: 0.014801311495743727
Position 14497: 0.01290984527786301
Position 1448: 0.010244388534208435
Position 3095: 0.008285241847300132
Position 2167: 0.007707584931982565
Position 626: 0.006213643436133255
Position 1813: 0.0057925874899998125
Position 10573: 0.005746369901502246
Position 1172: 0.005712198609314021
Position 20335: 0.0054566805507455535
Position 1437: 0.005025467870040987
Position 17095: 0.004824189015393909
Position 10785: 0.004184744288019066
Position 1470: 0.003301257827960049
Position 12525: 0.002719083065074661
Position 2228: 0.0024630483782842427
Position 14531: 0.0021921413254535425
Position 1317: 0.0019814174571339965
Position 13973: 0.0019059686474769595
Position 11522: 0.0015426492871028516
Position 11380: 0.0014956166001599772
Position 700: 0.0012900192600777314
Position 1161: 0.0010850169072003759
Position 1041: 0.0009247424086192949
Position 11513: 0.0005360963470648231
Position 1627: 0.0004698987085626676
Position 539: 0.0003918160944750936
Position 169: 0.00031139566480862553
Position 485: 0.00028650560229546935
Position 11787: 0.00022457205790960688
Position 11802: 0.0002188597877885508
Position 10876: 0.00018535258735205863
Position 2135: 0.00015577903323320394
Position 622: 0.00014492119993323588
Position 139: 0.00012198944715366174
Position 1427: 9.90091884503159e-05
Position 1450: 6.082226874192628e-05
Position 27: 5.234714639523531e-05
Position 1836: 3.984100309833304e-05
Position 513: 3.585144096415771e-05
Position 1917: 2.882716886507744e-05
Position 12381: 2.1312501085391647e-05
Position 934: 2.1012427888960857e-05
Position 12350: 1.8460920374789896e-05
Position 784: 1.7144592805492737e-05
Position 1659: 1.6031139250657256e-05
Position 1401: 1.4961617985062584e-05
Position 1200: 1.3871499651127896e-05
Position 346: 1.3823009448991826e-05
Position 12719: 1.2758111626978928e-05
Position 1796: 1.1625714675221353e-05
Position 1495: 1.1143371051103564e-05
Position 899: 7.152898125041644e-06
Position 859: 5.4209593381854764e-06
Position 10: 1.3918820286323067e-06
Position 448: 1.3566727301660712e-06
Position 48: 1.1739159490231757e-06
Position 318: 2.994466149433588e-07
Position 461: 2.9441211224728024e-07
Position 583: 2.548892441630069e-07
Position 351: 2.4774557738564227e-07
Position 252: 1.8280669050051263e-07
Position 12: 7.025747803320203e-08
Position 552: 4.314824495590117e-08
Position 496: 2.6036989243107628e-08
Position 791: 1.6381313641987026e-08
Position 662: 1.4871432097104608e-08
Position 554: 9.433549518168725e-09
Position 155: 9.174180673102323e-09
Position 446: 9.147130290547375e-09
Position 914: 8.557360411515781e-09
Position 469: 7.481101179738742e-09
Position 455: 5.493963838589876e-09
Position 969: 1.2467189958809283e-09
Position 338: 3.939586118566369e-10
Position 365: 9.557208439288675e-11
Position 368: 7.514701990160064e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10463: 0.9990734666914585
Position 12155: 0.8830212068617289
Position 10744: 0.5056482158908937
Position 10673: 0.4043480497683172
Position 1560: 0.29505412691002236
Position 3274: 0.24822277683698002
Position 22623: 0.16999638449006627
Position 2020: 0.15852694785547636
Position 3419: 0.151242939971861
Position 18391: 0.13643625469797346
Position 14378: 0.1314358645260433
Position 17624: 0.1155426997325333
Position 17443: 0.08141073654183009
Position 1329: 0.07208898752976334
Position 20714: 0.06495588540090906
Position 3137: 0.05557731626382457
Position 15198: 0.041234917751710155
Position 16867: 0.03969794963388068
Position 13898: 0.03918145277793127
Position 15568: 0.036594367375708155
Position 11316: 0.03273141199828961
Position 4795: 0.03239698567268551
Position 8998: 0.031208718413108065
Position 1580: 0.02616223202404075
Position 16638: 0.02528714783543256
Position 15529: 0.02460566457545932
Position 17890: 0.02292386610118039
Position 16545: 0.020330445652227504
Position 577: 0.01876106162952807
Position 12294: 0.01808019439963865
Position 800: 0.017552159392387395
Position 17695: 0.016936480420620407
Position 17984: 0.01564490833861195
Position 17860: 0.01524132506230612
Position 12524: 0.013660418670788675
Position 16243: 0.013454519546982256
Position 15795: 0.012724524196217689
Position 1717: 0.012338397975649375
Position 17939: 0.012276130691106514
Position 15615: 0.011669576131573645
Position 12139: 0.010903677510108147
Position 1068: 0.010646233922938689
Position 14235: 0.01034551680227093
Position 20198: 0.009797194795618917
Position 326: 0.009313651846739553
Position 18225: 0.009161720593105105
Position 12113: 0.009140543109225071
Position 12595: 0.008833054239454616
Position 10772: 0.007599559742240182
Position 15292: 0.00701894156703895
Position 10697: 0.006977281839998282
Position 2964: 0.005907096278474936
Position 4605: 0.005559503749739902
Position 12565: 0.005302872177045595
Position 1626: 0.005250300422170162
Position 15683: 0.005084495359345814
Position 17304: 0.004778825762143701
Position 16952: 0.004699308318546067
Position 3175: 0.004651349814533314
Position 12192: 0.004617809395187522
Position 20390: 0.004576948367075093
Position 13065: 0.004500585796673459
Position 1447: 0.004247588791376468
Position 12487: 0.0038869956393096485
Position 13789: 0.0037393785188174823
Position 739: 0.0035507734395150885
Position 12254: 0.003510317949677002
Position 14053: 0.003247332203313272
Position 1955: 0.0030944253639643626
Position 16347: 0.002798730165999688
Position 18739: 0.0027680235037101384
Position 14114: 0.0025360433113837894
Position 13116: 0.0024730087137262184
Position 4723: 0.0018402702133971504
Position 14398: 0.0018111864147619134
Position 4584: 0.0017257283979647516
Position 12910: 0.0016797103990108936
Position 14374: 0.0015970793453062146
Position 17798: 0.001478877230681815
Position 343: 0.0014225329076607307
Position 3008: 0.001392813510123172
Position 11701: 0.0013523577744472305
Position 1197: 0.001318981715086514
Position 1723: 0.0012522671311314998
Position 14875: 0.0012264177418477107
Position 15594: 0.0011329058516536621
Position 17123: 0.0011049283100190565
Position 13822: 0.001046404160268904
Position 11020: 0.0010319188870508643
Position 16679: 0.0010286416126186115
Position 11179: 0.0010056411869290875
Position 13196: 0.000988371698195149
Position 3437: 0.0009798907582316723
Position 14188: 0.000907063425258545
Position 301: 0.0008545447266772226
Position 16565: 0.0008534104686736269
Position 12951: 0.0008506633308840795
Position 1128: 0.0008039486181144434
Position 2818: 0.0007956146887660962
Position 13182: 0.0007647232323300991
Position 12329: 0.0007578007905573616
Position 1743: 0.0007124990748831099
Position 346: 0.0007010930519335605
Position 15981: 0.0005916692129309683
Position 395: 0.0005710111763022012
Position 13235: 0.0005649315299909947
Position 12694: 0.0005203999874609497
Position 1035: 0.0004116469501278414
Position 583: 0.00037812491252685115
Position 934: 0.0003624888422382249
Position 2903: 0.00035980595187579573
Position 3158: 0.0003245246732569024
Position 14264: 0.00027822299730281055
Position 12160: 0.0002714859776816124
Position 522: 0.00021604437971741228
Position 517: 0.00021519050913610527
Position 11065: 0.00021473648544484444
Position 937: 0.00019733924140779224
Position 1427: 0.00018657014941855896
