Gene = ALKBH4
index = 76
Annotated 5SS: [ 163 5273]
Annotated 3SS: [5074 6894]
SMsplice 5SS: [ 163 5273]
SMsplice 3SS: [5165 6894]
top_k =  500
Partition function (log Z): -2.0243959599660393

Sorted 5' Splice Sites (High to Low Probability):
Position 5273: 0.9856362422142176
Position 163: 0.9665594800558749
Position 2942: 0.32772061404708996
Position 2215: 0.2118304724811481
Position 2597: 0.16404036610133366
Position 1001: 0.09433648694717627
Position 4378: 0.04648835773356717
Position 6979: 0.02912514744106631
Position 800: 0.023818921374573514
Position 1033: 0.02165855029473463
Position 276: 0.02122112173703135
Position 5459: 0.020186464990649997
Position 5856: 0.01752588330069925
Position 7114: 0.015630478368721314
Position 7242: 0.014876629289059064
Position 2021: 0.012034042515682233
Position 6976: 0.010148349672482019
Position 2592: 0.007100613622314536
Position 1048: 0.006741975208246451
Position 607: 0.0061213251677287766
Position 4677: 0.005593310683405261
Position 2880: 0.0047096351381267
Position 5216: 0.004039465922591845
Position 5379: 0.003572654254598265
Position 5440: 0.003149598115616752
Position 503: 0.0029799865070802814
Position 2755: 0.0025758881788952807
Position 772: 0.0025674196025115255
Position 989: 0.0022357630758656232
Position 2806: 0.002088118732587128
Position 292: 0.0020784334642990608
Position 1298: 0.001982522378190568
Position 3093: 0.001887716213814725
Position 2035: 0.0018199407702797687
Position 2030: 0.0017711992187391
Position 2553: 0.0014739841388772957
Position 3047: 0.001270249538406452
Position 2799: 0.0011922291339534015
Position 4158: 0.0007156226190134994
Position 1122: 0.0007051647241532961
Position 260: 0.0006930217982290751
Position 6569: 0.0006806846278114749
Position 1316: 0.0006376819249204412
Position 2903: 0.000630445246105755
Position 5890: 0.0005989000032583299
Position 1805: 0.0005885222656491308
Position 351: 0.0005772329478283422
Position 4320: 0.0005735797645997453
Position 170: 0.0005623186805930203
Position 5990: 0.0005179534208743043
Position 1506: 0.0004903692915299311
Position 2959: 0.00045616045118936847
Position 5706: 0.00039644781357139495
Position 1393: 0.0003441063991978239
Position 5808: 0.000329860924287669
Position 1765: 0.0003257822726906665
Position 5383: 0.0003241608282326339
Position 2854: 0.0003171366938672903
Position 6417: 0.00029795993771677964
Position 2350: 0.0002651422088177947
Position 6041: 0.0002616530049078847
Position 780: 0.00015807151587942154
Position 1727: 0.00012768619886243366
Position 541: 9.364836525049169e-05
Position 347: 7.454151669863551e-05
Position 732: 4.946224113242678e-05
Position 482: 4.2062569728965365e-05
Position 2156: 4.0379660026743533e-05
Position 2358: 4.033921267893461e-05
Position 5534: 3.9752502939118684e-05
Position 422: 2.1524406138303207e-05
Position 5442: 1.6628924269796787e-05
Position 5444: 1.619837500912578e-05
Position 5840: 1.3465375612736715e-05
Position 222: 7.355606917914374e-06
Position 355: 6.11037070835496e-06
Position 134: 5.710236181913526e-06
Position 367: 2.9977851542923763e-06
Position 282: 2.612287342711893e-06
Position 840: 2.1438247961925203e-06
Position 551: 2.1344684287534353e-06
Position 1253: 6.681721550548043e-07
Position 70: 3.6969311690907086e-07
Position 86: 2.7336982035922998e-08
Position 107: 7.948369269162094e-09
Position 823: 6.895203047899098e-09
Position 398: 6.631521255970779e-09
Position 328: 6.300598765600557e-09
Position 196: 2.760028969024369e-10
Position 410: 8.751943880917436e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5165: 0.929401966695057
Position 6894: 0.6405907699515696
Position 2679: 0.32995289097617947
Position 2111: 0.19842643776935442
Position 2539: 0.1096583765624762
Position 7467: 0.07746125503535677
Position 6312: 0.0667222060957138
Position 5074: 0.06339367155665783
Position 5377: 0.05497390555899568
Position 5737: 0.04840443791766188
Position 6146: 0.0478045104758942
Position 4310: 0.047334601371486644
Position 2460: 0.04524287996981651
Position 954: 0.04010953200545065
Position 870: 0.03355424920503731
Position 896: 0.033133284631581945
Position 1943: 0.033058052791045574
Position 7349: 0.026964506663051797
Position 5709: 0.026700218225602982
Position 5356: 0.025025827210686896
Position 6833: 0.015299828799954151
Position 452: 0.012302508751505929
Position 7501: 0.010960161868734664
Position 6335: 0.010096724663697574
Position 2730: 0.008916039815505162
Position 5519: 0.007926942335364609
Position 2371: 0.007259298993148834
Position 366: 0.006799876629785179
Position 8117: 0.005950725942943645
Position 7209: 0.005707839032581281
Position 4558: 0.0055938705537089605
Position 799: 0.004995174051107839
Position 926: 0.004816680346365489
Position 6962: 0.004538910044522973
Position 6609: 0.0036785377325445046
Position 512: 0.003626177541555092
Position 7032: 0.0033581147302347305
Position 6473: 0.0030114612161382137
Position 6142: 0.0029747851977700683
Position 1205: 0.0028807966746232714
Position 851: 0.002583557067989793
Position 5421: 0.002518198768802517
Position 6635: 0.0024799743898324214
Position 5733: 0.002427918656937925
Position 6927: 0.0024134223021394364
Position 2820: 0.002209034623833526
Position 958: 0.0020422524442414453
Position 2426: 0.0019476047527143383
Position 7257: 0.0017418494273160998
Position 6861: 0.001516071714763654
Position 5168: 0.0014927621382658037
Position 7602: 0.0014760454019989145
Position 6122: 0.0014002462782474146
Position 6499: 0.0013712222484824608
Position 2472: 0.0012469825739444193
Position 6370: 0.0011475324898507422
Position 636: 0.0010921805315890622
Position 1659: 0.0010852208661373056
Position 724: 0.0010241658759283772
Position 2755: 0.0009732969651365334
Position 2644: 0.0009729201539643086
Position 413: 0.000911148072646439
Position 2377: 0.0008920281970854342
Position 916: 0.0008164094255379651
Position 591: 0.0008064751306292063
Position 8243: 0.0008017232538388729
Position 575: 0.0007652506538851167
Position 6166: 0.0007121937534206006
Position 6308: 0.0007114332822431244
Position 4062: 0.0006995778349695636
Position 5022: 0.0006721822383415614
Position 5757: 0.0006454352566442025
Position 2242: 0.000626594625654372
Position 566: 0.0005972887695147391
Position 2524: 0.0005870813732042124
Position 2345: 0.0005642034554205752
Position 241: 0.0005551328286359973
Position 743: 0.0004753744687457541
Position 2417: 0.00044009986519949354
Position 7326: 0.00042421866973665006
Position 672: 0.000373197806873508
Position 5563: 0.00037129565884757654
Position 1135: 0.0003676287783229897
Position 878: 0.00032853568257263293
Position 600: 0.0003128789445895926
Position 495: 0.00031133531722404167
Position 5557: 0.0002822484770053225
Position 2812: 0.0002653424286727751
Position 5456: 0.00025256650573122986
Position 758: 0.00020008195781573746
Position 6215: 0.00018518877752366451
Position 1872: 0.00016865721758494402
Position 5425: 0.0001564975118867344
Position 980: 0.00013328133573251087
Position 5126: 0.00011150414111641937
Position 5436: 0.00010872786601646108
Position 648: 0.00010538977118400594
Position 2117: 9.944994135469109e-05
Position 1415: 9.539314961428773e-05
Position 5204: 9.025869985332842e-05
Position 2214: 8.149201201368402e-05
Position 5207: 8.13695869870359e-05
Position 937: 7.251427783336866e-05
Position 929: 6.845444970947256e-05
Position 551: 6.620183097577426e-05
Position 2587: 6.486228041846146e-05
Position 1280: 6.213896146223878e-05
Position 839: 4.826442972820034e-05
Position 436: 4.8197344123640546e-05
Position 4578: 4.121775106082502e-05
Position 1039: 4.066228977704337e-05
Position 2125: 4.034993142196167e-05
Position 695: 3.9368773347001156e-05
