Gene = EQTN
index = 503
Annotated 5SS: [  160   527  2824  4739  6121  7468 10931]
Annotated 3SS: [  400  2736  4651  6075  7407 10776 12166]
SMsplice 5SS: [  280   527  2824  4917  6121  7468 10931]
SMsplice 3SS: [  400  2736  4651  6075  7407 10776 12166]
top_k =  500
Partition function (log Z): -0.5736301425107975

Sorted 5' Splice Sites (High to Low Probability):
Position 10931: 0.935703497662772
Position 7468: 0.8896341594954114
Position 2824: 0.7571391998922071
Position 527: 0.7182078884884732
Position 6121: 0.7113637865219677
Position 4917: 0.4668618531722131
Position 280: 0.453847529805016
Position 5360: 0.33582938256235734
Position 4739: 0.29961623700317536
Position 160: 0.18449254036178883
Position 5884: 0.17553024274940135
Position 196: 0.10010821421728071
Position 229: 0.08519033052427148
Position 6274: 0.08106773460997763
Position 7932: 0.06384933904266518
Position 8652: 0.0550918995492544
Position 6139: 0.04686060586886115
Position 11537: 0.03047567041625711
Position 10380: 0.02024419446425871
Position 1919: 0.020195348386606245
Position 3672: 0.011439373040955346
Position 8799: 0.011369818471734133
Position 5661: 0.011018324834761076
Position 6598: 0.01065671530326266
Position 192: 0.00810470996553239
Position 2377: 0.007875744149593761
Position 1099: 0.007815671801740334
Position 4891: 0.007734234164637214
Position 8855: 0.006890695415612236
Position 2681: 0.00670284976095556
Position 3269: 0.00582955556916704
Position 2026: 0.0052102643054868876
Position 1568: 0.005022414746789994
Position 1999: 0.004909951815214327
Position 7628: 0.004839678489174041
Position 8658: 0.003947066564970719
Position 4905: 0.003803165647224157
Position 751: 0.0037437707516486296
Position 4758: 0.0032907003955196116
Position 5946: 0.0031525911066829742
Position 380: 0.0031498351322999884
Position 5373: 0.0031031626323965215
Position 8371: 0.0030790688019101294
Position 10003: 0.0029228582567557824
Position 12241: 0.002642848097745911
Position 12292: 0.002210414062764773
Position 9773: 0.0022098040442125916
Position 42: 0.0018953459450999901
Position 11962: 0.00170055433094957
Position 2068: 0.0016915063921344004
Position 1932: 0.0016379823366713356
Position 11318: 0.0009907429539521592
Position 6507: 0.0009346470272367257
Position 8715: 0.0009342572649517576
Position 2784: 0.000833026787198668
Position 3943: 0.000652787032610608
Position 2852: 0.0005622545321091242
Position 4785: 0.0005256094349154133
Position 11797: 0.0004642158799182934
Position 540: 0.0004365342700340154
Position 3390: 0.00041589370687088005
Position 814: 0.0003312975422911116
Position 3077: 0.00027813051185947486
Position 3361: 0.00024282002956906967
Position 5121: 0.00024019408265078219
Position 1645: 0.00013836668043596754
Position 332: 1.8911486750609717e-05
Position 349: 1.3800019286351342e-05
Position 133: 1.1549129972854828e-05
Position 268: 8.651027876779143e-06
Position 631: 4.717093688075023e-06
Position 1133: 2.4634109548374553e-06
Position 552: 2.1086398762794805e-06
Position 1633: 1.9459059497186708e-06
Position 1385: 1.6914773319019796e-06
Position 98: 1.033116649360636e-06
Position 757: 8.370101719822084e-07
Position 318: 7.724050522208785e-07
Position 564: 4.5359905974885745e-07
Position 239: 1.5582349849331568e-07
Position 233: 1.5011145328938273e-07
Position 946: 1.3718817007815036e-07
Position 690: 1.2285955127475267e-07
Position 117: 1.1293383839054448e-07
Position 914: 1.050179357730088e-07
Position 284: 6.933146407985496e-08
Position 412: 6.66510594796707e-08
Position 531: 5.265778721286824e-08
Position 382: 3.782205226362887e-08
Position 620: 1.7550361232089358e-08
Position 588: 1.675663091674468e-08
Position 577: 1.5510951216194863e-08
Position 384: 1.4586923444722276e-08
Position 433: 1.3605574870294561e-08
Position 650: 9.619761520003353e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10776: 0.941416675185061
Position 7407: 0.8897381123918595
Position 6075: 0.839982557993418
Position 12166: 0.8264155885622535
Position 4651: 0.7836201052827105
Position 2736: 0.6385592695224311
Position 400: 0.3995682303122603
Position 5273: 0.19386872473966285
Position 5764: 0.1718890364386109
Position 430: 0.12102677598903865
Position 2598: 0.06474152115049317
Position 2643: 0.060772757915033775
Position 5212: 0.060089502279916523
Position 8581: 0.056257422200920316
Position 7773: 0.04109221122144977
Position 11401: 0.04020770315649784
Position 5159: 0.039555070600092945
Position 11000: 0.029968586374761744
Position 11003: 0.027843252539605668
Position 1877: 0.02254601119453621
Position 5125: 0.018761369821085432
Position 5256: 0.018466155979519006
Position 444: 0.01653871842325505
Position 10304: 0.01647564346653579
Position 11268: 0.015637851833970578
Position 12369: 0.014985211482594874
Position 7861: 0.013979156493200156
Position 290: 0.013561548668411113
Position 8498: 0.013001781959567289
