Gene = CH17-140K24.8
index = 366
Annotated 5SS: [169]
Annotated 3SS: [22106]
SMsplice 5SS: [  169 10764]
SMsplice 3SS: [10670 17552]
top_k =  500
Partition function (log Z): -15.60189260314644

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.9638239094717143
Position 10764: 0.7620757654027711
Position 2472: 0.49887096361454664
Position 11033: 0.28106169373726875
Position 2390: 0.14936185305378435
Position 1772: 0.12716397684332006
Position 4509: 0.046859481746410886
Position 3297: 0.03813934658181932
Position 2003: 0.024544983610214895
Position 567: 0.022960269722926537
Position 455: 0.014268103169155277
Position 329: 0.0071640285839676444
Position 487: 0.006004365308809375
Position 2264: 0.006003410490303683
Position 1898: 0.0059172908175498685
Position 1819: 0.004516603006114819
Position 2406: 0.004001681889996678
Position 1239: 0.00386610541885544
Position 1859: 0.0036845652818470152
Position 1589: 0.00337436441047564
Position 2297: 0.0021732574600059895
Position 5043: 0.002014465007986678
Position 1784: 0.0017211472660849953
Position 1889: 0.0015363439777890862
Position 827: 0.0011704693162650018
Position 878: 0.0010118686715796343
Position 1684: 0.000921967926675398
Position 173: 0.0007781489491140274
Position 496: 0.0005451995358506066
Position 2786: 0.0005040766597968696
Position 1226: 0.0004439264188335386
Position 1724: 0.0002878669145024396
Position 3092: 0.000203626829963327
Position 2581: 0.0001805104801911896
Position 2348: 0.00013218195701785463
Position 687: 6.649890066278094e-05
Position 2833: 5.501176521304141e-05
Position 2979: 5.1767428610463386e-05
Position 1064: 4.734171205732749e-05
Position 1717: 4.480275078527985e-05
Position 352: 3.648805973636624e-05
Position 318: 3.386974061510343e-05
Position 2422: 3.2028335265466586e-05
Position 1104: 3.078803816795835e-05
Position 438: 1.8451992052732965e-05
Position 202: 1.1894718293627147e-05
Position 2459: 1.084255896121913e-05
Position 1034: 9.96551476727398e-06
Position 1507: 9.284092163318216e-06
Position 1435: 4.727027012351449e-06
Position 1550: 3.407077867712313e-06
Position 617: 2.5279212331697067e-06
Position 630: 7.718982270413286e-07
Position 52: 6.595573931105897e-07
Position 299: 4.944558090406901e-07
Position 334: 2.761289557748581e-07
Position 440: 2.66330978522236e-07
Position 58: 1.9204481479981365e-07
Position 103: 8.741710984126237e-08
Position 458: 5.481857423801746e-08
Position 188: 2.6845686943575546e-08
Position 332: 1.969469722750665e-08
Position 266: 1.8939317597107115e-08
Position 418: 1.7811439815799687e-08
Position 716: 8.730544849659677e-09
Position 236: 3.852555081193546e-09
