Gene = TRIM14
index = 1483
Annotated 5SS: [  229  9322 19280 24344 27302 31769]
Annotated 3SS: [ 9225 19045 24180 27208 31204 49522]
SMsplice 5SS: [  456  9322 19280 24344 31276]
SMsplice 3SS: [ 9225 19045 24180 31204 47730]
top_k =  500
Partition function (log Z): -18.257882209951106

Sorted 5' Splice Sites (High to Low Probability):
Position 19280: 0.9999896944802449
Position 24344: 0.9983127697534823
Position 31276: 0.9717943807847537
Position 456: 0.5465719388914454
Position 229: 0.45342773828918403
Position 32033: 0.23634981987320977
Position 27302: 0.14734756102830163
Position 23531: 0.13139700402273266
Position 34921: 0.08751327545829435
Position 24861: 0.08207883033989777
Position 27251: 0.06306165022935405
Position 28829: 0.0474647760390888
Position 29279: 0.042389139371474704
Position 24893: 0.021420915386066556
Position 24906: 0.013628062779510692
Position 33086: 0.0032056412630299797
Position 31769: 0.001350902725057335
Position 31416: 0.0005323127790485446
Position 19639: 3.386128352825939e-06
Position 1191: 1.396530446912721e-06
Position 581: 1.1217162536271378e-07
Position 796: 6.532058361720496e-08
Position 350: 4.824281939545664e-08
Position 166: 4.808047324615727e-08
Position 2275: 4.295282180993651e-08
Position 150: 3.4122559777194607e-08
Position 6174: 3.01798093338719e-08
Position 60: 2.7551365455941206e-08
Position 249: 2.0891929162410024e-08
Position 1141: 1.7318066188319185e-08
Position 7053: 1.6650284739411192e-08
Position 1049: 1.2218168844385813e-08
Position 1275: 1.214849417589794e-08
Position 439: 6.846858608160374e-09
Position 1044: 6.18214762763557e-09
Position 6222: 4.6034589436842624e-09
Position 217: 1.720219790806629e-09
Position 475: 1.1878802319744822e-09
Position 468: 4.1769889926038594e-10
Position 1126: 4.0791757199064355e-10
Position 223: 2.1862660226717754e-10
Position 492: 1.9114010839004439e-10
Position 384: 1.831330750911199e-10
Position 12: 1.7765932450213705e-10
Position 3422: 1.7498053643271917e-10
Position 2167: 1.6469438318564252e-10
Position 193: 1.6160017413379957e-10
Position 1418: 7.601947919329519e-11
Position 1880: 4.422889667311172e-11
Position 148: 1.5788168127604546e-11
Position 571: 2.6786053854161893e-12
Position 264: 1.362930816777602e-12
Position 460: 1.322415413188965e-12
Position 329: 6.470006072919947e-13
Position 128: 2.3892647454550046e-13
Position 559: 2.2668509889409407e-13
Position 70: 1.8514711261793039e-13
Position 644: 1.5462286294876423e-13
Position 182: 1.584595007996316e-14
Position 112: 7.85298859396998e-15
Position 322: 1.5515974367504907e-17
Position 373: 8.179498159775896e-20
Position 305: 2.895814291210098e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 19045: 0.9999969600780904
Position 24180: 0.9983426558976263
Position 31204: 0.9742693182752373
Position 42214: 0.4506913805494245
Position 43632: 0.2851478960602125
Position 27208: 0.210561396546472
Position 31912: 0.18808686856359785
