Gene = NPVF
index = 960
Annotated 5SS: [ 185 1861]
Annotated 3SS: [1459 3312]
SMsplice 5SS: [185]
SMsplice 3SS: [3312]
top_k =  500
Partition function (log Z): -5.038218207999044

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.93382603557636
Position 1673: 0.5146888727778266
Position 1861: 0.4753381266519585
Position 392: 0.40798338753882485
Position 2549: 0.14782743091167957
Position 209: 0.06077644675449864
Position 2951: 0.03443537153825189
Position 2211: 0.016136578682050953
Position 2566: 0.011696072542044259
Position 1682: 0.010924845786795095
Position 401: 0.010188544566684207
Position 762: 0.009238961090983438
Position 1962: 0.0074662958929864395
Position 2869: 0.007214792459503372
Position 2377: 0.006991339852878909
Position 628: 0.005305525427547168
Position 490: 0.003250577019822587
Position 2256: 0.003169472375495576
Position 1711: 0.003065393277338515
Position 3490: 0.0028360219278450245
Position 2039: 0.0027635878292330755
Position 270: 0.0024132241817220656
Position 2060: 0.001866458516654935
Position 2240: 0.0017359559141644667
Position 2831: 0.0014994306853549008
Position 2689: 0.0012757778396665699
Position 396: 0.0007772349604422598
Position 1071: 0.000542782739852661
Position 469: 0.0005296705902024996
Position 449: 0.0002392010831529153
Position 835: 0.00018119048123533234
Position 933: 0.0001768589682667265
Position 1427: 0.00014381693036188183
Position 1011: 0.00010264751170564184
Position 1907: 6.758908517212549e-05
Position 459: 5.496312430033991e-05
Position 606: 3.743225367011702e-05
Position 386: 2.7013093317361797e-05
Position 587: 1.912573294850075e-05
Position 278: 4.985408596575127e-06
Position 189: 1.7110616809317635e-06
Position 213: 7.45286955204448e-07
Position 274: 2.5956913848278716e-07
Position 256: 2.3107701471204136e-07
Position 137: 1.1067417624006165e-07
Position 621: 8.660417680832076e-08
Position 815: 5.7910946727393425e-08
Position 324: 5.1248798438500784e-08
Position 123: 4.799840865545731e-08
Position 585: 4.706840030521008e-08
Position 827: 4.200828316036461e-08
Position 611: 2.9086730510965645e-08
Position 243: 2.4392884165937286e-08
Position 282: 1.2436119852300785e-08
Position 103: 1.144379537138695e-08
Position 613: 2.680906915723158e-09
Position 804: 3.3586602926865684e-10
Position 280: 1.5529675050309794e-10
Position 297: 1.49849451965696e-12
Position 332: 4.0343470804749594e-14
Position 289: 2.628711349453738e-14
Position 339: 1.7186345619846957e-14
Position 374: 3.0179815766445445e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3312: 0.674467699751211
Position 1459: 0.3282661051281567
Position 308: 0.3009250829156445
Position 1769: 0.20283623079401147
Position 1710: 0.18790886108700344
Position 1537: 0.14711798608043383
Position 348: 0.14531186465087523
Position 2420: 0.14298558991404506
Position 2122: 0.10705695739002676
Position 1746: 0.051494279859421316
Position 2423: 0.05006474061343631
Position 1593: 0.04887187669799611
Position 2805: 0.047396531266159406
Position 1822: 0.03501765524545929
Position 3388: 0.028509231892497246
Position 3420: 0.02505436719137502
Position 1427: 0.02408519566611184
Position 2463: 0.01617399194071284
Position 2662: 0.012338911640734423
Position 2239: 0.01105352617317786
Position 2855: 0.009495618941358874
Position 2373: 0.009042910332900774
Position 2460: 0.005986736183761886
Position 2593: 0.005572656154650595
Position 1950: 0.0053878226900054525
Position 1553: 0.00535859619140129
Position 261: 0.005220701620105363
Position 709: 0.004662739145348669
Position 686: 0.004273022803291319
Position 2802: 0.003886869099694635
Position 913: 0.003706289765876594
Position 3603: 0.0035451634262141122
Position 1501: 0.0034838538601259382
Position 500: 0.0028950495300500818
Position 1464: 0.002501650526772582
Position 1354: 0.0023719912464005627
Position 1371: 0.0022313852132948443
Position 3335: 0.001465887912562403
Position 1488: 0.0014622740023277968
Position 1511: 0.0014165660552407468
Position 1180: 0.001327565950030327
Position 476: 0.0012502034337011048
Position 800: 0.001201116405340101
Position 2478: 0.0011921716843161794
Position 624: 0.0010669489424830043
Position 1265: 0.0010602124355243061
Position 1613: 0.0010404120044285247
Position 2620: 0.0009577762314749449
Position 1485: 0.0008696898275030981
Position 565: 0.0008419341966370836
Position 3315: 0.0008058666401586844
Position 2612: 0.0005155209906657013
Position 1602: 0.0004743006384306909
Position 3699: 0.00047212772084680843
Position 1478: 0.00035758626838427326
Position 1977: 0.00031381396909120726
Position 3896: 0.00029497257901392443
Position 2826: 0.0002930988663827744
Position 1299: 0.00020299044303034234
Position 1730: 0.00020158899752762582
Position 2342: 0.0001964940414946271
Position 2282: 0.0001530924754703367
Position 356: 0.00013347093045595188
Position 2483: 7.934968779429419e-05
Position 1829: 7.562912318464252e-05
Position 1653: 7.191780690033733e-05
Position 1855: 5.609506968225216e-05
Position 363: 5.520668997169865e-05
Position 606: 4.9853808892968556e-05
Position 2089: 4.0960120213411085e-05
Position 1616: 3.459235224135393e-05
Position 2073: 2.999999318350593e-05
Position 1466: 2.614296547434999e-05
Position 753: 2.330574816350991e-05
Position 267: 2.195368207132418e-05
Position 1637: 2.025660225559602e-05
Position 1270: 1.5712281236428353e-05
Position 1958: 1.4440919880301851e-05
Position 719: 1.437538717770772e-05
Position 909: 1.2997292028492047e-05
Position 611: 1.1512102275723646e-05
Position 449: 8.933086740984994e-06
Position 270: 6.8348214766464815e-06
Position 919: 6.737399671149752e-06
Position 995: 6.484140131416686e-06
Position 835: 3.9232756832579226e-06
Position 483: 3.2771650080913998e-06
Position 274: 2.073730928359804e-06
Position 767: 1.7387421719031806e-06
Position 408: 6.559335934067412e-07
Position 941: 5.7978899023101305e-08
Position 937: 5.797147484283127e-08
Position 412: 3.945567047190673e-09
Position 396: 2.28361188866576e-09
Position 419: 1.8727460856402105e-09
Position 815: 3.502891067005667e-10
Position 243: 1.869289786447202e-11
Position 216: 9.57390694664408e-13
Position 213: 1.538371866257065e-14
Position 189: 1.1117295947670552e-14
Position 184: 1.787402434449433e-15
