Gene = RP11-322N21.2
index = 1167
Annotated 5SS: [251]
Annotated 3SS: [848]
SMsplice 5SS: [251]
SMsplice 3SS: [848]
top_k =  500
Partition function (log Z): -9.952909402468272

Sorted 5' Splice Sites (High to Low Probability):
Position 251: 0.7548704611890169
Position 74: 0.18197934567725296
Position 197: 0.026911686988063333
Position 267: 0.022444887426448675
Position 371: 0.010479609993645311
Position 403: 0.003781628421102123
Position 277: 0.002350878441896772
Position 763: 0.00178595950737768
Position 25: 0.000897753168684633
Position 149: 0.0007043219077495457
Position 310: 0.00030355160691295457
Position 530: 0.0002496900554962663
Position 140: 0.0001077015638420247
Position 116: 9.490905347770755e-05
Position 565: 8.86237428453887e-05
Position 719: 5.362694587953613e-05
Position 229: 5.1670472087741354e-05
Position 231: 3.525963458375851e-05
Position 524: 1.1749662374432969e-05
Position 615: 7.379838766138956e-06
Position 108: 6.7522431115091936e-06
Position 282: 6.498390230229034e-06
Position 634: 5.9680733263771275e-06
Position 164: 5.144889560846552e-06
Position 114: 4.0257182349195535e-06
Position 449: 2.198838477002398e-06
Position 666: 1.984373564816721e-06
Position 452: 9.587302333641605e-07
Position 639: 9.459026252417634e-07
Position 328: 6.64809511611359e-07
Position 315: 5.949298478683588e-07
Position 29: 1.3851059505085584e-08
Position 53: 3.7558510530435935e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 848: 0.8909086586012462
Position 644: 0.04626988803554993
Position 892: 0.01894484701418279
Position 947: 0.013793986778804538
Position 855: 0.007260308177522291
Position 674: 0.00549286562139654
Position 354: 0.004367692224385934
Position 895: 0.003897173205756111
Position 188: 0.0037666465719331495
Position 295: 0.0020564478779145777
Position 138: 0.0015184619381133537
Position 161: 0.0013418975302789426
Position 708: 0.0012669777163809778
Position 348: 0.0009775920001904974
Position 104: 0.0007113934835156815
Position 164: 0.0006519340192591808
Position 559: 0.000648233785408176
Position 864: 0.00052461108170164
Position 523: 0.0002894568912577297
Position 304: 0.00023937451534808527
Position 521: 0.00023364796669082967
Position 728: 0.0002230171043210335
Position 148: 0.0002221458409570562
Position 468: 0.00021519509718035524
Position 517: 0.00019385832571352924
Position 250: 0.0001731352322560298
Position 655: 0.00016733191874854737
Position 719: 0.00012972809050508922
Position 759: 9.921427942477133e-05
Position 571: 8.636008762934614e-05
Position 739: 6.115715808933395e-05
Position 803: 5.021310621858387e-05
Position 362: 4.674519491117042e-05
Position 442: 4.487733159175315e-05
Position 978: 4.2750162404034396e-05
Position 229: 3.46242386626505e-05
Position 590: 3.421831079706637e-05
Position 474: 3.381807177325679e-05
Position 761: 3.340259285390533e-05
Position 609: 3.24506610052152e-05
Position 275: 2.820186843789494e-05
Position 169: 1.656340054237834e-05
Position 792: 1.4658404950772456e-05
Position 577: 1.2325713496376576e-05
Position 756: 1.129365790270744e-05
Position 297: 9.692246748608856e-06
Position 491: 8.213025413716139e-06
Position 495: 7.744548696167438e-06
Position 786: 7.2771940837514396e-06
Position 905: 7.128064120011703e-06
Position 902: 6.898871005039601e-06
Position 370: 5.911518846874995e-06
Position 384: 4.892476135317691e-06
Position 255: 3.940223017518133e-06
Position 114: 3.6793167214216573e-06
Position 530: 3.0614242973322135e-06
Position 485: 2.073910343781641e-06
Position 119: 1.8490349685378712e-06
Position 375: 1.4495006032689493e-06
Position 788: 1.1287762661307406e-06
Position 89: 1.0730971156712098e-06
Position 125: 9.866387555763001e-07
Position 128: 6.52962263445969e-08
Position 259: 4.719501379441153e-13
