Gene = SOHLH1
index = 1295
Annotated 5SS: [ 126  534 1200 2023 2917 4479]
Annotated 3SS: [ 401 1051 1900 2722 4264 5070]
SMsplice 5SS: [ 126  534 1200 2023 2889 4189 4479 5142]
SMsplice 3SS: [ 401 1051 1900 2722 4139 4294 5070 5713]
top_k =  500
Partition function (log Z): 9.500343186312028

Sorted 5' Splice Sites (High to Low Probability):
Position 534: 0.9775778433223922
Position 5142: 0.9351496843348895
Position 126: 0.8921051060109827
Position 4479: 0.8858175565374239
Position 2023: 0.8559559468773511
Position 4189: 0.7202671705537925
Position 1200: 0.6396037254613431
Position 2889: 0.6295329484911386
Position 2917: 0.3146663354058721
Position 2268: 0.25210808614284336
Position 3792: 0.2196937317012078
Position 5559: 0.2122307130160345
Position 2261: 0.1482393680415133
Position 1601: 0.14100816998761312
Position 3623: 0.1148097275690804
Position 1983: 0.11399597774169892
Position 2227: 0.09590154722893555
Position 4172: 0.06074586771207827
Position 4166: 0.05041169458292919
Position 2863: 0.04483783567662134
Position 5625: 0.03740354678813702
Position 2317: 0.030251813242475927
Position 1658: 0.028568899257535193
Position 5452: 0.02037320807419346
Position 1207: 0.01994101008763253
Position 94: 0.019608209909888707
Position 2188: 0.019190494495723732
Position 1242: 0.018654652956629166
Position 5179: 0.018336786130039272
Position 2181: 0.016874515620931965
Position 2253: 0.016621137123892026
Position 3936: 0.013409935019757475
Position 1693: 0.013392089650564069
Position 3956: 0.011403187029062643
Position 2415: 0.011219804399181767
Position 5325: 0.010244442593453832
Position 2314: 0.009841743426896168
Position 5333: 0.008085940114859235
Position 557: 0.007592040664907205
Position 4201: 0.007262601917308738
Position 1213: 0.007112392639789129
Position 2654: 0.007026148445803672
Position 4047: 0.006299833650823883
Position 678: 0.005686080696436963
Position 5896: 0.005589915714373567
Position 2861: 0.005535202451093019
Position 3453: 0.005452625506114097
Position 1131: 0.0049731275507942495
Position 1822: 0.004580447110652556
Position 2545: 0.004557857380144975
Position 979: 0.004401103739895826
Position 2321: 0.004126456704917049
Position 1653: 0.003757119480874151
Position 2896: 0.0035912529533005904
Position 585: 0.003297345038179134
Position 3614: 0.0031584356041257397
Position 866: 0.0029474208381188127
Position 2173: 0.0025239398436055593
Position 5535: 0.0023102534531683054
Position 153: 0.002295639155697875
Position 112: 0.00229470413633353
Position 2326: 0.0022776333953963583
Position 2295: 0.002009854040078911
Position 1680: 0.0020026781582981523
Position 4159: 0.0019736222403802465
Position 5375: 0.0019271951802208034
Position 5454: 0.0018765247951982678
Position 3771: 0.001717553358657539
Position 171: 0.0016953684131361783
Position 858: 0.001508433434032414
Position 1222: 0.0013627633326205085
Position 1027: 0.001311362874655236
Position 5474: 0.001164950126103339
Position 3527: 0.0011152398703519679
Position 72: 0.001055875849841005
Position 1142: 0.0010508696400582252
Position 3968: 0.000996541053694044
Position 825: 0.0009106974113774329
Position 2141: 0.0007560036038964594
Position 3043: 0.0007076022344003363
Position 1072: 0.000692345322940897
Position 1718: 0.0005550349543904621
Position 2609: 0.0005170183511633614
Position 1272: 0.0005146651101606845
Position 5476: 0.00044609351680660104
Position 2183: 0.0003043748751397564
Position 259: 0.0002766621174769801
Position 2633: 0.000272816236438277
Position 936: 0.0002355491006464543
Position 2058: 0.00019287803104272105
Position 181: 0.00018118847670380906
Position 2029: 0.00016827743078731694
Position 3342: 0.00016521406460585924
Position 1274: 0.0001552736711741328
Position 1183: 0.00015041474830516485
Position 966: 0.00014285707337391082
Position 3434: 0.00013689794712431027
Position 2873: 0.00013011596602001852
