Gene = LRIF1
index = 791
Annotated 5SS: [  459 12792 14229]
Annotated 3SS: [11263 13955 15679]
SMsplice 5SS: [  459 14229 15422]
SMsplice 3SS: [13955 15299 15679]
top_k =  500
Partition function (log Z): -9.41180997574483

Sorted 5' Splice Sites (High to Low Probability):
Position 14229: 0.8106901049785913
Position 15422: 0.6927664807337418
Position 459: 0.676038775852674
Position 193: 0.1982241618393713
Position 2267: 0.13671020131882075
Position 11548: 0.11062498305047788
Position 2595: 0.09567863818415263
Position 5870: 0.08519473585764063
Position 14032: 0.08414167049081198
Position 1613: 0.08236115356039907
Position 1623: 0.07365268065004607
Position 1397: 0.05556178168438876
Position 260: 0.0555347616732312
Position 14233: 0.05318080644750786
Position 16098: 0.03862662159287851
Position 4573: 0.02259116915397503
Position 9084: 0.02060922840363695
Position 14429: 0.019048442076154675
Position 3509: 0.017912647610139238
Position 14169: 0.011201827209573304
Position 14261: 0.010361618328812239
Position 3208: 0.009493568295999448
Position 6381: 0.009426094445460043
Position 890: 0.00938396415168259
Position 149: 0.009254408762666984
Position 975: 0.009150911295729565
Position 4040: 0.008853961371751215
Position 141: 0.007118230396900006
Position 9471: 0.005829070781194377
Position 13990: 0.0057280388908784174
Position 3907: 0.005234901681769917
Position 3007: 0.0051166243444584255
Position 1002: 0.004902589568060845
Position 3399: 0.004644520675333717
Position 4121: 0.00408611035367226
Position 14146: 0.003273542803477948
Position 368: 0.0025712417103515278
Position 15430: 0.0020396214896806755
Position 7761: 0.0019598696285339904
Position 876: 0.00194529874408469
Position 16061: 0.0018555184022425726
Position 1238: 0.0014978291714768392
Position 4026: 0.0013228395905393597
Position 469: 0.0013191049664574904
Position 4731: 0.0011200249626482817
Position 1358: 0.0002663847866916392
Position 572: 0.000265848036957809
Position 254: 0.00024240935962761546
Position 2355: 0.00018926061050151082
Position 99: 0.00016682571396327837
Position 499: 0.00010871714484040869
Position 829: 0.00010050090329548885
Position 644: 9.933976102963133e-05
Position 1030: 9.873261375792341e-05
Position 182: 9.790946335532863e-05
Position 1962: 7.243859691020966e-05
Position 463: 3.55190764523707e-05
Position 997: 3.332345336541798e-05
Position 281: 1.0652608825465043e-05
Position 315: 8.963240425905214e-06
Position 275: 2.072706148179692e-06
Position 44: 1.583464607520903e-06
Position 93: 1.2926868870774484e-06
Position 96: 1.2162245960930715e-06
Position 84: 1.0235466779414668e-06
Position 34: 8.842566092992368e-07
Position 41: 8.223241933519744e-07
Position 244: 6.377469997417531e-07
Position 15426: 2.9883040001051184e-07
Position 205: 1.2480189626616054e-07
Position 547: 1.1297458901084027e-07
Position 412: 9.525750082830609e-08
Position 598: 6.455116783282053e-08
Position 544: 5.8426744635237635e-08
Position 455: 5.659054692122839e-08
Position 160: 8.873921769596906e-09
Position 370: 8.574779723462346e-09
Position 11: 1.9130906027000117e-09
Position 393: 7.737068139959949e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 13955: 0.9993180570025518
Position 15299: 0.7662849939844922
Position 15679: 0.32962818372101205
Position 1550: 0.12341727831781298
Position 11271: 0.09622046242041099
Position 15599: 0.0948730087685679
Position 5684: 0.07721581138324654
Position 2201: 0.07027806679624525
Position 15830: 0.0692910127221826
Position 15682: 0.050313559894762216
Position 15547: 0.048122684767327874
Position 14321: 0.041224481154177726
Position 2038: 0.03474767022332095
Position 15947: 0.03120041504197574
Position 14386: 0.030180705542520447
Position 2466: 0.030055939298479262
Position 2426: 0.029433740724764967
Position 16380: 0.027033573592965224
Position 2169: 0.026678744862847673
Position 16239: 0.026629728126296413
Position 16448: 0.02399626465744213
Position 8983: 0.02060922840363695
Position 3351: 0.020247971845136763
Position 16192: 0.020104239458499377
Position 4345: 0.01936128207069877
Position 16223: 0.017930024270505194
Position 16762: 0.01779250673536912
Position 2469: 0.01627011498217286
Position 15579: 0.01572175902041134
Position 14145: 0.014701561249538192
Position 11263: 0.014523541509297277
Position 3991: 0.014311460168067664
Position 14164: 0.012546517954447438
Position 15989: 0.012375326075193321
Position 2526: 0.01167850951560888
Position 16001: 0.011580838045120617
Position 16776: 0.011083748306869767
Position 15810: 0.010611095792973839
Position 430: 0.00978713332507358
Position 1242: 0.009493487102585307
Position 6252: 0.009426094445460043
Position 15521: 0.008922280072296822
Position 1245: 0.00842684932287994
Position 5631: 0.008002699177999655
Position 1481: 0.007866945571790148
Position 3136: 0.00773990467172345
Position 2508: 0.00746508052142514
Position 9439: 0.005856656950119907
Position 15637: 0.005489258535236268
Position 259: 0.0054097372118512834
Position 1268: 0.0050293644366694685
Position 1277: 0.004912726545182258
Position 16172: 0.0048204830029516844
Position 4368: 0.004573430317393373
Position 15813: 0.004435936646664513
Position 15304: 0.004278770659389896
Position 3807: 0.003971387616791178
Position 15634: 0.003931838410063556
Position 16329: 0.0037235054156576504
Position 2784: 0.0036291053274740575
Position 16463: 0.0034539193743073605
Position 16408: 0.003122424059714137
Position 1589: 0.0030817345718173097
Position 15391: 0.002765715181377158
Position 1178: 0.002597030422367897
Position 3252: 0.002277961760127993
Position 7649: 0.001974811675404828
Position 3108: 0.0017671342897453554
Position 15864: 0.0016926701486580996
Position 1527: 0.0016628950420106414
Position 1444: 0.0016048741736785083
Position 16719: 0.0015366306205046323
Position 2215: 0.0013500888347747538
Position 367: 0.0013069089295901003
Position 2835: 0.0010343098804886282
Position 1297: 0.0009786075064218314
Position 509: 0.0009640078307733009
Position 1586: 0.0009181614184406803
Position 275: 0.0007721970798878176
Position 294: 0.0007620919812934701
Position 2559: 0.0007489956188605848
Position 658: 0.0007354066566001097
Position 3683: 0.0007239622841485061
Position 14695: 0.000705707511030437
Position 1938: 0.0006191976856286033
Position 782: 0.0006031938333026292
Position 15194: 0.0005773651808176805
Position 3709: 0.0005395517808302283
Position 410: 0.0005149892869530671
Position 1912: 0.00047437379689861187
Position 1449: 0.0003902776903190501
Position 2817: 0.00037071858183473097
Position 689: 0.0003346588640592866
Position 14404: 0.000231858573431078
Position 1557: 0.00018275006798376732
Position 1339: 0.00016326279979519113
Position 1871: 0.0001510904946487865
Position 2064: 9.821305853601011e-05
Position 1288: 9.778893378568318e-05
Position 800: 9.389329831988461e-05
Position 706: 9.303014386649854e-05
Position 1377: 8.929045055520818e-05
Position 11753: 7.390137056350993e-05
Position 2322: 7.109973820234564e-05
Position 1019: 5.1234100954268326e-05
Position 547: 4.230986956339809e-05
Position 2763: 3.11442856906398e-05
Position 432: 2.600370317469531e-05
Position 1609: 2.1605567096057987e-05
Position 1202: 2.1520471132474573e-05
Position 2849: 1.9172669199168206e-05
Position 857: 1.81576601775999e-05
Position 8353: 1.778402418899034e-05
Position 2708: 1.6316881003037932e-05
Position 948: 1.6102857704140414e-05
Position 698: 1.5729228572876858e-05
Position 3240: 1.454474961228224e-05
Position 3945: 1.417246972749659e-05
