Gene = LCE1E
index = 767
Annotated 5SS: [150]
Annotated 3SS: [1063]
SMsplice 5SS: [150]
SMsplice 3SS: [1063]
top_k =  500
Partition function (log Z): -9.042871426670612

Sorted 5' Splice Sites (High to Low Probability):
Position 150: 0.5586197097354346
Position 94: 0.1753344847598491
Position 633: 0.1639277480812738
Position 715: 0.11174564361394798
Position 531: 0.06975266944428495
Position 194: 0.02104031023095368
Position 608: 0.005514379195011761
Position 163: 0.004077135339102814
Position 61: 0.003227444658722629
Position 528: 0.001730198332274681
Position 903: 0.0017284945025535894
Position 975: 0.001424620471548876
Position 946: 0.0010424550145184907
Position 471: 0.0009032691370621159
Position 443: 0.0009026559189890388
Position 991: 0.0007660891821930582
Position 577: 0.0004754247053415816
Position 1130: 0.0004749770165189625
Position 1142: 0.0003557072712317416
Position 1154: 0.00035468020162828683
Position 257: 0.0002667006894079866
Position 688: 0.0002605212763371373
Position 1020: 0.0002582551577215806
Position 672: 0.00018575790728737751
Position 222: 0.0001585109826132907
Position 1303: 0.00013941797530446203
Position 955: 0.00010801697902576222
Position 1035: 0.00010725013063519655
Position 783: 6.221861086687005e-05
Position 98: 6.0280276834332495e-05
Position 836: 5.479316177008049e-05
Position 850: 3.751735991808693e-05
Position 1337: 3.587941166937643e-05
Position 1005: 3.11182602574193e-05
Position 650: 2.8733967329334937e-05
Position 262: 8.984885350711793e-06
Position 85: 3.938299807282762e-06
Position 229: 6.493405549805344e-07
Position 76: 5.709116817808163e-07
Position 160: 5.618196880139391e-07
Position 705: 2.7624000681288424e-07
Position 367: 1.9466848225521008e-07
Position 100: 6.874300983778159e-08
Position 718: 2.6879098144240384e-08
Position 669: 1.860976384356572e-08
Position 270: 1.6394171146975813e-08
Position 863: 1.5849640216337096e-08
Position 858: 1.1239907256433519e-08
Position 361: 2.441989889924682e-09
Position 612: 7.64774960496639e-10
Position 454: 6.473354815926606e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1063: 0.7223318383370642
Position 781: 0.07636465848011822
Position 889: 0.07064638599288249
Position 470: 0.05795196772355898
Position 1219: 0.04361735094952821
Position 375: 0.037066497080192884
Position 260: 0.01776873537976796
Position 322: 0.017029740183937808
Position 518: 0.013710621218074166
Position 869: 0.010284877085954934
Position 739: 0.007942117150823418
Position 1375: 0.006214776228250128
Position 886: 0.005174516995929362
Position 1034: 0.004881908907508891
Position 633: 0.00348685584817053
Position 379: 0.003268258185126486
Position 1291: 0.003058604198751882
Position 329: 0.0024519571648841908
Position 1351: 0.0022177143616808064
Position 1100: 0.0021074430053331285
Position 840: 0.002085143163063096
Position 1336: 0.0017244865677103767
Position 589: 0.0016176841529055193
Position 1327: 0.001456595665491134
Position 1485: 0.0013028412996555611
Position 1249: 0.0011861487414831417
Position 479: 0.0010734432735423733
Position 1203: 0.0009170260267136058
Position 1181: 0.0009027656797618452
Position 1097: 0.0008587480778749768
Position 527: 0.0006186482358415074
Position 597: 0.0006043698189717761
Position 1193: 0.0004328014433355584
Position 1225: 0.00029149779754636407
Position 637: 0.0002692443195567601
Position 279: 0.00022337498744058612
Position 1071: 0.00021522915877893544
Position 1358: 0.00020426325439182227
Position 686: 0.0001990666922051621
Position 296: 0.0001638801481119941
Position 672: 0.00015695273390464067
Position 1396: 0.00015014978430207563
Position 301: 0.00014386841304012303
Position 1379: 0.00012841066251938047
Position 1261: 0.00012468654440873694
Position 1273: 9.403906927082493e-05
Position 1130: 8.102238547147466e-05
Position 270: 7.757947886608074e-05
Position 1386: 6.173553226207157e-05
Position 209: 5.98371946637914e-05
Position 381: 3.92587547339212e-05
Position 556: 3.111676272093905e-05
Position 1154: 2.7781522529305656e-05
Position 1414: 2.2041331031582152e-05
Position 661: 2.068600785295832e-05
Position 333: 1.7995387679198087e-05
Position 524: 1.647356273530749e-05
Position 496: 1.2718425881353799e-05
Position 650: 9.138152616137741e-06
Position 397: 4.731232949540195e-06
Position 405: 8.670599335968545e-07
Position 562: 8.123723571640162e-07
Position 337: 6.05541466616275e-07
Position 535: 3.5152833397208186e-07
Position 705: 3.142547180673549e-07
Position 267: 3.0789594204820443e-07
Position 189: 1.6351466678465654e-07
Position 213: 1.5566076474618224e-07
Position 407: 1.1755167332721276e-07
Position 387: 1.146667387060312e-07
Position 570: 7.920686790035021e-08
Position 303: 7.155755704088286e-08
Position 567: 6.941081815540598e-08
Position 646: 3.9139039137749064e-08
Position 170: 3.0590476629290625e-08
Position 132: 1.4601778583137135e-10
Position 144: 8.368524229787989e-11
Position 149: 4.849879551327092e-12
Position 186: 4.788398692609243e-12
Position 575: 2.6258479294202626e-14
