Gene = TMF1
index = 1457
Annotated 5SS: [  359  4946  7812  8554  9497 12753 13461 13740 17281 18756 22489 24078
 24404 26308 26744 28249]
Annotated 3SS: [ 3740  7707  8426  9390 12609 13293 13582 17187 18598 22295 24007 24310
 26205 26590 28122 28982]
SMsplice 5SS: [  359   736  3628  4172  7812  8554 12753 13461 13740 17281 22489 24078
 24404 27448 28249]
SMsplice 3SS: [  658  3530  4079  7634  8426 12609 13293 13582 17187 22295 24007 24310
 27323 28122 28982]
top_k =  500
Partition function (log Z): 18.467566389741854

Sorted 5' Splice Sites (High to Low Probability):
Position 27448: 0.9924272071891076
Position 359: 0.985977729328425
Position 4172: 0.9775756889569649
Position 13461: 0.9303543897287857
Position 24078: 0.9247564574266937
Position 8554: 0.92433305320994
Position 17281: 0.9058187480234869
Position 7812: 0.8915343876682982
Position 13740: 0.8601581288522707
Position 24404: 0.8210089224205079
Position 28249: 0.7128339712166555
Position 12753: 0.682386931081338
Position 736: 0.6713344937851783
Position 3628: 0.5995603391373365
Position 22489: 0.5722973251170527
Position 26308: 0.5149371978849907
Position 29483: 0.4925636837828599
Position 9497: 0.47848894319324264
Position 29159: 0.4288782826410362
Position 4946: 0.33492596329314384
Position 26744: 0.3269006133703113
Position 7403: 0.2771625588317451
Position 4955: 0.27346204137840363
Position 9058: 0.24519905470170036
Position 88: 0.20840798352266768
Position 3941: 0.20417153240898214
Position 17583: 0.16895796768792168
Position 30221: 0.1629095008280094
Position 56: 0.13870004565643032
Position 20573: 0.13437750552747235
Position 22120: 0.12461844172357373
Position 17758: 0.11993200726340518
Position 18756: 0.11934055513525155
Position 5750: 0.10221762923433976
Position 3555: 0.10173055792916784
Position 729: 0.09182295045645515
Position 17317: 0.08412492994755559
Position 29070: 0.08221236945011434
Position 3615: 0.07838023708469202
Position 27763: 0.056758351298998096
Position 14359: 0.05228009064471413
Position 16930: 0.044029630722184486
Position 3640: 0.04337324580047822
Position 17715: 0.04327535043872068
Position 9099: 0.042424548900574476
Position 8798: 0.0383954253479819
Position 9532: 0.03721270972634992
Position 27995: 0.036925066921327035
Position 18823: 0.03274780006653418
Position 13396: 0.02978051773204964
Position 2169: 0.029565305597124017
Position 24639: 0.02940847859214704
Position 14627: 0.02847136513070238
Position 1252: 0.02750283108021671
Position 27183: 0.027329239770627158
Position 7437: 0.02678332124058847
Position 26660: 0.026340749332016997
Position 29081: 0.026141857738783424
Position 5992: 0.02585696165917533
Position 3983: 0.022447850414056534
Position 4163: 0.02203410589371887
Position 740: 0.02155358816781371
Position 4353: 0.018990711664191563
Position 23565: 0.017680902971126518
Position 1548: 0.015088242910734448
Position 26532: 0.014904714940521787
Position 28213: 0.014066636758833873
Position 22552: 0.011036631949426109
Position 3595: 0.010849669245897415
Position 5956: 0.010564787951848835
Position 20417: 0.009739808859699791
Position 17293: 0.009525019722684748
Position 16053: 0.008680722255944892
Position 9717: 0.008453039840171206
Position 16801: 0.007871205746728496
Position 4613: 0.007798078002981767
Position 16813: 0.006257912797518266
Position 15705: 0.004551123561771666
Position 1291: 0.0037374772199002945
Position 12858: 0.0036480419397899133
Position 20109: 0.0034207224171120382
Position 421: 0.003340109103139825
Position 29122: 0.0032200180066992256
Position 3851: 0.0030488707220878283
Position 3866: 0.0029814681938681903
Position 2306: 0.0027323744870515893
Position 5170: 0.0023291496324122298
Position 10116: 0.0023189649101368497
Position 3933: 0.0020581996925872854
Position 8790: 0.0020548341966479563
Position 14787: 0.001860634860152
Position 1420: 0.0015655122022247845
Position 38: 0.0012602340770323892
Position 3755: 0.001075934955563988
Position 27923: 0.0010215025025442624
Position 27693: 0.0009934848178934498
Position 557: 0.000906108360641031
Position 14739: 0.0008102234701061557
Position 3914: 0.0005639517914044441
Position 9020: 0.0004699926888684012
Position 17267: 0.00043327177071643397
Position 28427: 0.0004263575017203293
Position 82: 0.00038559120766295987
Position 585: 0.0003772675253954489
Position 776: 0.00037673040303590644
Position 27583: 0.00022070134882414206
Position 345: 0.00020932426524459478
Position 1203: 0.00017049618389393802
Position 182: 0.00011120819908297955
Position 8570: 8.939989712445287e-05
Position 27579: 8.135708612013111e-05
Position 4098: 7.693620455037315e-05
Position 5245: 5.541352045651372e-05
Position 516: 5.4662297128210856e-05
Position 221: 3.3128668732276144e-05
Position 4184: 2.6761178679174443e-05
Position 14445: 2.637216557686748e-05
Position 471: 2.5193574695006875e-05
Position 3592: 2.456936192006289e-05
Position 379: 1.8668525839207123e-05
Position 1581: 1.7627250356305988e-05
Position 798: 1.2929674400838664e-05
Position 716: 1.2920837173267311e-05
Position 805: 1.0356196070152775e-05
Position 7766: 1.0042121096712903e-05
Position 3289: 9.87401488439781e-06
Position 24127: 9.798609117759681e-06
Position 29: 8.826079918755583e-06
Position 225: 6.5490205754165285e-06
Position 4196: 6.323483321450413e-06
Position 578: 2.9247296225411823e-06
Position 520: 1.8376968948315062e-06
Position 295: 1.1740094840687662e-06
Position 426: 6.56468267540471e-07
Position 441: 6.280324294023468e-07
Position 119: 2.2569071717517664e-07
Position 429: 4.071176587613466e-08
Position 431: 3.339381607048609e-08
Position 140: 6.0256958249346344e-09
Position 282: 2.1701921155430105e-09
Position 267: 2.490358833843012e-12
Position 402: 5.706239345266704e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17187: 0.9950035575030385
Position 27323: 0.9914570688418177
Position 4079: 0.9908859219743689
Position 24007: 0.934906879505211
Position 13293: 0.8209911624777876
Position 3530: 0.8190447689246337
Position 24310: 0.8032311258667983
