Gene = GLUL
index = 599
Annotated 5SS: [ 528 3635 5076 5951 6447 6850]
Annotated 3SS: [3455 4913 5803 6318 6649 7482]
SMsplice 5SS: [1032 3635 3851 4832 5076 5951 6447]
SMsplice 3SS: [3534 3743 4694 4913 5803 6318 7482]
top_k =  500
Partition function (log Z): 3.1958557258378657

Sorted 5' Splice Sites (High to Low Probability):
Position 3635: 0.9479095343464251
Position 6447: 0.9122617189071579
Position 5076: 0.8984212294696536
Position 5951: 0.8339818673734526
Position 4832: 0.6077641701783821
Position 3851: 0.504104159907202
Position 1032: 0.49740980137358093
Position 6850: 0.48732422534732645
Position 4465: 0.29808718578958177
Position 110: 0.23426435230989393
Position 528: 0.21459647769121365
Position 392: 0.17964071573273596
Position 7358: 0.15739597345403938
Position 1710: 0.14338780334534587
Position 778: 0.1339194038882033
Position 6118: 0.0875235836192123
Position 5016: 0.055522463363653504
Position 446: 0.05545946751476027
Position 6480: 0.052725784973027344
Position 1223: 0.04791453602775106
Position 3301: 0.04734931415405329
Position 35: 0.0405577424645749
Position 6484: 0.030109991054121748
Position 5526: 0.026909759130564002
Position 4278: 0.026813772735303353
Position 4749: 0.025982906063061677
Position 3614: 0.02533700498042854
Position 3624: 0.023623853404238056
Position 5845: 0.018139652001082397
Position 8276: 0.01565763099088602
Position 73: 0.01246602669486293
Position 3861: 0.012030883662645238
Position 8695: 0.00965160003505755
Position 2220: 0.009069791774762144
Position 7730: 0.007327660676953013
Position 5679: 0.005387193311106897
Position 897: 0.005209951898316199
Position 740: 0.0052061898418921115
Position 5056: 0.004637596084447004
Position 4436: 0.00457881009973163
Position 1437: 0.004535195361722816
Position 3145: 0.0030578064691361914
Position 2555: 0.0027762456310920954
Position 2583: 0.00276933667993055
Position 8156: 0.00250441512381048
Position 8193: 0.0024804519076650454
Position 4755: 0.002238983305115345
Position 6568: 0.0015697879998575347
Position 1237: 0.0014672926341603675
Position 5972: 0.0013997981391696327
Position 6123: 0.001231174815742053
Position 4256: 0.0009858948934813143
Position 4444: 0.0008332038380916829
Position 3669: 0.000713578733580744
Position 5506: 0.0007127704611752197
Position 1599: 0.0006454017302211468
Position 3884: 0.0005889483334704216
Position 3914: 0.0004939185027567644
Position 3536: 0.00047383422832593906
Position 4619: 0.00033898840687457643
Position 4763: 0.0003312987936579157
Position 869: 0.00025650499464076576
Position 453: 0.0002284172835662188
Position 4131: 0.00021945962958466863
Position 6728: 0.00018991824016739928
Position 1474: 0.0001728422588046295
Position 711: 0.00015528778657654724
Position 4361: 0.0001428248896422616
Position 3572: 0.0001325234332690225
Position 6432: 0.00011708581691116584
Position 8188: 9.457312903237244e-05
Position 1026: 7.13687172286373e-05
Position 3648: 6.112848076117084e-05
Position 1138: 5.9373394314524455e-05
Position 3626: 4.8645340207736405e-05
Position 83: 4.236743075703589e-05
Position 15: 3.376508281696084e-05
Position 2563: 3.182697604108239e-05
Position 426: 2.5088669794047602e-05
Position 3514: 1.1083614994665421e-05
Position 724: 9.328650082158053e-06
Position 444: 9.2098601073754e-06
Position 683: 6.264722656876931e-06
Position 964: 4.692026690343833e-06
Position 1122: 4.406560173389414e-06
Position 6843: 3.07820927704993e-06
Position 6792: 2.506126165790463e-06
Position 7403: 2.413226143875737e-06
Position 6726: 1.7938062641228722e-06
Position 419: 1.336428392812907e-06
Position 7625: 7.873045584359592e-07
Position 548: 5.254837408696003e-07
Position 6395: 4.874753741724101e-07
Position 1002: 3.981187069874412e-07
Position 245: 3.102607445952028e-07
Position 6509: 7.291863690452386e-08
Position 5965: 2.1100151082438023e-08
Position 782: 1.5062868299908604e-10
Position 550: 1.998330085723459e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4913: 0.9322478495163633
Position 6318: 0.9136380908101346
Position 5803: 0.7966564759166626
Position 7482: 0.6459133844201678
Position 3534: 0.5971799941707508
Position 4694: 0.5865002727307413
Position 3743: 0.5164414446418343
Position 3455: 0.3883254498107245
Position 6649: 0.30526336264017956
Position 245: 0.23251598948376595
Position 4330: 0.16914521068565597
Position 9706: 0.16462999263586786
Position 866: 0.12236589341995759
Position 4385: 0.10242333857237573
Position 1589: 0.09091254044746247
Position 7218: 0.07184241007168723
Position 7179: 0.06330985716497649
Position 6661: 0.06063121319541959
Position 6737: 0.0594177955203095
Position 8526: 0.04885666564362139
Position 9810: 0.04692698354170712
Position 4182: 0.04334372262452052
Position 6018: 0.04094992962810761
Position 6205: 0.03976278048759002
Position 6037: 0.037316282417533216
Position 1370: 0.03676960790212609
Position 6345: 0.03675312121170179
Position 4730: 0.03658883411743649
Position 8104: 0.03311688946474334
Position 6769: 0.03038679674360656
Position 5768: 0.029305329359692375
Position 265: 0.025763938499218795
Position 3230: 0.02496159211920108
Position 5405: 0.020303041378293037
Position 1122: 0.0198271257278157
Position 9381: 0.018671915575721017
Position 6635: 0.017092229120183853
Position 5805: 0.016838892427431647
Position 10445: 0.015840767244245723
Position 3205: 0.015270408077633829
Position 4142: 0.014348433195395275
Position 7308: 0.013339297957399916
Position 631: 0.011788581377430036
Position 4944: 0.011704607075555387
Position 6797: 0.009652276123126647
Position 6684: 0.009446056365989799
Position 3023: 0.009098138835696113
Position 8947: 0.008969930375811076
Position 1593: 0.008566345884602616
Position 5740: 0.007837690463992903
Position 3377: 0.00778646859866055
Position 7292: 0.007709255104998543
Position 6294: 0.006217913080187548
Position 5616: 0.005816098586493333
Position 4954: 0.0057957779940892885
Position 1988: 0.005691822493722752
Position 9749: 0.005598459297176338
Position 5303: 0.005053224634097899
Position 7872: 0.004975593161751639
Position 818: 0.004921890663214437
Position 6677: 0.004830878642266144
Position 10337: 0.00477234790253131
Position 4604: 0.004720911593665797
Position 4971: 0.004638664750337143
Position 3403: 0.004637195845049385
Position 832: 0.004384025053887921
Position 7736: 0.00419697149738641
Position 9178: 0.003979990730665158
Position 5357: 0.0037708704158834184
Position 6941: 0.0037435727533244403
Position 2469: 0.003548638503701942
Position 4656: 0.0034675113701358616
Position 4915: 0.0033414803973378262
Position 1353: 0.0029010655974698236
Position 5902: 0.0028460443240800374
Position 5941: 0.002781905902334886
Position 527: 0.0025561195577065007
Position 8328: 0.002493424751138969
Position 7628: 0.002491679056648312
Position 7117: 0.002290087254236184
Position 8155: 0.002080551834428482
Position 1126: 0.001823627624894135
Position 924: 0.001820816164878241
Position 4282: 0.0016925121386789613
Position 6816: 0.0016336100217687161
Position 4278: 0.0015794871263386733
Position 7672: 0.0015663375654461945
Position 2401: 0.0014903327830910848
Position 498: 0.0014079971794468014
Position 6002: 0.0013739140207024787
Position 417: 0.0013626156891096241
Position 6892: 0.001355752708173855
Position 3202: 0.0012971644311955014
Position 1615: 0.0012819141511937974
Position 7552: 0.0012813093853773724
Position 4082: 0.0012295646593201376
Position 2147: 0.0010971349706927385
Position 4509: 0.0010749003572548563
Position 1611: 0.001051285345910865
Position 914: 0.0009482234252965032
Position 5287: 0.0009350194818375451
Position 1448: 0.0009196684701404572
Position 6349: 0.0008624061352959842
Position 9111: 0.0008459937701743769
Position 6752: 0.0007969168011432632
Position 891: 0.0007674543895804615
Position 5664: 0.0007470726891855781
Position 5020: 0.0007156234423652976
Position 2008: 0.0007042337433274162
Position 10469: 0.0006990675051867519
Position 2202: 0.000673050523134125
Position 1377: 0.0006485899883594574
Position 5949: 0.0006199328632924283
Position 6044: 0.0006064010984333391
Position 637: 0.0005750276591073714
Position 7079: 0.000552749038651158
Position 2066: 0.0005515646239395675
Position 2423: 0.0005384380002707025
Position 4046: 0.000520579689687073
Position 1386: 0.00047112103867054053
Position 5880: 0.0004707564792589818
Position 3811: 0.00043334011095525827
Position 3757: 0.0004314429482324575
Position 390: 0.0004180966200660827
Position 2150: 0.00035182583742736324
Position 6091: 0.00034974851259765544
Position 8025: 0.0003468258245921976
Position 5603: 0.0003167427690679629
Position 5667: 0.0003091955252197138
Position 3753: 0.00029700658569751744
Position 4254: 0.00029665046081338883
Position 4524: 0.0002652715307795623
Position 4249: 0.00026423425563244047
Position 1105: 0.00024715959930947997
Position 1411: 0.00022952577269834732
Position 3767: 0.00018625357604130083
Position 3339: 0.00016490675505723238
Position 6567: 0.00016057607958421872
Position 7349: 0.00016002181765727857
Position 3778: 0.0001468004032091776
Position 7357: 0.00013291950252748298
Position 3808: 0.00012560896048540316
Position 4187: 0.00011695424704475746
Position 5583: 0.00011451004788522144
Position 1221: 0.00010282903779246926
Position 6153: 0.00010254061701300516
Position 559: 9.027056620381722e-05
Position 760: 6.0151004223754675e-05
Position 602: 5.306393371210992e-05
Position 589: 4.767760301555788e-05
Position 671: 4.323786485244008e-05
Position 3720: 2.7912026268950837e-05
Position 6550: 2.694733131590643e-05
Position 1153: 2.5577055187995933e-05
Position 1149: 2.262123442783562e-05
