Gene = TIPRL
index = 1403
Annotated 5SS: [  249  5149  5946 12568 17710 20049]
Annotated 3SS: [ 4968  5845 12435 17613 19985 20969]
SMsplice 5SS: [  249 12568 17710]
SMsplice 3SS: [12435 17613 19985]
top_k =  500
Partition function (log Z): -9.703936621836277

Sorted 5' Splice Sites (High to Low Probability):
Position 12568: 0.998241424004394
Position 249: 0.9377830075662877
Position 17710: 0.8896082136601847
Position 870: 0.16295780630326737
Position 5697: 0.144661630310513
Position 5149: 0.12752817583630707
Position 5946: 0.12510392884796273
Position 860: 0.1203314025757332
Position 8230: 0.11090815274348256
Position 19521: 0.08322405925388097
Position 5183: 0.0717770241549563
Position 16130: 0.06856732726746645
Position 14769: 0.053770227170946656
Position 20053: 0.04730878346182264
Position 19499: 0.03234909172747807
Position 758: 0.02947836944275889
Position 8446: 0.024529229340939568
Position 16435: 0.023027085976052793
Position 32: 0.018532771605571426
Position 1045: 0.018217366559360047
Position 4882: 0.015921880314629547
Position 846: 0.015688452625229905
Position 22018: 0.015235029793152674
Position 269: 0.014745636928295095
Position 5717: 0.013144723992001537
Position 10930: 0.010692666585649659
Position 1210: 0.010263848920700527
Position 19509: 0.009035855189951869
Position 16049: 0.00868657806825061
Position 1014: 0.00864351772242385
Position 13355: 0.008167329220230628
Position 763: 0.006818894409468752
Position 5384: 0.006201753801408601
Position 19598: 0.00423543602530954
Position 352: 0.0018283384710761838
Position 18150: 0.001264199214759622
Position 285: 0.001262568501403721
Position 231: 0.0008201867549373774
Position 472: 0.0004745145412310087
Position 731: 0.00035261725689966853
Position 519: 0.00030714033740267515
Position 3116: 0.00028819839912909884
Position 4551: 0.0002774544622259259
Position 692: 0.00024014144321746414
Position 241: 0.00020959854867783683
Position 1648: 0.00018707929213082492
Position 425: 0.00013613136861500004
Position 19426: 8.93361317591466e-05
Position 478: 5.6554595256004916e-05
Position 131: 4.324555057263085e-05
Position 85: 2.890314058063573e-05
Position 583: 2.4299610605054046e-05
Position 83: 1.9383451060540258e-05
Position 483: 1.8807127882647378e-05
Position 357: 1.817661890942962e-05
Position 721: 1.71894574657632e-05
Position 497: 1.4124536357398476e-05
Position 485: 1.2554693398159813e-05
Position 558: 9.328808379229969e-06
Position 742: 9.307944891762255e-06
Position 491: 9.067637089169748e-06
Position 1009: 7.42738768209439e-06
Position 118: 2.6761013605955145e-06
Position 320: 2.6727897365111366e-06
Position 210: 1.052348747082983e-06
