Gene = DTWD2
index = 474
Annotated 5SS: [   252  43987  49350  60009 140456]
Annotated 3SS: [ 43895  49254  59815 140326 147457]
SMsplice 5SS: [   252  19058  33220  38127  43987  49350  55435  60009  93688 115123
 129458 140456]
SMsplice 3SS: [ 18946  33131  37995  43895  49254  55265  59815  93602 115019 129288
 140326 147457]
top_k =  500
Partition function (log Z): -74.4887751009656

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.8986287540999365
Position 6914: 0.3378460119517189
Position 19058: 0.262244833650499
Position 8518: 0.19254920579067902
Position 6639: 0.13968757215584365
Position 539: 0.09352990305242168
Position 6732: 0.05778183092635972
Position 2443: 0.04088076760044496
Position 5480: 0.03604584198930758
Position 6952: 0.025136208582064265
Position 8895: 0.025094354844464598
Position 8578: 0.023944148735484425
Position 8456: 0.01732509740378447
Position 10251: 0.01682952300102717
Position 5070: 0.016579722197247248
Position 5440: 0.015459757562044615
Position 5706: 0.012894359790980454
Position 14142: 0.00988015927732067
Position 416: 0.009082903703442165
Position 5316: 0.0046166985525542175
Position 306: 0.0017759663482362193
Position 185: 0.0017416823320823213
Position 4710: 0.0012997124345729037
Position 2743: 0.0010797021873594343
Position 3223: 0.000976415206031465
Position 2937: 0.0009055326057243076
Position 1818: 0.0005528963757611142
Position 2900: 0.0004238118290296832
Position 8557: 0.0003219749987681149
Position 4656: 0.00031058901076087093
Position 1186: 0.0002812494100662088
Position 1326: 0.0002777091432865972
Position 2749: 0.0002188685727823571
Position 3928: 0.00020353510582620974
Position 2674: 0.0001560247863118405
Position 738: 0.00013109501518401655
Position 2385: 0.00012733003170314124
Position 4721: 0.00011719928331600855
Position 2475: 0.00011300985659005146
Position 763: 9.513073293312446e-05
Position 436: 9.312048281707753e-05
Position 4641: 8.994650044094027e-05
Position 1720: 8.409281067041533e-05
Position 4831: 8.325111308018651e-05
Position 211: 5.713274474195222e-05
Position 374: 5.043977291263089e-05
Position 546: 4.5843932038534365e-05
Position 841: 3.581957142071872e-05
Position 694: 1.7928734129072354e-05
Position 2525: 9.306503340630542e-06
Position 2774: 8.172953374790874e-06
Position 2447: 4.217686211418521e-06
Position 860: 4.188967154070623e-06
Position 4835: 4.015868020463694e-06
Position 2257: 2.626570243277916e-06
Position 2755: 2.4218604197559512e-06
Position 3008: 2.3699478340436883e-06
Position 4614: 2.2588678540296984e-06
Position 3418: 1.2565694878150968e-06
Position 237: 1.1983843928644864e-06
Position 198: 1.163270398335499e-06
Position 555: 3.317691943477163e-07
Position 707: 2.1949838838652499e-07
Position 27: 7.562116876290337e-08
Position 366: 2.9377933163792655e-08
Position 328: 2.8971905471857828e-08
Position 142: 1.6103972469640357e-08
Position 477: 9.654358088121534e-09
Position 25: 8.755838855380522e-09
Position 525: 3.742025461724907e-09
Position 564: 1.9800790464207582e-09
Position 501: 9.161228506428996e-10
Position 380: 1.9763374600061674e-10
Position 39: 1.314670261431276e-10
Position 506: 2.4818375566884736e-11
Position 73: 3.8344743396652164e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 18946: 0.5676295902736551
Position 19532: 0.2622448336504952
Position 14423: 0.2498540282297636
Position 6846: 0.2410846137974102
Position 8375: 0.23167337856834158
Position 6500: 0.14505698675642256
Position 6765: 0.1192198753832893
Position 4971: 0.03980601179774042
Position 6230: 0.0376702823417722
Position 2352: 0.03226727474495968
Position 8755: 0.030811088392346777
Position 10103: 0.030421915023061113
Position 6639: 0.028907039966125238
Position 18022: 0.028715451692481273
Position 5216: 0.02842635367208456
Position 5378: 0.02590842543852371
Position 14013: 0.022036130003486424
Position 17556: 0.017534880153780748
Position 8351: 0.01494637013092959
Position 8808: 0.012803066851674235
Position 5562: 0.011554288787921016
Position 2302: 0.00910705772728312
Position 14702: 0.007082341707701527
Position 9082: 0.005703690082329034
Position 10663: 0.004656300615099851
Position 7415: 0.0036373808627917985
Position 435: 0.003287964809663291
Position 13994: 0.0031696902966396297
Position 6264: 0.0026150047331753817
Position 5196: 0.0025114741165938787
Position 2673: 0.0024225599672646194
Position 8621: 0.0020941303557816216
Position 8053: 0.002015132805956304
Position 1719: 0.0016131217608236013
Position 2875: 0.001361003989880164
Position 356: 0.0012936129720403466
Position 5584: 0.0011242897473463973
Position 4588: 0.0010976338492128608
Position 11680: 0.00107328635771221
Position 10954: 0.0008456721763344669
Position 2383: 0.0007636552435453721
Position 7748: 0.0007139863283981633
Position 2826: 0.0007021734696692978
Position 4613: 0.0006764358143125488
Position 8703: 0.0006497553343600714
Position 4283: 0.000640748177073436
Position 1176: 0.0005830722475389632
Position 8638: 0.0005477422079156527
Position 3117: 0.0005286376833091346
Position 3826: 0.0004679080426238946
Position 344: 0.000432733977791379
Position 3141: 0.0004094929637783172
Position 2652: 0.000382640815416922
Position 840: 0.00036722384484651877
Position 9268: 0.00030837787271123415
Position 1986: 0.00030591923643842785
Position 1589: 0.0002682591006746449
Position 8549: 0.00025334376411886806
Position 1817: 0.00022673257389266207
Position 7706: 0.00019700270787276802
Position 2521: 0.00018427661018522066
Position 8041: 0.00018274869752331715
Position 328: 0.00016286734212560275
Position 402: 0.0001571721181205893
Position 4764: 0.00014791590262044655
Position 7482: 0.00014706753482658663
Position 6090: 0.00013104565646806772
Position 4111: 0.00011719455523860584
Position 1611: 0.00011588360176558168
Position 3172: 0.00010271909820399334
Position 2485: 0.00010133903696182021
Position 3777: 8.90600189518692e-05
Position 4257: 8.346894054614351e-05
Position 4161: 8.052495877297282e-05
Position 6039: 7.843958855646455e-05
Position 3277: 7.697448898939977e-05
Position 898: 7.041578380169184e-05
Position 1050: 6.779627944277171e-05
Position 3547: 6.344149535127601e-05
Position 2508: 6.323678551272404e-05
Position 4061: 6.31371921302585e-05
Position 514: 5.334661887901976e-05
Position 1006: 5.002153799530588e-05
Position 668: 4.962849982759469e-05
Position 2631: 4.7262384346750914e-05
Position 3721: 4.642913219607476e-05
Position 3901: 4.3650263641367225e-05
Position 2888: 4.345163764274948e-05
Position 4041: 3.839318144059112e-05
Position 4333: 3.659016273469936e-05
Position 1041: 3.528921302074726e-05
Position 4093: 3.2429460904468404e-05
Position 682: 2.6870557329528013e-05
Position 785: 2.5323921089810657e-05
Position 3618: 2.3594180990633906e-05
Position 1253: 2.1347157490688507e-05
Position 3105: 1.9376545103914706e-05
Position 706: 1.7186543573139107e-05
Position 2586: 1.7133979076667515e-05
Position 1599: 1.5382461930004877e-05
Position 1323: 1.5139870004219385e-05
Position 4476: 1.318282333488042e-05
Position 1510: 1.3086358338519296e-05
Position 819: 1.2880788329817234e-05
Position 2133: 1.1568430095417297e-05
Position 794: 1.089948446941742e-05
Position 754: 9.300690242263017e-06
Position 2533: 7.562838230310609e-06
Position 494: 6.5112149366683424e-06
Position 408: 3.4301532963356734e-06
Position 2194: 9.508223163869319e-07
Position 2223: 7.383436186253733e-07
Position 2657: 5.207658996596625e-07
Position 2136: 5.121755512030723e-07
Position 1723: 5.089086784489306e-07
Position 251: 4.861310406946933e-07
