Gene = GGPS1
index = 589
Annotated 5SS: [  149  7985 14429]
Annotated 3SS: [ 7891 14357 14660]
SMsplice 5SS: [  149  7985 14429]
SMsplice 3SS: [ 7891 14357 14660]
top_k =  500
Partition function (log Z): -10.200151526222964

Sorted 5' Splice Sites (High to Low Probability):
Position 7985: 0.9324303257676096
Position 149: 0.7981297857561243
Position 14429: 0.695582729489324
Position 1149: 0.39580311398650264
Position 10204: 0.14330397056528277
Position 2024: 0.096248514182096
Position 2636: 0.08710718544091506
Position 4173: 0.0622160323078632
Position 2097: 0.05268127990429608
Position 582: 0.036075039474663013
Position 8061: 0.03590429215828914
Position 10193: 0.02888639193005602
Position 8712: 0.026560783722084313
Position 1168: 0.026145027812699225
Position 227: 0.02456608369137571
Position 2530: 0.022416442932273538
Position 731: 0.019638195954895063
Position 14226: 0.01962819528787902
Position 1429: 0.01827874457922706
Position 4222: 0.017881086113129822
Position 2790: 0.014988482083802523
Position 1834: 0.014358097564903652
Position 10213: 0.013721111227321815
Position 2610: 0.01125649733898231
Position 658: 0.010977318281795339
Position 108: 0.009646121150464088
Position 1817: 0.009306649179918304
Position 3704: 0.008550101868548318
Position 2158: 0.006630697678354991
Position 8154: 0.0062480738447875115
Position 2796: 0.005128971788574566
Position 275: 0.0050929334223911715
Position 8097: 0.005056372101574742
Position 10077: 0.0046452766250211506
Position 2814: 0.0037938929812446785
Position 14612: 0.003068337384044119
Position 855: 0.0024295077022717312
Position 14997: 0.0022525247772964183
Position 225: 0.0019438934327646006
Position 2515: 0.001662592109223112
Position 5458: 0.0015946435543976287
Position 9319: 0.0010549446747589678
Position 8677: 0.0008795753909179712
Position 1798: 0.00041639194319049565
Position 1299: 0.0003044107053941721
Position 615: 0.000302792730437871
Position 1914: 0.00027323439189918305
Position 450: 0.00019162616301814548
Position 773: 0.0001303751271841537
Position 525: 6.593685402560158e-05
Position 37: 4.773724633268057e-05
Position 740: 4.765400355502666e-05
Position 1521: 3.2344025520978825e-05
Position 281: 1.4770549354575608e-05
Position 943: 1.1223369845346774e-05
Position 1322: 1.0145123458892852e-05
Position 81: 6.027283195150177e-06
Position 1262: 4.314034107659285e-06
Position 457: 4.264226556687697e-06
Position 590: 3.6719167778316755e-06
Position 1039: 2.8019216858490527e-06
Position 1141: 9.651894496390293e-09
Position 86: 5.121005747659251e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7891: 0.9815966334892173
Position 14357: 0.8274887187881491
Position 14660: 0.7260636019888785
Position 1021: 0.22162394013501382
Position 10055: 0.17581184961565813
Position 2370: 0.120631139689414
Position 1906: 0.07131381249725631
Position 2012: 0.058628261797713396
Position 3956: 0.04629805986261002
Position 881: 0.0415363725819861
Position 1035: 0.03207758024486721
Position 10077: 0.028606909460267272
Position 4135: 0.028426518979804263
Position 14698: 0.02215642521804532
Position 2718: 0.02207420479004001
Position 8563: 0.021040373564889015
Position 14074: 0.02035029760946889
Position 14751: 0.02021947974633393
Position 928: 0.01993273762717703
Position 15485: 0.017494393658579157
Position 15079: 0.014363117447039865
Position 14679: 0.012142003919756856
Position 10571: 0.010516424435718513
Position 1776: 0.01040025443351138
Position 1361: 0.009950071991539857
Position 1948: 0.007970091909033876
Position 1762: 0.0069328561590651355
Position 12874: 0.006428016636891038
Position 14721: 0.005689466462370136
Position 8639: 0.00546375504398848
Position 4090: 0.005401917562916001
Position 1699: 0.005350893957538546
Position 1860: 0.0052399935033528
Position 15664: 0.004969815145717513
