Gene = RP5-864K19.6
index = 1188
Annotated 5SS: [  171  8585 14041 14723]
Annotated 3SS: [ 8511 13991 14592 16887]
SMsplice 5SS: [  171  8585 14723]
SMsplice 3SS: [ 8511 14592 16887]
top_k =  500
Partition function (log Z): -9.99370091081063

Sorted 5' Splice Sites (High to Low Probability):
Position 171: 0.989965515748395
Position 8585: 0.810022919162239
Position 14723: 0.29888034275123987
Position 6825: 0.2698135858488865
Position 7451: 0.11024755656243966
Position 3220: 0.07685502503711583
Position 8008: 0.07594829959539331
Position 3182: 0.07418705105165334
Position 10329: 0.0644904967684689
Position 8069: 0.06400622405350635
Position 9012: 0.060605582391382605
Position 12957: 0.05899174983816713
Position 8544: 0.047726504095109895
Position 9030: 0.04358772903290773
Position 7842: 0.04030758536826634
Position 14041: 0.030245110919050376
Position 8992: 0.028630296799081297
Position 14282: 0.0150417625001928
Position 5693: 0.014206681793455958
Position 5747: 0.012343382937862683
Position 7655: 0.012197765185036057
Position 5864: 0.012053000894660779
Position 10360: 0.011895543061000931
Position 7939: 0.008606500820585025
Position 1485: 0.007292982353069287
Position 138: 0.0071228372556366186
Position 2135: 0.007018087500870673
Position 8606: 0.006719430959070848
Position 4487: 0.005683514543530395
Position 8711: 0.00459109352205702
Position 14680: 0.003355261759572896
Position 122: 0.0023242552354189416
Position 14053: 0.0012545602424301138
Position 8758: 0.00047777819244400766
Position 251: 0.0003829139246768389
Position 4930: 0.00029044770121426704
Position 4870: 0.00025014855298286225
Position 3003: 0.0002157477128290772
Position 8528: 0.00021120910693690463
Position 2793: 0.00019846964261933478
Position 1081: 0.00013590942151983138
Position 3184: 0.00012470150992652693
Position 5842: 0.00012295020691541238
Position 396: 0.000115487888235987
Position 623: 0.00010232854734175064
Position 898: 5.2862123072266045e-05
Position 538: 1.2878285330859037e-05
Position 2145: 2.7828648618515603e-06
Position 1462: 2.160150514319288e-06
Position 1143: 1.6240711182104812e-06
Position 532: 1.5948689792262978e-06
Position 3009: 1.4158830602879552e-06
Position 1673: 1.1830501127693846e-06
Position 2167: 1.125729330585427e-06
Position 1137: 1.1083556675923967e-06
Position 429: 9.032494552611493e-07
Position 486: 7.933016420123564e-07
Position 410: 6.718484145832857e-07
Position 1653: 6.299798752728822e-07
Position 1120: 4.02691311880406e-07
Position 1800: 3.7198471848912843e-07
Position 2625: 3.452972038113408e-07
Position 2639: 1.9726584096695425e-07
Position 2561: 1.6694435581555022e-07
Position 652: 1.6605876993878657e-07
Position 177: 1.1867960466369683e-07
Position 2224: 1.1658530468557674e-07
Position 1445: 1.0288426900901616e-07
Position 264: 8.710254598323832e-08
Position 522: 7.311966736806878e-08
Position 3144: 7.042000989205873e-08
Position 2538: 4.547582993164827e-08
Position 25: 2.6657207733844542e-09
Position 668: 2.5905996940196095e-09
Position 256: 2.1466972598769923e-09
Position 306: 1.751350944317223e-09
Position 696: 1.4307844716445485e-09
Position 447: 1.3729453549976814e-09
Position 210: 1.0148820046651038e-09
Position 662: 8.45080892427952e-10
Position 671: 4.868676130418074e-10
Position 346: 2.084414618039814e-10
Position 644: 2.0200475420754085e-10
Position 458: 1.404948725090518e-10
Position 351: 9.634690896414077e-11
Position 222: 4.490539336178198e-11
Position 175: 1.8323540315205027e-11
Position 348: 1.2421769770014964e-11
Position 687: 1.1237601545983222e-11
Position 213: 1.0181605285111172e-11
Position 189: 2.7448686792542758e-12
Position 280: 1.27756238546251e-12
Position 272: 1.2766895365743568e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8511: 0.8706845048289584
Position 16887: 0.6112076319663996
Position 14592: 0.2979290205143768
Position 13991: 0.19033537818543833
Position 6677: 0.1806648401705435
Position 12703: 0.1099294023577586
Position 8853: 0.10137466985913343
Position 7692: 0.10052912836734776
Position 7362: 0.09254058697697407
Position 10208: 0.0807086866288522
Position 6740: 0.06879036369906144
Position 3092: 0.06474671841418006
Position 2930: 0.06315588830473695
Position 14158: 0.05143375535746252
Position 7857: 0.04449090231211832
Position 8856: 0.042003212931100826
Position 16535: 0.03646487805516945
Position 10805: 0.028559101584177325
Position 15811: 0.02529743524398718
Position 7739: 0.02409980645866673
Position 16848: 0.020929475705226217
Position 7347: 0.017731542967477577
Position 5621: 0.016302326114017537
Position 7554: 0.013916165669746043
Position 5730: 0.010383544426346786
Position 7897: 0.008942246168790545
Position 7965: 0.007525387940845047
Position 1206: 0.005674555333044858
Position 3098: 0.005518943815266495
Position 5624: 0.005124433690743475
Position 6657: 0.005119962847763319
Position 2952: 0.00483718889657755
Position 5408: 0.004682675456388916
Position 3143: 0.00460291318897546
Position 6794: 0.004467415082924505
Position 6689: 0.004400480324020021
Position 8000: 0.0040431779227878195
Position 2041: 0.0036024191830578136
Position 4297: 0.00346013561893942
Position 3002: 0.0033838944835772743
Position 15807: 0.0027128867876084267
Position 3118: 0.0026706300092710915
Position 6543: 0.002438710146678863
Position 4264: 0.0022349587901175512
Position 2030: 0.0021352414904798034
Position 6424: 0.0021302695489104997
Position 5478: 0.0017750883409345139
Position 8652: 0.0015299305378663219
Position 3094: 0.0014616479610225172
Position 7837: 0.001441159723178879
Position 11126: 0.0013580314954187564
Position 15097: 0.0013457010360404837
Position 827: 0.0013034483064377923
Position 6584: 0.0012309985499818678
Position 3070: 0.0012247280544312779
Position 5746: 0.001099980068347399
Position 13699: 0.0010820617115014852
Position 13369: 0.0010537880134343421
Position 2114: 0.0008878148383024316
Position 12699: 0.0008877637609690025
Position 6601: 0.000875488586851869
Position 10739: 0.0008708201861254515
Position 1362: 0.0006290014988514604
Position 1226: 0.000578244595915571
Position 4686: 0.0005474794598371876
Position 1365: 0.0004943121136538174
